NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Pennate diatom,Silicoflagellate
PHB20151013,Port Hacking,-34.11923,151.22667,2015-10-14T09:42:00Z,2015,10,14,09:42:00,0,0,0,0,0,0,0
MAI20151001,Maria Island,-42.59667,148.23333,2015-10-01T11:05:00Z,2015,10,1,11:05:00,0,0,0,0,0,0,0
ROT20150924,Rottnest Island,-32,115.41667,2015-09-24T10:08:00Z,2015,9,24,10:08:00,0,0,0,0,0,0,0
YON20150923,Yongala,-19.30847,147.61842,2015-09-23T13:11:00Z,2015,9,23,13:11:00,0,0,0,0,0,0,0
KAI20150909,Kangaroo Island,-35.83217,136.44733,2015-09-09T12:50:00Z,2015,9,9,12:50:00,0,0,0,0,0,0,0
NSI20150907,North Stradbroke,-27.345,153.562,2015-09-07T10:40:00Z,2015,9,7,10:40:00,0,0,0,0,0,0,0
ROT20150827,Rottnest Island,-32,115.41667,2015-08-27T11:15:00Z,2015,8,27,11:15:00,0,0,0,0,0,0,0
YON20150825,Yongala,-19.30847,147.61842,2015-08-25T10:45:00Z,2015,8,25,10:45:00,0,0,0,0,0,0,0
PHB20150819,Port Hacking,-34.11923,151.22667,2015-08-19T10:03:00Z,2015,8,19,10:03:00,0,0,0,0,0,0,0
NSI20150817,North Stradbroke,-27.345,153.562,2015-08-17T10:30:00Z,2015,8,17,10:30:00,0,0,0,0,0,0,0
MAI20150811,Maria Island,-42.59667,148.23333,2015-08-12T09:35:00Z,2015,8,12,09:35:00,0,0,0,0,0,0,0
YON20150804,Yongala,-19.30847,147.61842,2015-08-04T11:45:00Z,2015,8,4,11:45:00,0,0,0,0,0,0,0
DAR20150803_22:30,Darwin,-12.4,130.76805,2015-08-04T08:00:00Z,2015,8,4,08:00:00,0,0,0,0,0,0,0
NSI20150731,North Stradbroke,-27.345,153.562,2015-07-31T10:15:00Z,2015,7,31,10:15:00,0,0,0,0,0,0,0
ROT20150724,Rottnest Island,-32,115.41667,2015-07-24T09:20:00Z,2015,7,24,09:20:00,0,0,0,0,0,0,0
MAI20150723,Maria Island,-42.59667,148.23333,2015-07-23T10:45:00Z,2015,7,23,10:45:00,0,0,0,0,0,0,0
PHB20150723,Port Hacking,-34.11923,151.22667,2015-07-23T10:07:00Z,2015,7,23,10:07:00,0,0,0,0,0,0,0
PHB20150630,Port Hacking,-34.11923,151.22667,2015-06-30T11:11:00Z,2015,6,30,11:11:00,0,0,0,0,0,0,0
KAI20150629,Kangaroo Island,-35.83217,136.44733,2015-06-30T07:35:00Z,2015,6,30,07:35:00,0,0,0,0,0,0,0
NSI20150624,North Stradbroke,-27.345,153.562,2015-06-24T10:30:00Z,2015,6,24,10:30:00,0,0,0,0,0,0,0
YON20150618,Yongala,-19.30847,147.61842,2015-06-18T10:55:00Z,2015,6,18,10:55:00,0,0,0,0,0,0,0
YON20150601,Yongala,-19.30847,147.61842,2015-06-01T12:55:00Z,2015,6,1,12:55:00,0,0,0,0,0,0,0
NSI20150528,North Stradbroke,-27.345,153.562,2015-05-28T10:15:00Z,2015,5,28,10:15:00,0,0,0,0,0,0,0
MAI20150526,Maria Island,-42.59667,148.23333,2015-05-26T10:35:00Z,2015,5,26,10:35:00,0,0,0,0,0,0,0
PHB20150518,Port Hacking,-34.11923,151.22667,2015-05-19T09:43:00Z,2015,5,19,09:43:00,0,0,0,0,0,0,0
NSI20150512,North Stradbroke,-27.345,153.562,2015-05-12T10:15:00Z,2015,5,12,10:15:00,0,0,0,0,0,0,0
ROT20150507,Rottnest Island,-32,115.41667,2015-05-07T09:36:00Z,2015,5,7,09:36:00,0,0,0,0,0,0,0
YON20150430,Yongala,-19.30847,147.61842,2015-04-30T12:10:00Z,2015,4,30,12:10:00,0,0,0,0,0,0,0
MAI20150421,Maria Island,-42.59667,148.23333,2015-04-21T10:50:00Z,2015,4,21,10:50:00,0,0,0,0,0,0,0
KAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09T07:11:00Z,2015,4,9,07:11:00,0,0,0,0,0,0,0
PHB20150330,Port Hacking,-34.11923,151.22667,2015-03-31T09:32:00Z,2015,3,31,09:32:00,0,0,0,0,0,0,0
YON20150324,Yongala,-19.30847,147.61842,2015-03-24T15:15:00Z,2015,3,24,15:15:00,0,0,0,0,0,0,0
NSI20150323,North Stradbroke,-27.345,153.562,2015-03-23T11:40:00Z,2015,3,23,11:40:00,0,0,0,0,0,0,0
ROT20150319,Rottnest Island,-32,115.41667,2015-03-19T11:47:00Z,2015,3,19,11:47:00,0,0,0,0,0,0,0
DAR20150316,Darwin,-12.4,130.76805,2015-03-17T08:35:00Z,2015,3,17,08:35:00,0,0,0,0,0,0,0
MAI20150312,Maria Island,-42.59667,148.23333,2015-03-13T09:33:00Z,2015,3,13,09:33:00,0,0,0,0,0,0,0
NSI20150304,North Stradbroke,-27.345,153.562,2015-03-04T10:30:00Z,2015,3,4,10:30:00,0,0,0,0,0,0,0
PHB20150225,Port Hacking,-34.11923,151.22667,2015-02-26T09:37:00Z,2015,2,26,09:37:00,0,0,0,0,0,0,0
MAI20150224,Maria Island,-42.59667,148.23333,2015-02-25T10:20:00Z,2015,2,25,10:20:00,0,0,0,0,0,0,0
KAI20150224,Kangaroo Island,-35.83217,136.44733,2015-02-25T08:55:00Z,2015,2,25,08:55:00,0,0,0,0,0,0,0
YON20150224,Yongala,-19.30847,147.61842,2015-02-24T10:40:00Z,2015,2,24,10:40:00,0,0,0,0,0,0,0
ROT20150224,Rottnest Island,-32,115.41667,2015-02-24T10:17:00Z,2015,2,24,10:17:00,0,0,0,0,0,0,0
ROT20150128,Rottnest Island,-32,115.41667,2015-01-28T10:15:00Z,2015,1,28,10:15:00,0,0,0,0,0,0,0
PHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22T09:48:00Z,2015,1,22,09:48:00,0,0,0,0,0,0,0
YON20150119,Yongala,-19.30847,147.61842,2015-01-19T11:25:00Z,2015,1,19,11:25:00,0,0,0,0,0,0,0
NSI20150119,North Stradbroke,-27.345,153.562,2015-01-19T10:35:00Z,2015,1,19,10:35:00,0,0,0,0,0,0,0
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23T10:35:00Z,2014,12,23,10:35:00,0,0,0,0,0,0,0
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09T10:05:00Z,2014,12,9,10:05:00,0,0,0,0,0,0,0
YON20141209,Yongala,-19.30847,147.61842,2014-12-09T10:04:00Z,2014,12,9,10:04:00,0,0,0,0,0,0,0
PHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09T09:51:00Z,2014,12,9,09:51:00,0,0,0,0,0,0,0
KAI20141201,Kangaroo Island,-35.83217,136.44733,2014-12-02T06:05:00Z,2014,12,2,06:05:00,0,0,0,0,0,0,0
MAI20141127,Maria Island,-42.59667,148.23333,2014-11-28T09:30:00Z,2014,11,28,09:30:00,0,0,0,0,0,0,0
YON20141120,Yongala,-19.30847,147.61842,2014-11-21T08:48:00Z,2014,11,21,08:48:00,0,0,0,0,0,0,0
ROT20141119,Rottnest Island,-32,115.41667,2014-11-19T10:16:00Z,2014,11,19,10:16:00,0,0,0,0,0,0,0
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13T09:36:00Z,2014,11,13,09:36:00,0,0,0,0,0,0,0
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07T10:35:00Z,2014,11,7,10:35:00,0,0,0,0,0,0,0
MAI20141029,Maria Island,-42.59667,148.23333,2014-10-30T09:27:00Z,2014,10,30,09:27:00,0,0,0,0,0,0,0
KAI20141029,Kangaroo Island,-35.83217,136.44733,2014-10-29T11:00:00Z,2014,10,29,11:00:00,0,0,0,0,0,0,0
PHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22T09:30:00Z,2014,10,22,09:30:00,0,0,0,0,0,0,0
NSI20141020,North Stradbroke,-27.345,153.562,2014-10-20T10:45:00Z,2014,10,20,10:45:00,0,0,0,0,0,0,0
YON20141014,Yongala,-19.30847,147.61842,2014-10-14T12:02:00Z,2014,10,14,12:02:00,0,0,0,0,0,0,0
ROT20141014,Rottnest Island,-32,115.41667,2014-10-14T11:52:00Z,2014,10,14,11:52:00,0,0,0,0,0,0,0
ROT20140919,Rottnest Island,-32,115.41667,2014-09-19T12:57:00Z,2014,9,19,12:57:00,0,0,0,0,0,0,0
NSI20140917,North Stradbroke,-27.345,153.562,2014-09-17T10:30:00Z,2014,9,17,10:30:00,0,0,0,0,0,0,0
MAI20140915,Maria Island,-42.59667,148.23333,2014-09-16T09:20:00Z,2014,9,16,09:20:00,0,0,0,0,0,0,0
PHB20140911,Port Hacking,-34.11923,151.22667,2014-09-11T10:13:00Z,2014,9,11,10:13:00,0,0,0,0,0,0,0
YON20140910,Yongala,-19.30847,147.61842,2014-09-10T10:35:00Z,2014,9,10,10:35:00,0,0,0,0,0,0,0
ROT20140902,Rottnest Island,-32,115.41667,2014-09-02T11:55:00Z,2014,9,2,11:55:00,0,0,0,0,0,0,0
NSI20140901,North Stradbroke,-27.345,153.562,2014-09-01T10:10:00Z,2014,9,1,10:10:00,0,0,0,0,0,0,0
PHB20140824,Port Hacking,-34.11923,151.22667,2014-08-25T09:57:00Z,2014,8,25,09:57:00,0,0,0,0,0,0,0
MAI20140821,Maria Island,-42.59667,148.23333,2014-08-21T11:50:00Z,2014,8,21,11:50:00,0,0,0,0,0,0,0
YON20140820,Yongala,-19.30847,147.61842,2014-08-20T11:15:00Z,2014,8,20,11:15:00,0,0,0,0,0,0,0
MAI20140807,Maria Island,-42.59667,148.23333,2014-08-07T12:00:00Z,2014,8,7,12:00:00,0,0,0,0,0,0,0
ROT20140730,Rottnest Island,-32,115.41667,2014-07-30T10:03:00Z,2014,7,30,10:03:00,0,0,0,0,0,0,0
NSI20140725,North Stradbroke,-27.345,153.562,2014-07-25T10:35:00Z,2014,7,25,10:35:00,0,0,0,0,0,0,0
YON20140717,Yongala,-19.30847,147.61842,2014-07-17T10:28:00Z,2014,7,17,10:28:00,0,0,0,0,0,0,0
PHB20140716,Port Hacking,-34.11923,151.22667,2014-07-16T10:00:00Z,2014,7,16,10:00:00,0,0,0,0,0,0,0
KAI20140713,Kangaroo Island,-35.83217,136.44733,2014-07-13T16:13:00Z,2014,7,13,16:13:00,0,0,0,0,0,0,0
MAI20140703,Maria Island,-42.59667,148.23333,2014-07-03T11:30:00Z,2014,7,3,11:30:00,0,0,0,0,0,0,0
ROT20140624,Rottnest Island,-32,115.41667,2014-06-24T13:16:00Z,2014,6,24,13:16:00,0,0,0,0,0,0,0
YON20140624,Yongala,-19.30847,147.61842,2014-06-24T10:53:00Z,2014,6,24,10:53:00,0,0,0,0,0,0,0
NSI20140623,North Stradbroke,-27.345,153.562,2014-06-23T10:20:00Z,2014,6,23,10:20:00,0,0,0,0,0,0,0
MAI20140619,Maria Island,-42.59667,148.23333,2014-06-19T11:30:00Z,2014,6,19,11:30:00,0,0,0,0,0,0,0
PHB20140612,Port Hacking,-34.11923,151.22667,2014-06-13T09:20:00Z,2014,6,13,09:20:00,0,0,0,0,0,0,0
YON20140527,Yongala,-19.30847,147.61842,2014-05-27T12:12:00Z,2014,5,27,12:12:00,0,0,0,0,0,0,0
ROT20140519,Rottnest Island,-32,115.41667,2014-05-19T12:22:00Z,2014,5,19,12:22:00,0,0,0,0,0,0,0
MAI20140516,Maria Island,-42.59667,148.23333,2014-05-16T10:20:00Z,2014,5,16,10:20:00,0,0,0,0,0,0,0
KAI20140507,Kangaroo Island,-35.83217,136.44733,2014-05-07T13:45:00Z,2014,5,7,13:45:00,0,0,0,0,0,0,0
NSI20140507,North Stradbroke,-27.345,153.562,2014-05-07T10:25:00Z,2014,5,7,10:25:00,0,0,0,0,0,0,0
YON20140501,Yongala,-19.30847,147.61842,2014-05-01T11:25:00Z,2014,5,1,11:25:00,0,0,0,0,0,0,0
PHB20140427,Port Hacking,-34.11923,151.22667,2014-04-28T09:38:00Z,2014,4,28,09:38:00,0,0,0,0,0,0,0
MAI20140408,Maria Island,-42.59667,148.23333,2014-04-08T11:03:00Z,2014,4,8,11:03:00,0,0,0,0,0,0,0
NSI20140404,North Stradbroke,-27.345,153.562,2014-04-04T10:45:00Z,2014,4,4,10:45:00,0,0,0,0,0,0,0
ROT20140319,Rottnest Island,-32,115.41667,2014-03-19T12:30:00Z,2014,3,19,12:30:00,0,0,0,0,0,0,0
MAI20140318,Maria Island,-42.59667,148.23333,2014-03-19T10:55:00Z,2014,3,19,10:55:00,0,0,0,0,0,0,0
PHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18T09:48:00Z,2014,3,18,09:48:00,0,0,0,0,0,0,0
YON20140317,Yongala,-19.30847,147.61842,2014-03-17T14:07:00Z,2014,3,17,14:07:00,0,0,0,0,0,0,0
KAI20140313,Kangaroo Island,-35.83217,136.44733,2014-03-13T14:00:00Z,2014,3,13,14:00:00,0,0,0,0,0,0,0
NSI20140306,North Stradbroke,-27.345,153.562,2014-03-06T10:15:00Z,2014,3,6,10:15:00,0,0,0,0,0,0,0
ROT20140227,Rottnest Island,-32,115.41667,2014-02-27T12:39:00Z,2014,2,27,12:39:00,0,0,0,0,0,0,0
YON20140220,Yongala,-19.30847,147.61842,2014-02-20T10:48:00Z,2014,2,20,10:48:00,0,0,0,0,0,0,0
NSI20140213,North Stradbroke,-27.345,153.562,2014-02-13T10:20:00Z,2014,2,13,10:20:00,0,0,0,0,0,0,0
PHB20140211,Port Hacking,-34.11923,151.22667,2014-02-12T09:57:00Z,2014,2,12,09:57:00,0,0,0,0,0,0,0
MAI20140205,Maria Island,-42.59667,148.23333,2014-02-05T11:05:00Z,2014,2,5,11:05:00,0,0,0,0,0,0,0
KAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22T15:15:00Z,2014,1,22,15:15:00,0,0,0,0,0,0,0
ROT20140122,Rottnest Island,-32,115.41667,2014-01-22T10:10:00Z,2014,1,22,10:10:00,0,0,0,0,0,0,0
YON20140122,Yongala,-19.30847,147.61842,2014-01-22T10:00:00Z,2014,1,22,10:00:00,0,0,0,0,0,0,0
PHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21T09:43:00Z,2014,1,21,09:43:00,0,0,0,0,0,0,0
ROT20131218,Rottnest Island,-32,115.41667,2013-12-18T10:43:00Z,2013,12,18,10:43:00,0,0,0,0,0,0,0
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17T11:05:00Z,2013,12,17,11:05:00,0,0,0,0,0,0,0
NSI20131212,North Stradbroke,-27.345,153.562,2013-12-12T10:20:00Z,2013,12,12,10:20:00,0,0,0,0,0,0,0
YON20131205,Yongala,-19.30847,147.61842,2013-12-05T11:26:00Z,2013,12,5,11:26:00,0,0,0,0,0,0,0
PHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03T09:30:00Z,2013,12,3,09:30:00,0,0,0,0,0,0,0
ROT20131122,Rottnest Island,-32,115.41667,2013-11-22T10:26:00Z,2013,11,22,10:26:00,0,0,0,0,0,0,0
NSI20131121,North Stradbroke,-27.345,153.562,2013-11-22T09:55:00Z,2013,11,22,09:55:00,0,0,0,0,0,0,0
MAI20131117,Maria Island,-42.59667,148.23333,2013-11-18T10:50:00Z,2013,11,18,10:50:00,0,0,0,0,0,0,0
YON20131114,Yongala,-19.30847,147.61842,2013-11-14T10:32:00Z,2013,11,14,10:32:00,0,0,0,0,0,0,0
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28T10:17:00Z,2013,10,28,10:17:00,0,0,0,0,0,0,0
PHB20131020,Port Hacking,-34.11923,151.22667,2013-10-21T09:36:00Z,2013,10,21,09:36:00,0,0,0,0,0,0,0
ROT20131017,Rottnest Island,-32,115.41667,2013-10-17T08:00:00Z,2013,10,17,08:00:00,0,0,0,0,0,0,0
NSI20131016,North Stradbroke,-27.345,153.562,2013-10-16T10:40:00Z,2013,10,16,10:40:00,0,0,0,0,0,0,0
YON20131015,Yongala,-19.30847,147.61842,2013-10-15T11:40:00Z,2013,10,15,11:40:00,0,0,0,0,0,0,0
ROT20131001,Rottnest Island,-32,115.41667,2013-10-01T11:55:00Z,2013,10,1,11:55:00,0,0,0,0,0,0,0
MAI20130924,Maria Island,-42.59667,148.23333,2013-09-24T11:40:00Z,2013,9,24,11:40:00,0,0,0,0,0,0,0
DAR20130916,Darwin,-12.4,130.76805,2013-09-16T11:26:00Z,2013,9,16,11:26:00,0,0,0,0,0,0,0
PHB20130915,Port Hacking,-34.11923,151.22667,2013-09-16T08:15:00Z,2013,9,16,08:15:00,0,0,0,0,0,0,0
NSI20130913,North Stradbroke,-27.345,153.562,2013-09-13T10:25:00Z,2013,9,13,10:25:00,0,0,0,0,0,0,0
YON20130912,Yongala,-19.30847,147.61842,2013-09-12T11:26:00Z,2013,9,12,11:26:00,0,0,0,0,0,0,0
KAI20130827,Kangaroo Island,-35.83217,136.44733,2013-08-28T08:55:00Z,2013,8,28,08:55:00,0,0,0,0,0,0,0
PHB20130826,Port Hacking,-34.11923,151.22667,2013-08-27T09:30:00Z,2013,8,27,09:30:00,0,0,0,0,0,0,0
MAI20130821,Maria Island,-42.59667,148.23333,2013-08-21T11:21:00Z,2013,8,21,11:21:00,0,0,0,0,0,0,0
NSI20130819,North Stradbroke,-27.345,153.562,2013-08-19T10:10:00Z,2013,8,19,10:10:00,0,0,0,0,0,0,0
YON20130808,Yongala,-19.30847,147.61842,2013-08-08T10:58:00Z,2013,8,8,10:58:00,0,0,0,0,0,0,0
MAI20130807,Maria Island,-42.59667,148.23333,2013-08-07T11:30:00Z,2013,8,7,11:30:00,0,0,0,0,0,0,0
NIN20130806,Ningaloo,-21.99,113.779,2013-08-06T14:03:00Z,2013,8,6,14:03:00,0,0,0,0,0,0,0
NSI20130806,North Stradbroke,-27.345,153.562,2013-08-06T10:15:00Z,2013,8,6,10:15:00,0,0,0,0,0,0,0
PHB20130725,Port Hacking,-34.11923,151.22667,2013-07-26T09:24:00Z,2013,7,26,09:24:00,0,0,0,0,0,0,0
ESP20130725,Esperance,-33.93333,121.85,2013-07-25T09:57:00Z,2013,7,25,09:57:00,0,0,0,0,0,0,0
YON20130719,Yongala,-19.30847,147.61842,2013-07-19T11:08:00Z,2013,7,19,11:08:00,0,0,0,0,0,0,0
ROT20130712,Rottnest Island,-32,115.41667,2013-07-12T12:35:00Z,2013,7,12,12:35:00,0,0,0,0,0,0,0
NSI20130706,North Stradbroke,-27.345,153.562,2013-07-07T09:40:00Z,2013,7,7,09:40:00,0,0,0,0,0,0,0
DAR20130617_15:00,Darwin,-12.4,130.76805,2013-06-18T00:30:00Z,2013,6,18,00:30:00,0,0,0,0,0,0,0
PHB20130611,Port Hacking,-34.11923,151.22667,2013-06-12T09:55:00Z,2013,6,12,09:55:00,0,0,0,0,0,0,0
YON20130611,Yongala,-19.30847,147.61842,2013-06-11T13:34:00Z,2013,6,11,13:34:00,0,0,0,0,0,0,0
MAI20130611,Maria Island,-42.59667,148.23333,2013-06-11T11:55:00Z,2013,6,11,11:55:00,0,0,0,0,0,0,0
MAI20130528,Maria Island,-42.59667,148.23333,2013-05-28T10:56:00Z,2013,5,28,10:56:00,0,0,0,0,0,0,0
NSI20130520,North Stradbroke,-27.345,153.562,2013-05-20T10:05:00Z,2013,5,20,10:05:00,0,0,0,0,0,0,0
ROT20130517,Rottnest Island,-32,115.41667,2013-05-17T10:00:00Z,2013,5,17,10:00:00,0,0,0,0,0,0,0
YON20130515,Yongala,-19.30847,147.61842,2013-05-15T10:30:00Z,2013,5,15,10:30:00,0,0,0,0,0,0,0
PHB20130514,Port Hacking,-34.11923,151.22667,2013-05-15T09:40:00Z,2013,5,15,09:40:00,0,0,0,0,0,0,0
NIN20130509,Ningaloo,-21.99,113.779,2013-05-09T10:20:00Z,2013,5,9,10:20:00,0,0,0,0,0,0,0
KAI20130506,Kangaroo Island,-35.83217,136.44733,2013-05-07T07:55:00Z,2013,5,7,07:55:00,0,0,0,0,0,0,0
MAI20130424,Maria Island,-42.59667,148.23333,2013-04-24T10:50:00Z,2013,4,24,10:50:00,0,0,0,0,0,0,0
ROT20130423,Rottnest Island,-32,115.41667,2013-04-23T10:38:00Z,2013,4,23,10:38:00,0,0,0,0,0,0,0
PHB20130422,Port Hacking,-34.11923,151.22667,2013-04-23T09:32:00Z,2013,4,23,09:32:00,0,0,0,0,0,0,0
NSI20130418,North Stradbroke,-27.345,153.562,2013-04-18T10:05:00Z,2013,4,18,10:05:00,0,0,0,0,0,0,0
YON20130416,Yongala,-19.30847,147.61842,2013-04-16T11:35:00Z,2013,4,16,11:35:00,0,0,0,0,0,0,0
DAR20130405,Darwin,-12.4,130.76805,2013-04-05T09:40:00Z,2013,4,5,09:40:00,0,0,0,0,0,0,0
NSI20130326,North Stradbroke,-27.345,153.562,2013-03-26T11:10:00Z,2013,3,26,11:10:00,0,0,0,0,0,0,0
PHB20130319,Port Hacking,-34.11923,151.22667,2013-03-20T09:27:00Z,2013,3,20,09:27:00,0,0,0,0,0,0,0
MAI20130313,Maria Island,-42.59667,148.23333,2013-03-14T10:00:00Z,2013,3,14,10:00:00,0,0,0,0,0,0,0
ESP20130314,Esperance,-33.93333,121.85,2013-03-14T09:24:00Z,2013,3,14,09:24:00,0,0,0,0,0,0,0
PHB20130227,Port Hacking,-34.11923,151.22667,2013-02-28T08:03:00Z,2013,2,28,08:03:00,0,0,0,0,0,0,0
ROT20130221,Rottnest Island,-32,115.41667,2013-02-21T12:55:00Z,2013,2,21,12:55:00,0,0,0,0,0,0,0
YON20130220,Yongala,-19.30847,147.61842,2013-02-20T10:42:00Z,2013,2,20,10:42:00,0,0,0,0,0,0,0
MAI20130214,Maria Island,-42.59667,148.23333,2013-02-14T11:00:00Z,2013,2,14,11:00:00,0,0,0,0,0,0,0
NIN20130209,Ningaloo,-21.99,113.779,2013-02-09T09:22:00Z,2013,2,9,09:22:00,0,0,0,0,0,0,0
YON20130131,Yongala,-19.30847,147.61842,2013-01-31T10:15:00Z,2013,1,31,10:15:00,0,0,0,0,0,0,0
MAI20130129,Maria Island,-42.59667,148.23333,2013-01-30T10:33:00Z,2013,1,30,10:33:00,0,0,0,0,0,0,0
ROT20130125,Rottnest Island,-32,115.41667,2013-01-25T10:10:00Z,2013,1,25,10:10:00,0,0,0,0,0,0,0
NSI20130123,North Stradbroke,-27.345,153.562,2013-01-23T10:15:00Z,2013,1,23,10:15:00,0,0,0,0,0,0,0
NSI20130111,North Stradbroke,-27.345,153.562,2013-01-11T10:40:00Z,2013,1,11,10:40:00,0,0,0,0,0,0,0
ROT20121219,Rottnest Island,-32,115.41667,2012-12-19T11:48:00Z,2012,12,19,11:48:00,0,0,0,0,0,0,0
YON20121219,Yongala,-19.30847,147.61842,2012-12-19T10:20:00Z,2012,12,19,10:20:00,0,0,0,0,0,0,0
PHB20121218,Port Hacking,-34.11923,151.22667,2012-12-19T09:31:00Z,2012,12,19,09:31:00,0,0,0,0,0,0,0
ESP20121212,Esperance,-33.93333,121.85,2012-12-12T09:10:00Z,2012,12,12,09:10:00,0,0,0,0,0,0,0
DAR20121209_03:00,Darwin,-12.4,130.76805,2012-12-09T12:30:00Z,2012,12,9,12:30:00,0,0,0,0,0,0,0
YON20121129,Yongala,-19.30847,147.61842,2012-11-29T10:40:00Z,2012,11,29,10:40:00,0,0,0,0,0,0,0
ROT20121126,Rottnest Island,-32,115.41667,2012-11-26T11:02:00Z,2012,11,26,11:02:00,0,0,0,0,0,0,0
PHB20121120,Port Hacking,-34.11923,151.22667,2012-11-21T09:30:00Z,2012,11,21,09:30:00,0,0,0,0,0,0,0
NSI20121114,North Stradbroke,-27.345,153.562,2012-11-14T10:45:00Z,2012,11,14,10:45:00,0,0,0,0,0,0,0
MAI20121112,Maria Island,-42.59667,148.23333,2012-11-13T10:45:00Z,2012,11,13,10:45:00,0,0,0,0,0,0,0
NIN20121107,Ningaloo,-21.99,113.779,2012-11-07T12:00:00Z,2012,11,7,12:00:00,0,0,0,0,0,0,0
DAR20121029,Darwin,-12.4,130.76805,2012-10-30T07:51:00Z,2012,10,30,07:51:00,0,0,0,0,0,0,0
YON20121026,Yongala,-19.30847,147.61842,2012-10-26T11:20:00Z,2012,10,26,11:20:00,0,0,0,0,0,0,0
ROT20121019,Rottnest Island,-32,115.41667,2012-10-19T09:54:00Z,2012,10,19,09:54:00,0,0,0,0,0,0,0
MAI20121017,Maria Island,-42.59667,148.23333,2012-10-18T10:52:00Z,2012,10,18,10:52:00,0,0,0,0,0,0,0
NSI20121017,North Stradbroke,-27.345,153.562,2012-10-17T10:20:00Z,2012,10,17,10:20:00,0,0,0,0,0,0,0
PHB20121009,Port Hacking,-34.11923,151.22667,2012-10-10T09:44:00Z,2012,10,10,09:44:00,0,0,0,0,0,0,0
MAI20121002,Maria Island,-42.59667,148.23333,2012-10-02T10:15:00Z,2012,10,2,10:15:00,0,0,0,0,0,0,0
ROT20120928,Rottnest Island,-32,115.41667,2012-09-28T11:41:00Z,2012,9,28,11:41:00,0,0,0,0,0,0,0
YON20120918,Yongala,-19.30847,147.61842,2012-09-18T11:00:00Z,2012,9,18,11:00:00,0,0,0,0,0,0,0
PHB20120917,Port Hacking,-34.11923,151.22667,2012-09-18T09:38:00Z,2012,9,18,09:38:00,0,0,0,0,0,0,0
NSI20120912,North Stradbroke,-27.345,153.562,2012-09-12T10:20:00Z,2012,9,12,10:20:00,0,0,0,0,0,0,0
ESP20120910,Esperance,-33.93333,121.85,2012-09-10T12:51:00Z,2012,9,10,12:51:00,0,0,0,0,0,0,0
NIN20120827,Ningaloo,-21.99,113.779,2012-08-27T08:05:00Z,2012,8,27,08:05:00,0,0,0,0,0,0,0
ROT20120824,Rottnest Island,-32,115.41667,2012-08-24T11:06:00Z,2012,8,24,11:06:00,0,0,0,0,0,0,0
PHB20120821,Port Hacking,-34.11923,151.22667,2012-08-22T09:19:00Z,2012,8,22,09:19:00,0,0,0,0,0,0,0
NSI20120821,North Stradbroke,-27.345,153.562,2012-08-21T10:15:00Z,2012,8,21,10:15:00,0,0,0,0,0,0,0
MAI20120820,Maria Island,-42.59667,148.23333,2012-08-20T11:15:00Z,2012,8,20,11:15:00,0,0,0,0,0,0,0
YON20120816,Yongala,-19.30847,147.61842,2012-08-16T00:00:00Z,2012,8,16,00:00:00,0,0,0,0,0,0,0
NSI20120806,North Stradbroke,-27.345,153.562,2012-08-06T10:15:00Z,2012,8,6,10:15:00,0,0,0,0,0,0,0
DAR20120729_16:30,Darwin,-12.4,130.76805,2012-07-30T02:00:00Z,2012,7,30,02:00:00,0,0,0,0,0,0,0
ROT20120727,Rottnest Island,-32,115.41667,2012-07-27T09:55:00Z,2012,7,27,09:55:00,0,0,0,0,0,0,0
YON20120726,Yongala,-19.30847,147.61842,2012-07-26T11:00:00Z,2012,7,26,11:00:00,0,0,0,0,0,0,0
MAI20120724,Maria Island,-42.59667,148.23333,2012-07-24T10:50:00Z,2012,7,24,10:50:00,0,0,0,0,0,0,0
PHB20120717,Port Hacking,-34.11923,151.22667,2012-07-17T10:00:00Z,2012,7,17,10:00:00,0,0,0,0,0,0,0
NSI20120620,North Stradbroke,-27.345,153.562,2012-06-20T10:20:00Z,2012,6,20,10:20:00,0,0,0,0,0,0,0
YON20120615,Yongala,-19.30847,147.61842,2012-06-15T10:41:00Z,2012,6,15,10:41:00,0,0,0,0,0,0,0
ESP20120612,Esperance,-33.93333,121.85,2012-06-12T09:24:00Z,2012,6,12,09:24:00,0,0,0,0,0,0,0
YON20120604,Yongala,-19.30847,147.61842,2012-06-04T10:30:00Z,2012,6,4,10:30:00,0,0,0,0,0,0,0
