PROJECTNAME,TRIP_CODE,STATION,LONGITUDE,LATITUDE,SAMPLEDATELOCAL,BIOMASS_MGM3,SAMPLETYPE
NRS,DAR20160202_0630,Darwin,130.76805,-12.4,2016-02-02 16:00:00,11.1001,PZ
NRS,DAR20170715_0330,Darwin,130.76805,-12.4,2017-07-15 13:00:00,242.84681,PZ
NRS,DAR20161107,Darwin,130.76805,-12.4,2016-11-08 08:11:00,22.03568,PZ
NRS,DAR20170203_0630,Darwin,130.76805,-12.4,2017-02-03 16:00:00,47.67788,PZ
NRS,DAR20171009,Darwin,130.76805,-12.4,2017-10-10 07:57:00,87.81119,PZ
NRS,DAR20140118_0330,Darwin,130.76805,-12.4,2014-01-18 13:00:00,112.3717,Z
NRS,DAR20140118_0030,Darwin,130.76805,-12.4,2014-01-18 10:00:00,606.52675,Z
NRS,ESP20090917,Esperance,121.85,-33.93333,2009-09-17 09:40:00,7.84276,PZ
NRS,KAI20140507,Kangaroo Island,136.44733,-35.83217,2014-05-07 13:45:00,7.17165,PZ
NRS,KAI20111115,Kangaroo Island,136.44733,-35.83217,2011-11-15 11:30:00,2.34104,PZ
NRS,KAI20130423,Kangaroo Island,136.44733,-35.83217,2013-04-23 13:16:00,1.79998,Z
NRS,KAI20101213,Kangaroo Island,136.44733,-35.83217,2010-12-14 08:30:00,4.15517,PZ
NRS,KAI20110319,Kangaroo Island,136.44733,-35.83217,2011-03-20 09:40:00,0.31826,PZ
NRS,KAI20090114,Kangaroo Island,136.44733,-35.83217,2009-01-15 08:00:00,,P
NRS,KAI20190320,Kangaroo Island,136.44733,-35.83217,2019-03-20 13:40:00,12.09774,FPZ
NRS,KAI20141029,Kangaroo Island,136.44733,-35.83217,2014-10-29 11:00:00,5.21253,FPZ
NRS,MAI20101001,Maria Island,148.23333,-42.59667,2010-10-01 12:40:00,2.71854,PZ
NRS,MAI20111214,Maria Island,148.23333,-42.59667,2011-12-15 10:35:00,6.97538,PZ
NRS,MAI20120222,Maria Island,148.23333,-42.59667,2012-02-22 11:00:00,2.52846,PZ
NRS,MAI20120412,Maria Island,148.23333,-42.59667,2012-04-12 10:45:00,2.34723,PZ
NRS,MAI20130129,Maria Island,148.23333,-42.59667,2013-01-30 10:33:00,18.95908,PZ
NRS,MAI20130821,Maria Island,148.23333,-42.59667,2013-08-21 11:21:00,0.67632,PZ
NRS,MAI20200223,Maria Island,148.23333,-42.59667,2020-02-24 10:30:00,8.65219,PZ
NRS,MAI20210106,Maria Island,148.23333,-42.59667,2021-01-07 09:54:00,9.68008,PZ
NRS,MAI20160209,Maria Island,148.23333,-42.59667,2016-02-10 10:45:00,4.24358,FPZ
NRS,MAI20160530,Maria Island,148.23333,-42.59667,2016-05-31 09:45:00,3.78621,FPZ
NRS,MAI20160927,Maria Island,148.23333,-42.59667,2016-09-27 10:10:00,10.4675,FPZ
NRS,MAI20180116,Maria Island,148.23333,-42.59667,2018-01-17 10:30:00,51.00785,FPZ
NRS,NIN20130806,Ningaloo,113.779,-21.99,2013-08-06 14:03:00,26.50823,PZ
NRS,NSI20111116,North Stradbroke,153.562,-27.345,2011-11-16 10:00:00,17.09006,PZ
NRS,NSI20130706,North Stradbroke,153.562,-27.345,2013-07-07 09:40:00,5.25946,PZ
NRS,NSI20190416,North Stradbroke,153.562,-27.345,2019-04-16 10:10:00,11.59912,FPZ
NRS,NSI20190723,North Stradbroke,153.562,-27.345,2019-07-23 10:20:00,12.10063,FPZ
NRS,NSI20200528,North Stradbroke,153.562,-27.345,2020-05-28 11:00:00,8.07566,FPZ
NRS,NSI20200720,North Stradbroke,153.562,-27.345,2020-07-20 10:30:00,17.12863,PZ
NRS,NSI20200817,North Stradbroke,153.562,-27.345,2020-08-18 09:50:00,12.16493,PZ
NRS,NSI20201022,North Stradbroke,153.562,-27.345,2020-10-22 10:05:00,7.16908,PZ
NRS,NSI20201221,North Stradbroke,153.562,-27.345,2020-12-21 10:30:00,16.96146,PZ
NRS,NSI20210226,North Stradbroke,153.562,-27.345,2021-02-26 10:40:00,,PZ
NRS,NSI20210415,North Stradbroke,153.562,-27.345,2021-04-16 09:40:00,,PZ
NRS,NSI20081217,North Stradbroke,153.562,-27.345,2008-12-17 11:00:00,32.91347,Z
NRS,NSI20090618,North Stradbroke,153.562,-27.345,2009-06-18 13:30:00,23.54544,Z
NRS,NSI20090720,North Stradbroke,153.562,-27.345,2009-07-20 11:07:00,45.98499,Z
NRS,NSI20100711,North Stradbroke,153.562,-27.345,2010-07-12 08:45:00,18.41457,PZ
NRS,NSI20110119,North Stradbroke,153.562,-27.345,2011-01-19 10:00:00,13.66304,PZ
NRS,NSI20140507,North Stradbroke,153.562,-27.345,2014-05-07 10:25:00,9.94026,PZ
NRS,NSI20081119,North Stradbroke,153.562,-27.345,2008-11-19 10:30:00,7.27838,Z
NRS,NSI20091115,North Stradbroke,153.562,-27.345,2009-11-16 08:20:00,31.31891,PZ
NRS,NSI20120806,North Stradbroke,153.562,-27.345,2012-08-06 10:15:00,7.4134,PZ
NRS,NSI20140404,North Stradbroke,153.562,-27.345,2014-04-04 10:45:00,14.57605,PZ
NRS,NSI20181023,North Stradbroke,153.562,-27.345,2018-10-23 10:30:00,15.18044,FPZ
NRS,NSI20180817,North Stradbroke,153.562,-27.345,2018-08-17 10:20:00,11.82416,FPZ
NRS,NSI20140213,North Stradbroke,153.562,-27.345,2014-02-13 10:20:00,13.02007,PZ
NRS,NSI20121114,North Stradbroke,153.562,-27.345,2012-11-14 10:45:00,19.54619,PZ
NRS,PH420020604,Port Hacking 4,151.21815,-34.11758,2002-06-04 00:00:00,,Z
NRS,PH420030120,Port Hacking 4,151.21815,-34.11758,2003-01-20 00:00:00,,Z
NRS,PH420031210,Port Hacking 4,151.21815,-34.11758,2003-12-10 00:00:00,,Z
NRS,PH420040326,Port Hacking 4,151.21815,-34.11758,2004-03-26 00:00:00,,Z
NRS,PH420050510,Port Hacking 4,151.21815,-34.11758,2005-05-10 00:00:00,,Z
NRS,PH420050909,Port Hacking 4,151.21815,-34.11758,2005-09-09 00:00:00,,Z
NRS,PH420080430,Port Hacking 4,151.21815,-34.11758,2008-04-30 00:00:00,,Z
NRS,PH420080825,Port Hacking 4,151.21815,-34.11758,2008-08-25 00:00:00,,Z
NRS,PHB20090920,Port Hacking,151.22667,-34.11923,2009-09-21 09:17:00,15.9205,PZZ
NRS,PHB20100510,Port Hacking,151.22667,-34.11923,2010-05-11 09:13:00,17.7806,PZ
NRS,PHB20101213,Port Hacking,151.22667,-34.11923,2010-12-14 09:30:00,23.30079,PZ
NRS,PHB20110228,Port Hacking,151.22667,-34.11923,2011-03-01 09:30:00,1.35087,PZ
NRS,PHB20110619,Port Hacking,151.22667,-34.11923,2011-06-20 09:34:00,1.35087,PZ
NRS,PHB20111117,Port Hacking,151.22667,-34.11923,2011-11-18 09:36:00,4.8589,PZ
NRS,PHB20111206,Port Hacking,151.22667,-34.11923,2011-12-07 09:30:00,32.37033,PZ
NRS,PHB20120821,Port Hacking,151.22667,-34.11923,2012-08-22 09:19:00,14.08869,PZ
NRS,PHB20140716,Port Hacking,151.22667,-34.11923,2014-07-16 10:00:00,5.15595,PZ
NRS,PHB20150121,Port Hacking,151.22667,-34.11923,2015-01-22 09:48:00,4.59721,PZ
NRS,PHB20181218,Port Hacking,151.22667,-34.11923,2018-12-19 09:40:00,9.88754,FPZ
NRS,PHB20190827,Port Hacking,151.22667,-34.11923,2019-08-28 09:59:00,16.61715,FPZ
NRS,PHB20191216,Port Hacking,151.22667,-34.11923,2019-12-17 09:02:00,4.95791,PZ
NRS,PHB20170614,Port Hacking,151.22667,-34.11923,2017-06-15 08:52:00,6.09307,PZ
NRS,PHB20140211,Port Hacking,151.22667,-34.11923,2014-02-12 09:57:00,4.54063,PZ
NRS,PHB20160926,Port Hacking,151.22667,-34.11923,2016-09-27 09:54:00,10.68675,FPZ
NRS,PHB20141208,Port Hacking,151.22667,-34.11923,2014-12-09 09:51:00,2.95599,PZ
NRS,PHB20130125,Port Hacking,151.22667,-34.11923,2013-01-25 10:54:00,13.60421,Z
NRS,PHB20140911,Port Hacking,151.22667,-34.11923,2014-09-11 10:13:00,28.66892,FPZ
NRS,ROT20100416,Rottnest Island,115.41667,-32,2010-04-16 08:30:00,17.56371,PZ
NRS,ROT20131017,Rottnest Island,115.41667,-32,2013-10-17 08:00:00,9.29658,PZ
NRS,ROT20160413,Rottnest Island,115.41667,-32,2016-04-13 09:30:00,28.77776,FPZ
NRS,ROT20201013,Rottnest Island,115.41667,-32,2020-10-13 09:18:00,17.92913,PZ
NRS,ROT20170428,Rottnest Island,115.41667,-32,2017-04-28 09:52:00,4.29859,FPZ
NRS,ROT20140919,Rottnest Island,115.41667,-32,2014-09-19 12:57:00,6.76615,PZ
NRS,ROT20140730,Rottnest Island,115.41667,-32,2014-07-30 10:03:00,10.31033,PZ
NRS,ROT20110224,Rottnest Island,115.41667,-32,2011-02-24 09:35:00,7.39483,PZ
NRS,ROT20131218,Rottnest Island,115.41667,-32,2013-12-18 10:43:00,24.18841,PZ
NRS,ROT20200710,Rottnest Island,115.41667,-32,2020-07-10 10:25:00,25.40844,PZ
NRS,ROT20200730,Rottnest Island,115.41667,-32,2020-07-30 09:27:00,40.45547,PZ
NRS,ROT20130125,Rottnest Island,115.41667,-32,2013-01-25 10:10:00,25.53221,PZ
NRS,ROT20180719,Rottnest Island,115.41667,-32,2018-07-19 09:35:00,12.57357,FPZ
NRS,YON20130611,Yongala,147.61842,-19.30847,2013-06-11 13:34:00,37.72979,PZ
NRS,YON20130719,Yongala,147.61842,-19.30847,2013-07-19 11:08:00,11.32981,PZ
NRS,YON20151111,Yongala,147.61842,-19.30847,2015-11-11 10:45:00,11.49303,PZ
NRS,YON20150119,Yongala,147.61842,-19.30847,2015-01-19 11:25:00,18.76968,PZ
NRS,YON20110414,Yongala,147.61842,-19.30847,2011-04-14 11:27:00,25.74711,PZ
NRS,YON20131114,Yongala,147.61842,-19.30847,2013-11-14 10:32:00,14.66211,PZ
NRS,YON20190703,Yongala,147.61842,-19.30847,2019-07-03 10:50:00,50.39253,PZ
NRS,YON20150923,Yongala,147.61842,-19.30847,2015-09-23 13:11:00,5.25007,PZ
NRS,YON20170322,Yongala,147.61842,-19.30847,2017-03-22 12:00:00,21.50081,PZ
NRS,YON20151027,Yongala,147.61842,-19.30847,2015-10-27 10:10:00,7.42626,PZ
NRS,YON20180927,Yongala,147.61842,-19.30847,2018-09-27 10:52:00,11.86434,PZ
NWS,NWS_6.2,North West Shelf,120.6191,-18.1717,2015-01-22 03:31:00,,P
NWS,NWS_11.2,North West Shelf,120.6191,-18.1717,2015-01-23 04:02:00,,P
IIOE,IIOE20190603,International Indian Ocean Expedition,110,-14,2019-06-03 16:24:00,,PZ
IIOE,IIOE20190522,International Indian Ocean Expedition,110,-32,2019-05-22 15:55:00,,PZ
IIOE,IIOE20190610,International Indian Ocean Expedition,111.526,-20.651,2019-06-10 01:00:00,,Z
NRS Ichthyoplankton,NSF20160318,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2016-03-18 10:30:00,,F
NRS Ichthyoplankton,NSF20161116,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2016-11-16 10:15:00,,F
NRS Ichthyoplankton,NSF20180302,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2018-03-02 10:25:00,,F
NRS Ichthyoplankton,NSF20181023,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2018-10-23 10:30:00,,F
NRS Ichthyoplankton,NSF20200228,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2020-02-28 10:30:00,,F
NRS Ichthyoplankton,PHA20160407,Port Hacking A,151.21667,-34.08333,2016-04-08 09:13:00,,F
NRS Ichthyoplankton,PHA20190227,Port Hacking A,151.21667,-34.08333,2019-02-28 10:35:00,,F
NRS Ichthyoplankton,PHA20190729,Port Hacking A,151.21667,-34.08333,2019-07-29 10:03:00,,F
NRS Ichthyoplankton,ROF20190711,Rottnest Island Ichthyo 34m,115.48333,-31.96666,2019-07-11 09:26:00,,F
NRS Ichthyoplankton,ROF20190819,Rottnest Island Ichthyo 34m,115.48333,-31.96666,2019-08-19 08:31:00,,F
NRS,DAR20130405,Darwin,130.76805,-12.4,2013-04-05 09:40:00,3.21636,PZ
NRS,DAR20121208_2330,Darwin,130.76805,-12.4,2012-12-09 09:00:00,58.09384,PZ
NRS,DAR20170203_0330,Darwin,130.76805,-12.4,2017-02-03 13:00:00,27.05283,PZ
NRS,DAR20180209_0330,Darwin,130.76805,-12.4,2018-02-09 13:00:00,30.66773,PZ
NRS,DAR20180731_0630,Darwin,130.76805,-12.4,2018-07-31 16:00:00,25.93889,PZ
NRS,DAR20200922_0030,Darwin,130.76805,-12.4,2020-09-22 10:00:00,60.57207,PZ
NRS,DAR20180509,Darwin,130.76805,-12.4,2018-05-10 07:02:00,16.84171,PZ
NRS,DAR20121208_2000,Darwin,130.76805,-12.4,2012-12-09 05:30:00,53.57521,PZ
NRS,DAR20130617_1130,Darwin,130.76805,-12.4,2013-06-17 21:00:00,23.55495,PZ
NRS,DAR20130617_1830,Darwin,130.76805,-12.4,2013-06-18 04:00:00,19.49395,PZ
NRS,DAR20140117_1950,Darwin,130.76805,-12.4,2014-01-18 05:20:00,1.44399,Z
NRS,DAR20180209_0030,Darwin,130.76805,-12.4,2018-02-09 10:00:00,42.65144,PZ
NRS,DAR20170516,Darwin,130.76805,-12.4,2017-05-17 08:47:00,58.26603,PZ
NRS,DAR20170714_2130,Darwin,130.76805,-12.4,2017-07-15 07:00:00,123.14707,PZ
NRS,DAR20160723,Darwin,130.76805,-12.4,2016-07-24 08:00:00,25.98153,PZ
NRS,DAR20150804_0130,Darwin,130.76805,-12.4,2015-08-04 11:00:00,56.86027,Z
NRS,ESP20110512,Esperance,121.85,-33.93333,2011-05-12 10:10:00,14.11383,PZ
NRS,KAI20120215,Kangaroo Island,136.44733,-35.83217,2012-02-15 11:50:00,1.61256,PZ
NRS,KAI20090601,Kangaroo Island,136.44733,-35.83217,2009-06-02 08:00:00,,P
NRS,KAI20110718,Kangaroo Island,136.44733,-35.83217,2011-07-19 09:00:00,0.0106,Z
NRS,KAI20110123,Kangaroo Island,136.44733,-35.83217,2011-01-24 07:40:00,,P
NRS,KAI20110223,Kangaroo Island,136.44733,-35.83217,2011-02-23 10:30:00,0.27583,PZ
NRS,KAI20140313,Kangaroo Island,136.44733,-35.83217,2014-03-13 14:00:00,2.46127,PZ
NRS,KAI20100315,Kangaroo Island,136.44733,-35.83217,2010-03-16 06:00:00,,P
NRS,KAI20140122,Kangaroo Island,136.44733,-35.83217,2014-01-22 15:15:00,40.46962,PZ
NRS,KAI20111026,Kangaroo Island,136.44733,-35.83217,2011-10-26 14:40:00,0.5941,PZ
NRS,KAI20091007,Kangaroo Island,136.44733,-35.83217,2009-10-08 06:00:00,,P
NRS,KAI20151116,Kangaroo Island,136.44733,-35.83217,2015-11-17 09:50:00,6.52097,FPZ
NRS,MAI20091013,Maria Island,148.23333,-42.59667,2009-10-13 11:00:00,10.30836,PZ
NRS,MAI20120820,Maria Island,148.23333,-42.59667,2012-08-20 11:15:00,1.94939,PZ
NRS,MAI20170601,Maria Island,148.23333,-42.59667,2017-06-02 09:00:00,11.73114,FPZ
NRS,MAI20170921,Maria Island,148.23333,-42.59667,2017-09-22 09:15:00,14.25371,PZ
NRS,MAI20191210,Maria Island,148.23333,-42.59667,2019-12-11 09:30:00,9.58106,FPZ
NRS,MAI20201020,Maria Island,148.23333,-42.59667,2020-10-21 10:10:00,22.48626,PZ
NRS,MAI20100120,Maria Island,148.23333,-42.59667,2010-01-21 10:50:00,7.67381,PZ
NRS,MAI20150526,Maria Island,148.23333,-42.59667,2015-05-26 10:35:00,0.70726,FPZ
NRS,MAI20140703,Maria Island,148.23333,-42.59667,2014-07-03 11:30:00,0.70254,PZ
NRS,MAI20110812,Maria Island,148.23333,-42.59667,2011-08-12 10:55:00,0.65421,PZ
NRS,MAI20090506,Maria Island,148.23333,-42.59667,2009-05-06 11:20:00,4.04466,PZ
NRS,MAI20170104,Maria Island,148.23333,-42.59667,2017-01-05 09:45:00,10.92486,FPZ
NRS,MAI20151118,Maria Island,148.23333,-42.59667,2015-11-19 10:45:00,24.51847,FPZ
NRS,MAI20180605,Maria Island,148.23333,-42.59667,2018-06-06 09:30:00,17.10634,PZ
NRS,MAI20141029,Maria Island,148.23333,-42.59667,2014-10-30 09:27:00,11.66984,PZ
NRS,NIN20130509,Ningaloo,113.779,-21.99,2013-05-09 10:20:00,13.16924,PZ
NRS,NIN20110706,Ningaloo,113.779,-21.99,2011-07-06 11:04:00,10.22703,PZ
NRS,NIN20120226,Ningaloo,113.779,-21.99,2012-02-26 09:54:00,26.25362,PZ
NRS,NIN20120509,Ningaloo,113.779,-21.99,2012-05-09 10:50:00,25.84341,PZ
NRS,NSI20090819,North Stradbroke,153.562,-27.345,2009-08-20 08:45:00,52.6847,Z
NRS,NSI20110606,North Stradbroke,153.562,-27.345,2011-06-06 10:00:00,5.58095,PZ
NRS,NSI20110727,North Stradbroke,153.562,-27.345,2011-07-28 09:30:00,6.35251,PZ
NRS,NSI20120620,North Stradbroke,153.562,-27.345,2012-06-20 10:20:00,7.7156,PZ
NRS,NSI20131212,North Stradbroke,153.562,-27.345,2013-12-12 10:20:00,11.07831,PZ
NRS,NSI20161116,North Stradbroke,153.562,-27.345,2016-11-16 10:15:00,13.11009,FPZ
NRS,NSI20180302,North Stradbroke,153.562,-27.345,2018-03-02 10:25:00,10.2939,FPZ
NRS,NSI20181115,North Stradbroke,153.562,-27.345,2018-11-15 10:40:00,15.10007,FPZ
NRS,NSI20190118,North Stradbroke,153.562,-27.345,2019-01-18 10:40:00,15.28396,FPZ
NRS,NSI20190527,North Stradbroke,153.562,-27.345,2019-05-27 10:15:00,13.87522,FPZ
NRS,NSI20130123,North Stradbroke,153.562,-27.345,2013-01-23 10:15:00,11.32264,PZ
NRS,NSI20141223,North Stradbroke,153.562,-27.345,2014-12-23 10:35:00,10.52536,FPZ
NRS,NSI20140901,North Stradbroke,153.562,-27.345,2014-09-01 10:10:00,9.233,PZ
NRS,NSI20160120,North Stradbroke,153.562,-27.345,2016-01-20 10:30:00,10.80827,FPZ
NRS,NSI20130111,North Stradbroke,153.562,-27.345,2013-01-11 10:40:00,14.47318,PZ
NRS,NSI20171023,North Stradbroke,153.562,-27.345,2017-10-23 10:25:00,11.76886,FPZ
NRS,NSI20171219,North Stradbroke,153.562,-27.345,2017-12-19 10:45:00,8.28141,FPZ
NRS,PH420020729,Port Hacking 4,151.21815,-34.11758,2002-07-29 00:00:00,,Z
NRS,PH420021021,Port Hacking 4,151.21815,-34.11758,2002-10-21 00:00:00,,Z
NRS,PH420030530,Port Hacking 4,151.21815,-34.11758,2003-05-30 00:00:00,,Z
NRS,PH420030818,Port Hacking 4,151.21815,-34.11758,2003-08-18 00:00:00,,Z
NRS,PH420031114,Port Hacking 4,151.21815,-34.11758,2003-11-14 00:00:00,,Z
NRS,PH420040823,Port Hacking 4,151.21815,-34.11758,2004-08-23 00:00:00,,Z
NRS,PH420040914,Port Hacking 4,151.21815,-34.11758,2004-09-14 00:00:00,,Z
NRS,PH420041222,Port Hacking 4,151.21815,-34.11758,2004-12-22 00:00:00,,Z
NRS,PH420060614,Port Hacking 4,151.21815,-34.11758,2006-06-14 00:00:00,,Z
NRS,PH420061213,Port Hacking 4,151.21815,-34.11758,2006-12-13 00:00:00,,Z
NRS,PH420080529,Port Hacking 4,151.21815,-34.11758,2008-05-29 00:00:00,,Z
NRS,PH420080620,Port Hacking 4,151.21815,-34.11758,2008-06-20 00:00:00,,Z
NRS,PH420090119,Port Hacking 4,151.21815,-34.11758,2009-01-20 09:00:00,,Z
NRS,PHB20091206,Port Hacking,151.22667,-34.11923,2009-12-07 09:14:00,65.55979,PZ
NRS,PHB20100817,Port Hacking,151.22667,-34.11923,2010-08-18 09:30:00,66.4368,PZ
NRS,PHB20101013,Port Hacking,151.22667,-34.11923,2010-10-14 10:18:00,,P
NRS,PHB20101019,Port Hacking,151.22667,-34.11923,2010-10-20 10:40:00,,P
NRS,PHB20130227,Port Hacking,151.22667,-34.11923,2013-02-28 08:03:00,1.79998,PZ
NRS,PHB20141021,Port Hacking,151.22667,-34.11923,2014-10-22 09:30:00,8.0239,FPZ
NRS,PHB20150630,Port Hacking,151.22667,-34.11923,2015-06-30 11:11:00,2.95636,FPZ
NRS,PHB20150819,Port Hacking,151.22667,-34.11923,2015-08-19 10:03:00,4.91194,FPZ
NRS,PHB20160502,Port Hacking,151.22667,-34.11923,2016-05-03 09:14:00,3.88994,FPZ
NRS,PHB20171024,Port Hacking,151.22667,-34.11923,2017-10-25 09:01:00,8.19718,FPZ
NRS,PHB20180326,Port Hacking,151.22667,-34.11923,2018-03-27 09:40:00,9.32173,FPZ
NRS,PHB20180927,Port Hacking,151.22667,-34.11923,2018-09-27 10:43:00,12.41601,FPZ
NRS,PHB20190408,Port Hacking,151.22667,-34.11923,2019-04-09 08:50:00,11.1005,FPZ
NRS,PHB20191118,Port Hacking,151.22667,-34.11923,2019-11-19 09:15:00,7.86123,FPZ
NRS,PHB20200609,Port Hacking,151.22667,-34.11923,2020-06-10 09:32:00,4.45222,PZ
NRS,PHB20121218,Port Hacking,151.22667,-34.11923,2012-12-19 09:31:00,2.48249,PZ
NRS,PHB20181120,Port Hacking,151.22667,-34.11923,2018-11-21 09:24:00,4.81292,FPZ
NRS,PHB20160229,Port Hacking,151.22667,-34.11923,2016-03-01 09:00:00,11.22427,FPZ
NRS,PHB20140120,Port Hacking,151.22667,-34.11923,2014-01-21 09:43:00,4.40034,PZ
NRS,PHB20200812,Port Hacking,151.22667,-34.11923,2020-08-13 09:55:00,3.38369,PZ
NRS,PHB20160719,Port Hacking,151.22667,-34.11923,2016-07-19 10:19:00,6.17087,FPZ
NRS,ROT20091026,Rottnest Island,115.41667,-32,2009-10-26 09:53:00,11.3555,PZ
NRS,ROT20110622,Rottnest Island,115.41667,-32,2011-06-22 10:00:00,5.90958,PZ
NRS,ROT20110725,Rottnest Island,115.41667,-32,2011-07-25 10:20:00,14.71108,PZ
NRS,ROT20120329,Rottnest Island,115.41667,-32,2012-03-29 10:03:00,18.98609,PZ
NRS,ROT20130321,Rottnest Island,115.41667,-32,2013-03-21 11:34:00,12.08634,Z
NRS,ROT20140624,Rottnest Island,115.41667,-32,2014-06-24 13:16:00,16.49495,PZ
NRS,ROT20190306,Rottnest Island,115.41667,-32,2019-03-06 10:24:00,7.48913,FPZ
NRS,ROT20161024,Rottnest Island,115.41667,-32,2016-10-24 09:35:00,7.74846,FPZ
NRS,ROT20150924,Rottnest Island,115.41667,-32,2015-09-24 10:08:00,5.2416,PZ
NRS,ROT20150319,Rottnest Island,115.41667,-32,2015-03-19 11:47:00,7.34768,PZ
NRS,ROT20210121,Rottnest Island,115.41667,-32,2021-01-21 10:04:00,27.26108,PZ
NRS,ROT20170303,Rottnest Island,115.41667,-32,2017-03-03 10:30:00,14.10283,FPZ
NRS,ROT20190711,Rottnest Island,115.41667,-32,2019-07-11 09:26:00,13.73013,FPZ
NRS,ROT20140902,Rottnest Island,115.41667,-32,2014-09-02 11:55:00,11.26906,PZ
NRS,ROT20161004,Rottnest Island,115.41667,-32,2016-10-04 10:38:00,19.42617,FPZ
NRS,ROT20170331,Rottnest Island,115.41667,-32,2017-03-31 10:24:00,9.1237,FPZ
NRS,ROT20160621,Rottnest Island,115.41667,-32,2016-06-21 09:26:00,26.46737,FPZ
NRS,YON20120402,Yongala,147.61842,-19.30847,2012-04-02 10:44:00,28.03212,PZ
NRS,YON20120424,Yongala,147.61842,-19.30847,2012-04-24 10:50:00,24.04696,PZ
NRS,YON20120604,Yongala,147.61842,-19.30847,2012-06-04 10:30:00,13.60122,PZ
NRS,YON20130220,Yongala,147.61842,-19.30847,2013-02-20 10:42:00,11.95547,PZ
NRS,YON20180425,Yongala,147.61842,-19.30847,2018-04-26 09:48:00,12.19322,PZ
NRS,YON20181213,Yongala,147.61842,-19.30847,2018-12-13 10:30:00,12.27809,PZ
NRS,YON20210209,Yongala,147.61842,-19.30847,2021-02-09 11:46:00,,PZ
NRS,YON20210310,Yongala,147.61842,-19.30847,2021-03-10 10:05:00,,PZ
NRS,YON20150430,Yongala,147.61842,-19.30847,2015-04-30 12:10:00,6.59659,PZ
NRS,YON20150224,Yongala,147.61842,-19.30847,2015-02-24 10:40:00,32.96936,PZ
NRS,YON20190826,Yongala,147.61842,-19.30847,2019-08-26 10:40:00,9.68951,PZ
NRS,YON20140220,Yongala,147.61842,-19.30847,2014-02-20 10:48:00,12.49952,PZ
NRS,YON20160927,Yongala,147.61842,-19.30847,2016-09-27 10:33:00,11.69705,PZ
NRS,YON20110527,Yongala,147.61842,-19.30847,2011-05-27 10:50:00,14.4581,PZ
NRS,YON20200306,Yongala,147.61842,-19.30847,2020-03-06 10:25:00,53.98325,PZ
NRS,YON20170528,Yongala,147.61842,-19.30847,2017-05-29 08:11:00,17.97864,PZ
NRS,YON20200611,Yongala,147.61842,-19.30847,2020-06-12 09:09:00,40.80366,PZ
NRS,YON20200904,Yongala,147.61842,-19.30847,2020-09-04 11:11:00,12.90756,PZ
NWS,NWS_3.2,North West Shelf,120.6191,-18.1717,2015-01-20 00:10:01,,P
NWS,NWS_5.1,North West Shelf,120.6191,-18.1717,2015-01-22 01:16:00,,P
NWS,NWS_9.1,North West Shelf,120.6191,-18.1717,2015-01-22 10:57:00,,P
NWS,NWS_10.2,North West Shelf,120.6191,-18.1717,2015-01-23 00:00:01,,P
NWS,NWS_13.1,North West Shelf,120.6191,-18.1717,2015-01-23 10:00:00,,P
NWS,NWS_16.3,North West Shelf,120.6191,-18.1717,2015-01-24 07:08:00,,P
NWS,NWS_17.2,North West Shelf,120.6191,-18.1717,2015-01-24 10:02:00,,P
IIOE,IIOE20190531,International Indian Ocean Expedition,110,-18.5,2019-05-31 14:50:00,,PZ
IIOE,IIOE20190519,International Indian Ocean Expedition,110,-36.5,2019-05-19 16:10:00,,PZ
IIOE,IIOE20190602,International Indian Ocean Expedition,110,-15.498,2019-06-02 16:25:00,,PZ
IIOE,IIOE20190529,International Indian Ocean Expedition,110,-21.499,2019-05-29 16:30:00,,PZ
IIOE,IIOE20190518,International Indian Ocean Expedition,110,-37.997,2019-05-18 16:48:00,,PZ
IIOE,IIOE20190607,International Indian Ocean Expedition,111.184,-15.284,2019-06-07 18:14:00,,PZ
NRS Ichthyoplankton,NSF20160720,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2016-07-20 10:30:00,,F
NRS Ichthyoplankton,NSF20170117,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2017-01-17 10:30:00,,F
NRS Ichthyoplankton,NSF20180320,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2018-03-20 10:40:00,,F
NRS Ichthyoplankton,NSF20180417,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2018-04-17 10:15:00,,F
NRS Ichthyoplankton,NSF20180530,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2018-05-30 10:20:00,,F
NRS Ichthyoplankton,NSF20180718,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2018-07-18 10:20:00,,F
NRS Ichthyoplankton,PHA20170321,Port Hacking A,151.21667,-34.08333,2017-03-22 09:21:00,,F
NRS Ichthyoplankton,PHA20190121,Port Hacking A,151.21667,-34.08333,2019-01-22 09:43:00,,F
NRS Ichthyoplankton,PHA20191118,Port Hacking A,151.21667,-34.08333,2019-11-19 09:15:00,,F
NRS Ichthyoplankton,ROF20190527,Rottnest Island Ichthyo 34m,115.48333,-31.96666,2019-05-27 09:28:00,,F
