TRIP_CODE,SAMPLEDEPTH_M,REPLICATE,TSS_MG,INORGANICFRACTION_MG,ORGANICFRACTION_MG,VOL_L,TSSFLAG,SECCHIDEPTH_M,SECCHIFLAG
NRSMAI20130424,WC,2,1.9,0.9,1,4,1,15,0
NRSMAI20130214,WC,1,2.1,0.8,1.3,4,1,18,0
NRSMAI20130214,WC,2,1.4,0.7,0.7,4,1,18,0
NRSPHB20121120,WC,1,(null),(null),(null),(null),1,12,0
NRSPHB20121120,WC,2,(null),(null),(null),(null),1,12,0
NRSYON20130131,WC,1,4.4,1.6,2.8,4,1,15,0
NRSYON20130131,WC,2,4.4,1.8,2.6,4,1,15,0
NRSYON20130220,WC,1,5.1,3.6,1.5,4,1,19,0
NRSYON20130220,WC,2,5.5,4.1,1.4,4,1,19,0
NRSYON20130416,WC,1,7.6,5.5,2.1,4,1,11,0
NRSYON20130416,WC,2,7.1,4.9,2.2,4,1,11,0
NRSPHB20130227,WC,1,(null),(null),(null),(null),1,11,0
NRSPHB20130227,WC,2,(null),(null),(null),(null),1,11,0
NRSPHB20121218,WC,1,(null),(null),(null),(null),1,9,0
NRSPHB20121218,WC,2,(null),(null),(null),(null),1,9,0
NRSROT20121219,WC,1,-0.2,-1.5,1.3,4,4,18,1
NRSROT20121219,WC,2,3.5,1.8,1.7,4,1,18,1
NRSESP20130314,WC,1,2.4,1.1,1.3,4,1,21,1
NRSESP20130314,WC,2,2.4,1.3,1.1,4,1,21,1
NRSNSI20131212,WC,1,2.4,1,1.4,2,1,9,1
NRSNSI20131212,WC,2,3.4,2.2,1.2,2,1,9,1
NRSNSI20131212,WC,0,1,0.2,0.8,(null),1,9,1
NRSDAR20140117_21:30,WC,1,(null),(null),(null),0.8,1,0.5,1
NRSDAR20140117_21:30,WC,2,(null),(null),(null),0.8,1,0.5,1
NRSDAR20140118_00:30,WC,1,(null),(null),(null),0.8,1,0.5,1
NRSDAR20140118_00:30,WC,2,(null),(null),(null),0.8,1,0.5,1
NRSDAR20140118_03:30,WC,1,(null),(null),(null),0.7,1,0.5,0
NRSDAR20140118_03:30,WC,2,(null),(null),(null),0.7,1,0.5,0
NRSDAR20140117_19:50,WC,1,(null),(null),(null),(null),1,(null),9
NRSDAR20140117_19:50,WC,2,(null),(null),(null),(null),1,(null),9
NRSYON20131015,WC,1,7.2,4.8,2.4,4,1,14,1
NRSYON20131015,WC,2,6.3,4.3,2,4,1,14,1
NRSYON20131015,WC,0,5.1,3.9,1.2,(null),1,14,1
NRSYON20131114,WC,1,4.4,2.7,1.7,4,1,11,1
NRSYON20131114,WC,2,4.2,2.5,1.7,4,1,11,1
NRSYON20131114,WC,0,2.6,2.2,0.4,(null),1,11,1
NRSYON20131205,WC,1,5.5,3.7,1.8,4,1,15,0
NRSYON20131205,WC,2,4.1,2.7,1.4,4,1,15,0
NRSYON20131205,WC,0,-0.2,-0.5,0.3,(null),1,15,0
NRSYON20140122,WC,1,7.5,5.8,1.7,4,1,13,0
NRSYON20140122,WC,2,7,4.9,2.1,4,1,13,0
NRSYON20140122,WC,0,0.5,0,0.5,(null),1,13,0
NRSYON20140220,WC,1,6.1,4.3,1.8,4,1,10,0
NRSYON20140220,WC,2,8.1,5.7,2.4,4,1,10,0
NRSYON20140220,WC,0,0.4,0,0.4,(null),1,10,0
NRSMAI20130924,WC,1,2.8,1,1.8,4,1,14,1
NRSMAI20130924,WC,2,2.9,1.5,1.4,4,1,14,1
NRSROT20130221,WC,1,2.4,0.9,1.5,4,1,22,0
NRSROT20130221,WC,2,2.1,0.8,1.3,4,1,22,0
NRSPHB20130319,WC,1,(null),(null),(null),(null),1,23.5,0
NRSPHB20130319,WC,2,(null),(null),(null),(null),1,23.5,0
NRSROT20130321,WC,1,2.6,1.1,1.5,4,1,23.5,0
NRSROT20130321,WC,2,2.1,0.9,1.2,4,1,23.5,0
NRSPHB20130422,WC,1,0.7,-0.2,0.9,2,1,17,0
NRSPHB20130422,WC,2,0.9,0,0.9,2,1,17,0
NRSROT20130423,WC,1,2.6,1.3,1.3,4,1,16,0
NRSROT20130423,WC,2,3,1.5,1.5,4,1,16,0
NRSNIN20130509,WC,1,5.1,3.6,1.5,4,1,12,0
NRSNIN20130509,WC,2,4.9,3,1.9,4,1,12,0
NRSPHB20130514,WC,1,0.8,0,0.8,2,1,15,0
NRSPHB20130514,WC,2,0.9,0.1,0.8,2,1,15,0
NRSYON20130515,WC,1,6.6,5.1,1.5,4,2,13,0
NRSYON20130515,WC,2,9.1,7.1,2,4,2,13,0
NRSROT20130517,WC,1,4.3,2.1,2.2,4,1,12,1
NRSMAI20130528,WC,1,4.5,2.8,1.7,4,1,19,0
NRSMAI20130528,WC,2,2.2,1.2,1,4,1,19,0
NRSMAI20130611,WC,1,2.4,1.2,1.2,4,1,21,0
NRSMAI20130611,WC,2,2.3,1.2,1.1,4,1,21,0
NRSYON20130611,WC,1,9,7,2,4,1,11,0
NRSYON20130611,WC,2,8.4,6.3,2.1,4,1,11,0
NRSPHB20130611,WC,1,4.5,3.2,1.3,4,4,17,1
NRSPHB20130611,WC,2,1.8,1.3,0.5,4,1,17,1
NRSDAR20130617_08:00,WC,1,(null),(null),(null),2,1,3.5,1
NRSDAR20130617_08:00,WC,2,(null),(null),(null),2,1,3.5,1
NRSDAR20130617_11:30,WC,1,(null),(null),(null),1.5,1,(null),9
NRSDAR20130617_11:30,WC,2,(null),(null),(null),1.5,1,(null),9
NRSDAR20130617_15:00,WC,1,(null),(null),(null),1.5,1,(null),9
NRSDAR20130617_15:00,WC,2,(null),(null),(null),1.5,1,(null),9
NRSDAR20130617_18:30,WC,1,(null),(null),(null),1.5,1,(null),9
NRSDAR20130617_18:30,WC,2,(null),(null),(null),1.5,1,(null),9
NRSNSI20130706,WC,1,1.7,0.9,0.8,2,1,23,0
NRSNSI20130706,WC,2,1.8,1.3,0.5,2,1,23,0
NRSROT20130712,WC,1,3.2,1.6,1.6,4,1,19,1
NRSROT20130712,WC,2,3,1.8,1.2,4,1,19,1
NRSYON20130719,WC,1,5.6,3.8,1.8,4,1,14,0
NRSYON20130719,WC,2,8.1,6,2.1,4,1,14,0
NRSESP20130725,WC,1,3,1.7,1.3,4,1,14,1
NRSESP20130725,WC,2,2.7,1.4,1.3,4,1,14,1
NRSPHB20130725,WC,1,1.7,0.8,0.9,2,1,13,1
NRSPHB20130725,WC,2,1.3,0.5,0.8,2,1,13,1
NRSNSI20130806,WC,1,1.9,1.1,0.8,2,1,23,0
NRSNSI20130806,WC,2,2.7,1.2,1.5,2,1,23,0
NRSNIN20130806,WC,1,6.1,4.5,1.6,4,1,22,1
NRSNIN20130806,WC,2,8.5,6.5,2,4,1,22,1
NRSMAI20130807,WC,1,2.7,1.4,1.3,4,1,18,0
NRSMAI20130807,WC,2,2.5,1.1,1.4,4,1,18,0
NRSYON20130808,WC,1,4.9,3.6,1.3,4,1,22,0
NRSYON20130808,WC,2,4.1,2.7,1.4,4,1,22,0
NRSNSI20130819,WC,1,1.8,0.6,1.2,2,1,13,0
NRSNSI20130819,WC,2,1.8,0.8,1,2,1,13,0
NRSMAI20130821,WC,1,3.2,1.9,1.3,4,1,17,1
NRSMAI20130821,WC,2,2,1.2,0.8,4,1,17,1
NRSPHB20130826,WC,1,3,1.8,1.2,2,1,17,1
NRSPHB20130826,WC,2,1.1,0.4,0.7,2,1,17,1
NRSKAI20130827,WC,1,10.5,8.2,2.3,2,1,(null),0
NRSKAI20130827,WC,2,10.1,7.4,2.7,2,1,(null),0
NRSYON20130912,WC,1,7.6,3.5,4.1,3,1,11,1
NRSYON20130912,WC,2,6.7,2.7,4,3,1,11,1
NRSNSI20130913,WC,1,(null),(null),(null),2,1,19,0
NRSNSI20130913,WC,2,(null),(null),(null),2,1,19,0
NRSPHB20130915,WC,1,2.3,1.2,1.1,2,1,12,1
NRSPHB20130915,WC,2,2.2,1.1,1.1,2,1,12,1
NRSDAR20130916,WC,1,(null),(null),(null),2,1,5,1
NRSDAR20130916,WC,2,(null),(null),(null),2,1,5,1
NRSROT20131001,WC,1,3,1.6,1.4,4,1,13,1
NRSROT20131001,WC,2,3.1,1.3,1.8,4,1,13,1
NRSNSI20131016,WC,1,2.1,1.3,0.8,2,1,19,1
NRSNSI20131016,WC,2,2.1,1.1,1,2,1,19,1
NRSROT20131017,WC,1,3.2,1.9,1.3,4,1,13,1
NRSROT20131017,WC,2,3.9,2.1,1.8,4,1,13,1
NRSPHB20131020,WC,1,1.1,0.2,0.9,2,1,15,1
NRSPHB20131020,WC,2,2,0.9,1.1,2,1,15,1
NRSPHB20131027,WC,1,0.8,0.2,0.6,1,1,15.5,0
NRSPHB20131027,WC,2,1.2,0.1,1.1,1,1,15.5,0
NRSMAI20131117,WC,1,3.2,1.9,1.3,4,1,17,0
NRSMAI20131117,WC,2,2.9,1.5,1.4,4,1,17,0
NRSNSI20131121,WC,1,2.6,1.7,0.9,2,1,18,1
NRSNSI20131121,WC,2,2.3,1.2,1.1,2,1,18,1
NRSPHB20131202,WC,1,1.2,0.9,0.3,2,1,18,0
NRSPHB20131202,WC,2,1.1,0.2,0.9,2,1,18,0
NRSMAI20131217,WC,1,2.7,1.6,1.1,4,1,16,0
NRSMAI20131217,WC,2,1.5,0.5,1,4,1,16,0
NRSPHB20140120,WC,1,1.1,0.3,0.8,2,1,10,1
NRSPHB20140120,WC,2,2,0.7,1.3,2,1,10,1
NRSMAI20140205,WC,1,2.5,0.3,2.2,4,1,17,0
NRSMAI20140205,WC,2,1.5,0.4,1.1,4,1,17,0
NRSPHB20140211,WC,1,3.9,3.3,(null),2,1,12,1
NRSPHB20140211,WC,2,4.5,(null),(null),2,1,12,1
NRSNSI20140213,WC,1,1,0.6,0.4,2,1,30,1
NRSNSI20140213,WC,2,0.9,0.9,0,2,1,30,1
NRSESP20120309,WC,1,(null),(null),(null),(null),9,14.5,0
NRSNSI20130520,WC,1,(null),(null),(null),2,1,17,0
NRSNSI20130520,WC,2,(null),(null),(null),2,1,17,0
NRSDAR20140702,WC,0,-0.1,-0.6,0.5,(null),1,2,1
NRSKAI20140313,WC,0,2,1,1,(null),1,(null),9
NRSDAR20140906_00:30,WC,0,0.1,-0.5,0.6,(null),1,7,1
NRSKAI20140507,WC,0,0.9,0.5,0.4,(null),1,(null),9
NRSPHB20140515,WC,0,0.2,-0.5,0.7,(null),1,22.5,0
NRSPHB20140612,WC,0,0.6,0.2,0.4,(null),1,15,1
NRSPHB20140716,WC,0,1.6,0.7,0.9,(null),1,20,1
NRSPHB20140824,WC,0,4.3,3.3,1,(null),1,12.5,0
NRSPHB20140911,WC,0,0.1,0.1,0,(null),1,14,1
NRSYON20140501,WC,0,0.2,-0.3,0.5,(null),1,16,1
NRSYON20140527,WC,0,0.3,-0.2,0.5,(null),1,16,1
NRSYON20140624,WC,0,-0.1,0.7,-0.8,(null),1,16,1
NRSYON20140717,WC,0,0,-0.6,0.6,(null),1,16,1
NRSYON20140820,WC,0,0.6,0,0.6,(null),0,14,1
NRSYON20140910,WC,0,0,0,0,(null),1,18,1
NRSKAI20140122,WC,0,1.3,0.7,0.6,(null),1,(null),9
NRSNSI20131016,WC,0,1.5,1,0.5,(null),1,19,1
NRSNSI20131121,WC,0,1.1,0.6,0.5,(null),1,18,1
NRSNSI20140213,WC,0,1.5,1.1,0.4,(null),1,30,1
NRSNSI20140306,WC,0,1.1,0.4,0.7,(null),1,20,1
NRSNSI20140404,WC,0,1.8,2,-0.2,(null),1,30,1
NRSNSI20140507,WC,0,1.4,1,0.4,(null),1,17,1
NRSPHB20140120,WC,0,0,0,0,(null),1,10,1
NRSPHB20140211,WC,0,0.7,0.2,(null),(null),1,12,1
NRSKAI20140713,WC,0,2.3,1.5,0.8,(null),1,(null),9
NRSKAI20120415,WC,0,1.3,0.6,0.7,(null),1,15.5,1
NRSNSI20140901,WC,0,1.7,0.9,0.8,(null),1,26,1
NRSNSI20140917,WC,0,1.3,0.7,0.6,(null),1,18,1
NRSNSI20141020,WC,0,1.1,0.5,0.6,(null),1,22,1
NRSDAR20140906_06:30,WC,0,0,-1.4,1.4,(null),1,5,1
NRSPHB20141021,WC,0,0.3,-0.3,0.6,(null),9,10,0
NRSNSI20130706,WC,0,0,-0.3,0.3,(null),1,23,0
NRSNSI20130806,WC,0,0.5,0,0.5,(null),1,23,0
NRSKAI20130827,WC,0,0.8,0.3,0.5,(null),1,(null),0
NRSNSI20141107,WC,0,1.2,0.7,0.5,(null),1,22,1
NRSDAR20110627,WC,3,(null),(null),(null),2,0,8,1
NRSNSI20141223,WC,0,1,0.7,0.3,(null),1,15,1
NRSNSI20150119,WC,0,0.8,-0.2,1,(null),1,27,1
NRSNSI20140725,WC,0,1.3,0.5,0.8,(null),1,17,1
NRSNSI20140623,WC,0,0.1,-0.5,0.6,(null),1,18,1
NRSDAR20141130,WC,0,0,0.1,-0.1,(null),1,2.5,1
NRSPHB20150121,WC,0,0.2,0.2,0,(null),1,10,1
NRSPHB20141208,WC,0,0,0.4,-0.4,(null),0,16,0
NRSKAI20141029,WC,0,1.8,1.7,0.1,(null),1,(null),9
NRSKAI20141201,WC,0,1.7,0.8,0.9,(null),1,(null),9
NRSPHB20141112,WC,0,0.4,0.4,0,(null),1,16,1
NRSDAR20150202_21:30,WC,0,-0.1,-0.5,0.4,(null),1,2.5,1
NRSDAR20150203_03:30,WC,0,0,-0.6,0.6,(null),1,3,1
NRSDAR20150203_06:30,WC,0,-0.3,0.1,-0.4,(null),1,3,1
NRSDAR20150203_00:30,WC,0,0,0,0,(null),1,3,1
NRSDAR20150316,WC,0,0,0.1,-0.1,(null),1,4,1
NRSROT20150319,WC,1,1.8,0.4,1.4,4,0,20,1
NRSROT20150319,WC,2,2.5,1.2,1.3,4,0,20,1
NRSPHB20150225,WC,0,0.5,-0.2,0.7,(null),1,17,1
NRSNSI20150304,WC,0,0.9,0.5,0.4,(null),1,27,1
NRSNSI20150323,WC,0,0.5,0.2,0.3,(null),0,18,1
NRSNSI20150512,WC,1,6.8,4.6,2.2,2,0,21,1
NRSNSI20150512,WC,2,1.3,0.7,0.6,2,0,21,1
NRSNSI20150512,WC,0,2,0.3,1.3,(null),0,21,1
NRSNSI20150528,WC,1,1.8,1.3,0.5,2,0,19,1
NRSNSI20150528,WC,2,1.6,0.9,0.7,2,0,19,1
NRSNSI20150528,WC,0,0.9,0.5,0.4,(null),0,19,1
NRSYON20141014,WC,0,3.1,2.5,0.6,(null),0,9,1
NRSYON20141120,WC,0,7.4,5.3,2.1,(null),0,12,1
NRSYON20141209,WC,0,3.7,1.8,1.7,(null),0,18,1
NRSDAR20150505,WC,0,(null),(null),(null),(null),0,1.3,1
NRSKAI20150224,WC,0,0.1,0.1,0,(null),0,(null),9
NRSKAI20150408,WC,0,0,-0.4,0.4,(null),0,(null),9
NRSYON20150324,WC,0,1.3,0.5,0.8,(null),0,12,1
NRSYON20150430,WC,1,4.1,2.7,1.4,4,0,13,1
NRSYON20150430,WC,2,4.4,2.6,1.8,4,0,13,1
NRSYON20150430,WC,0,1.3,0.8,0.5,(null),0,13,1
NRSYON20150601,WC,1,5.5,3.8,1.7,4,0,12,1
NRSYON20150601,WC,2,5.1,3.1,2,4,0,12,1
NRSYON20150601,WC,0,0.1,0,0.1,(null),0,12,1
NRSYON20150618,WC,1,7.6,5.8,1.8,4,0,13,1
NRSYON20150618,WC,2,8,5.9,2.1,4,0,13,1
NRSYON20150618,WC,0,4.5,3.3,1.2,(null),0,13,1
NRSNSI20150624,WC,1,2.3,0.5,1.8,2,0,16.5,1
NRSNSI20150624,WC,2,2.2,1.2,1,2,0,16.5,1
NRSNSI20150624,WC,0,0.7,0.2,0.5,(null),0,16.5,1
NRSNSI20111220,WC,0,2.4,2.2,0.2,(null),1,18,1
NRSNSI20120229,WC,0,1.5,0.8,0.7,(null),1,16,1
NRSYON20150224,WC,0,0.7,-0.7,1.4,(null),1,12,1
NRSPHB20130915,WC,0,1.3,0.8,0.5,(null),1,12,1
NRSPHB20130826,WC,0,3,2.1,0.9,(null),1,17,1
NRSROT20150507,WC,1,2.5,0.4,2.1,4,0,18,1
NRSROT20150507,WC,2,2.6,1.1,1.5,4,0,18,1
NRSROT20150701,WC,1,3.2,1.9,1.3,4,0,9.5,1
NRSROT20150701,WC,2,3.2,1.9,1.3,4,0,9.5,1
NRSNSI20150731,WC,1,1.3,0.2,1.1,2,0,26,0
NRSNSI20150731,WC,2,1,0.1,0.9,2,0,26,0
NRSNSI20150731,WC,0,0.9,0.1,0.8,(null),0,26,0
NRSNSI20150817,WC,1,1.3,0.2,1.1,2,0,21,1
NRSNSI20150817,WC,2,1.5,0.4,1.1,2,0,21,1
NRSNSI20150817,WC,0,0.7,0,0.7,(null),0,21,1
NRSNSI20120821,WC,0,1.3,0.5,0.8,(null),1,19,1
NRSNSI20120912,WC,0,1.3,0.9,0.4,(null),1,21,1
NRSNSI20121017,WC,0,1.8,1.3,0.5,(null),1,13,1
NRSNSI20121114,WC,0,1.5,0.9,0.6,(null),1,16.5,1
NRSNSI20130111,WC,0,1.4,0.6,0.8,(null),1,14,1
NRSNSI20130123,WC,0,1.5,0.5,1,(null),1,22,1
NRSNSI20130326,WC,0,1.7,0.6,1.1,(null),1,13,1
NRSNSI20130418,WC,0,2.4,0.7,1.7,(null),1,34,1
NRSNSI20150907,WC,1,1,0.1,0.9,2,0,12,1
NRSNSI20150907,WC,2,1.9,0.5,1.4,2,0,12,1
NRSNSI20150907,WC,0,1.1,0.3,0.8,(null),0,12,1
NRSPHB20150330,WC,1,1.3,0.2,1.1,2,0,24,0
NRSPHB20150330,WC,2,2.1,1.4,0.7,2,0,24,0
NRSPHB20150330,WC,0,0.5,0,0.5,(null),0,24,0
NRSKAI20150629,WC,1,30.9,24.5,6.4,2,0,(null),9
NRSKAI20150629,WC,0,2.6,1.8,0.8,(null),0,(null),9
NRSMAI20151118,WC,1,2.8,1,1.8,4,0,9,0
NRSMAI20151118,WC,2,3.1,1,2.1,4,0,9,0
NRSMAI20150723,WC,1,1.8,0.8,1,4,0,19,0
NRSMAI20150723,WC,2,1.9,1.1,0.8,4,0,19,0
NRSNSI20151027,WC,1,5,2.9,2.1,2,0,20,0
NRSNSI20151027,WC,2,2.4,0.9,1.5,2,0,20,0
NRSNSI20151119,WC,1,3.1,1.3,1.8,2,0,20,0
NRSNSI20151119,WC,2,1.9,0.7,1.2,2,0,20,0
NRSPHB20150723,WC,1,0.9,0,0.9,4,0,16.5,0
NRSPHB20150723,WC,2,1,0.5,0.5,4,0,16.5,0
NRSPHB20150723,WC,0,0.6,0.1,0.5,(null),0,16.5,0
NRSMAI20151001,WC,1,3.8,1.1,2.7,4,0,11,0
NRSMAI20151001,WC,2,4.2,1.6,2.6,4,0,11,0
NRSPHB20150630,WC,1,2.3,1.5,0.8,2,0,17,0
NRSPHB20150630,WC,2,2,1.1,0.9,2,0,17,0
NRSPHB20150630,WC,0,1,0.4,0.6,(null),0,17,0
NRSPHB20150819,WC,1,7.2,5.6,1.6,(null),0,16.5,0
NRSPHB20150819,WC,2,8.1,6.3,1.8,(null),0,16.5,0
NRSPHB20150819,WC,0,4.2,3.3,0.9,(null),0,16.5,0
NRSMAI20150811,WC,1,1.5,0.5,1,4,0,15,0
NRSMAI20150811,WC,2,1.8,0.9,0.9,4,0,15,0
NRSYON20150804,WC,1,6.1,4.8,1.3,4,0,20,0
NRSYON20150804,WC,2,6.4,4.9,1.5,4,0,20,0
NRSYON20150804,WC,0,0.6,0,0.6,(null),0,20,0
NRSYON20150825,WC,1,8.3,6.1,2.2,4,0,16,0
NRSYON20150825,WC,2,6.6,5,1.6,4,0,16,0
NRSYON20150825,WC,0,0.1,0,0.1,(null),0,16,0
NRSROT20150724,WC,1,1.9,0.7,1.2,4,0,24,1
NRSROT20150724,WC,2,2.4,1,1.4,4,0,24,1
NRSKAI20150909,WC,0,3,2.3,0.7,(null),0,(null),9
NRSYON20150923,WC,1,4.4,2.5,1.9,4,0,25,1
NRSYON20150923,WC,2,6.6,5.1,1.5,4,0,25,1
NRSYON20150923,WC,0,0.4,0.1,0.3,(null),0,25,1
NRSYON20151027,WC,1,3.4,2.5,0.9,4,0,12,1
NRSYON20151027,WC,2,4.3,3,1.3,4,0,12,1
NRSYON20151027,WC,0,0.2,0.1,0.1,(null),0,12,1
NRSDAR20150803_19:32,WC,1,26.4,23.1,3.3,1,0,(null),9
NRSDAR20150803_19:32,WC,2,25.3,22.2,3.1,1,0,(null),9
NRSDAR20150803_19:32,WC,0,0.1,-0.1,0.2,(null),0,(null),9
NRSDAR20150803_22:30,WC,1,23.8,20.8,3,0.7,0,2.2,1
NRSDAR20150803_22:30,WC,2,29.3,25.5,3.8,0.7,0,2.2,1
NRSDAR20150803_22:30,WC,0,0.1,-0.1,0.2,(null),0,2.2,1
NRSDAR20150804_01:30,WC,1,35.4,32.5,2.9,0.7,0,1.5,1
NRSDAR20150804_01:30,WC,2,32.6,30.1,2.5,0.7,0,1.5,1
NRSDAR20150804_01:30,WC,0,-0.3,-0.9,0.6,(null),0,1.5,1
NRSDAR20150804_04:30,WC,1,39.7,37.2,2.5,1,0,1.5,9
NRSDAR20150804_04:30,WC,2,41.4,39.2,2.2,1,0,1.5,9
NRSDAR20150804_04:30,WC,0,-0.3,-0.9,0.6,(null),0,1.5,9
NRSDAR20151117,WC,1,8.4,6.3,2.1,1,0,2.5,1
NRSDAR20151117,WC,2,8.8,6.6,2.2,1,0,2.5,1
NRSDAR20151117,WC,0,-0.2,-0.3,0.1,(null),0,2.5,1
NRSKAI20151116,WC,0,2,0.9,1.1,(null),0,(null),9
NRSKAI20100721,WC,0,1.9,1.4,0.5,(null),0,(null),9
NRSYON20140317,WC,0,0.7,0.1,0.6,(null),1,16,0
NRSPHB20130611,WC,0,0.9,0.6,0.3,(null),1,17,1
NRSPHB20131020,WC,0,0.7,0.4,0.3,(null),1,15,1
NRSPHB20150518,WC,1,0.7,0.2,0.5,2,0,11,1
NRSPHB20150518,WC,2,0.8,0.3,0.5,2,0,11,1
NRSPHB20150518,WC,0,0.9,0.1,0.8,(null),0,11,1
NRSYON20120726,WC,0,0.9,-0.5,1.4,(null),1,14,1
NRSYON20151111,WC,1,6.2,4.5,1.7,4,0,15,1
NRSYON20151111,WC,2,6.3,4.6,1.7,4,0,15,1
NRSYON20151111,WC,0,0.3,0.1,0.2,(null),0,15,1
NRSMAI20090421,WC,0,(null),(null),(null),(null),0,15.2,1
NRSPHB20151013,WC,1,0.6,0,0.6,2,0,19,0
NRSPHB20151013,WC,2,1.2,0.1,1.1,2,0,19,0
NRSPHB20151013,WC,0,0.1,-0.1,0.2,(null),0,19,0
NRSPHB20151115,WC,1,2.1,1.3,0.8,2,0,12.5,0
NRSPHB20151115,WC,2,1.9,0.5,1.4,2,0,12.5,0
NRSPHB20151115,WC,0,1.6,0.9,0.7,(null),0,12.5,0
NRSROT20150827,WC,1,(null),(null),(null),4,0,19,1
NRSROT20150827,WC,2,(null),(null),(null),4,0,19,1
NRSROT20150924,WC,1,(null),(null),(null),4,0,19,1
NRSROT20150924,WC,2,(null),(null),(null),(null),0,19,1
NRSROT20151022,WC,1,1.8,0.3,1.5,4,0,17,1
NRSROT20151022,WC,2,2.7,0.9,1.8,4,0,17,1
NRSROT20151215,WC,1,1.4,0.2,1.2,4,0,17.5,1
NRSROT20151215,WC,2,2.8,1.5,1.3,4,0,17.5,1
NRSMAI20151216,WC,1,2.2,0.5,1.7,4,0,11,0
NRSMAI20151216,WC,2,2.4,0.8,1.6,4,0,11,0
NRSNSI20151216,WC,1,1.5,0.1,1.4,2,0,17,1
NRSNSI20151216,WC,2,2.5,0.2,2.3,2,0,17,1
NRSNSI20160120,WC,1,2.5,1.5,1,2,0,28.5,0
NRSNSI20160120,WC,2,1.8,0.9,0.9,2,0,28.5,0
NRSMAI20160209,WC,1,1.4,0.7,0.7,4,0,18,0
NRSMAI20160209,WC,2,1.5,0.5,1,4,0,18,0
NRSMAI20160303,WC,1,2.3,0.6,1.7,4,0,15,0
NRSMAI20160303,WC,2,3.5,1.9,1.6,4,0,15,0
NRSMAI20160321,WC,1,1,0.2,0.8,4,0,23,1
NRSMAI20160321,WC,2,1.5,0.3,1.2,4,0,23,1
NRSMAI20160428,WC,1,1.5,0.9,0.6,3.5,0,12,0
NRSMAI20160428,WC,2,2.1,1,1.1,3.5,0,12,0
NRSNSI20160318,WC,1,1.9,0.9,1,2,0,23,0
NRSNSI20160318,WC,2,1.4,0.1,1.3,2,0,23,0
NRSNSI20160412,WC,1,1.4,0.5,0.9,2,0,16,0
NRSNSI20160412,WC,2,1.5,0.4,1.1,2,0,16,0
NRSMAI20160530,WC,1,3.2,1.7,1.5,4,0,20,0
NRSMAI20160530,WC,2,4.7,1.9,2.8,4,0,20,0
NRSKAI20160223,WC,2,4,2.2,1.8,2,0,(null),9
NRSROT20160223,WC,1,2.9,0.8,2.1,4,0,17,0
NRSROT20160223,WC,2,3.3,2,1.3,4,0,17,0
NRSROT20160324,WC,1,2.2,0.9,1.3,4,0,16,0
NRSROT20160324,WC,2,2.3,1,1.3,4,0,16,0
NRSYON20151203,WC,1,3.4,2.5,0.9,4,0,15,0
NRSYON20151203,WC,2,3.6,2.5,1.1,4,0,15,0
NRSYON20160122,WC,1,7.6,5.2,2.4,4,0,13,0
NRSYON20160122,WC,2,7.9,5.2,2.7,4,0,13,0
NRSYON20160122,WC,0,6.5,4.9,1.6,(null),0,13,0
NRSYON20160215,WC,1,6.2,4.6,1.6,4,0,19,0
NRSYON20160215,WC,2,3.7,2.2,1.5,4,0,19,0
NRSYON20160215,WC,0,0.1,-0.4,0.5,(null),0,19,0
NRSYON20160321,WC,1,19.5,15.3,4.2,4,0,12,0
NRSYON20160321,WC,2,4,3.1,0.9,4,0,12,0
NRSYON20160321,WC,0,0.1,0,0.1,(null),0,12,0
NRSYON20160503,WC,1,5.4,3.8,1.6,4,0,10,0
NRSYON20160503,WC,2,4.5,2.8,1.7,4,0,10,0
NRSYON20160503,WC,0,1.6,0.8,0.8,(null),0,10,0
NRSDAR20160201_2130,WC,1,9.6,6.8,2.8,0.7,0,1.5,0
NRSDAR20160201_2130,WC,2,8.6,6.5,2.1,0.7,0,1.5,0
NRSDAR20160201_2130,WC,0,0.5,0,0.5,(null),0,1.5,0
NRSDAR20160202_0030,WC,1,19.1,16,3.1,0.7,0,2,0
NRSDAR20160202_0030,WC,2,16.5,14.2,2.3,0.7,0,2,0
NRSDAR20160202_0030,WC,0,0,-0.1,0.1,(null),0,2,0
NRSDAR20160202_0330,WC,1,9.6,8.1,1.5,0.7,0,1.5,0
NRSDAR20160202_0330,WC,2,9.3,7.3,2,0.7,0,1.5,0
NRSDAR20160202_0330,WC,0,0.2,0,0.2,(null),0,1.5,0
NRSDAR20160202_0630,WC,1,7.2,5.5,1.7,0.7,0,2,0
NRSDAR20160202_0630,WC,2,7.3,6.4,0.9,0.7,0,2,0
NRSDAR20160202_0630,WC,0,0.5,0.1,0.4,(null),0,2,0
NRSKAI20160525,WC,0,1.7,1.2,0.5,(null),0,11.5,0
NRSPHB20160201,WC,1,9.8,7.8,2,2,0,16,0
NRSPHB20160201,WC,2,8.3,6.8,1.4,2,0,16,0
NRSPHB20160201,WC,0,9.6,8.9,0.7,(null),0,16,0
NRSPHB20160229,WC,1,1,0.4,0.6,2,0,13,0
NRSPHB20160229,WC,2,1.7,0.8,0.9,2,0,13,0
NRSPHB20160229,WC,0,0,0,0,(null),0,13,0
NRSPHB20160407,WC,1,0.8,0,0.8,2,0,14.5,0
NRSPHB20160407,WC,2,1.3,1.1,0.2,2,0,14.5,0
NRSPHB20160407,WC,0,0.4,0.1,0.3,(null),0,14.5,0
