TRIP_CODE,SAMPLEDEPTH_M,REPLICATE,TSS_MG,INORGANICFRACTION_MG,ORGANICFRACTION_MG,VOL_L,TSSFLAG,SECCHIDEPTH_M,SECCHIFLAG
NRSKAI20191127,0,2,2,1.2,0.8,2,0,(null),9
NRSKAI20191127,0,3,2.4,2,0.4,2,0,(null),9
NRSKAI20191127,0,0,0.8,0.3,0.5,(null),0,(null),9
NRSKAI20200204,0,1,3.7,2.4,1.3,2,0,(null),9
NRSKAI20200204,0,2,4.4,2.2,2.2,2,0,(null),9
NRSKAI20200204,0,3,5.6,3.3,2.3,2,0,(null),9
NRSKAI20200204,0,0,24.6,19.6,5,(null),0,(null),9
NRSMAI20200106,0,1,1.6,0.2,1.4,4,0,14,0
NRSMAI20200106,0,2,1.4,0.2,1.2,4,0,14,0
NRSMAI20200106,0,3,2.2,0.3,1.9,4,0,14,0
NRSMAI20200106,0,0,0.7,0.4,0.3,(null),0,14,0
NRSMAI20200106,0,0,0.6,0.1,0.5,(null),0,14,0
NRSMAI20200106,0,0,0.5,0.1,0.4,(null),0,14,0
NRSMAI20200223,0,1,0.7,0.1,0.6,4,0,20,0
NRSMAI20200223,0,2,1.3,0.2,1.1,4,0,20,0
NRSMAI20200223,0,3,1.8,0.4,1.4,4,0,20,0
NRSMAI20200223,0,0,1.6,1,0.6,(null),0,20,0
NRSMAI20200223,0,0,0.6,0.1,0.5,(null),0,20,0
NRSMAI20200223,0,0,0.5,0.2,0.3,(null),0,20,0
NRSMAI20200526,0,1,1.6,0.5,1.1,4,0,19,0
NRSMAI20200526,0,2,0.8,0.1,0.7,4,0,19,0
NRSMAI20200526,0,3,0.6,0.2,0.4,4,0,19,0
NRSMAI20200526,0,0,0.7,0,0.7,(null),0,19,0
NRSNIN20110706,WC,0,-0.3,-0.8,0.5,(null),1,15.5,0
NRSNIN20111107,WC,0,0.1,-0.2,0.3,(null),1,18,0
NRSNIN20110209,WC,0,1.9,1.1,0.8,(null),1,12.5,0
NRSNIN20101108,WC,0,2.4,1.3,1.1,(null),1,14,0
NRSNIN20110501,WC,0,-0.6,-1.3,0.7,(null),1,9,0
NRSESP20110120,WC,0,1.9,1.3,0.6,(null),1,15,0
NRSESP20110512,WC,0,0.2,-0.2,0.4,(null),1,12,0
NRSESP20110818,WC,0,-0.1,-0.5,0.4,(null),1,11,0
NRSYON20091123,WC,0,3.5,1.5,2,(null),1,14,0
NRSYON20091215,WC,0,0.5,0.6,-0.1,(null),1,11,0
NRSYON20100119,WC,0,21,3.6,17.4,(null),1,14,0
NRSYON20100224,WC,0,0.9,0.5,0.4,(null),1,16,0
NRSYON20100413,WC,0,10.9,3.9,7,(null),1,13,0
NRSYON20100909,WC,0,20.2,17.6,2.6,(null),1,13,0
NRSYON20100729,WC,0,7.1,6.4,0.7,(null),1,20,0
NRSYON20100521,WC,0,0.3,-0.3,0.6,(null),1,11,0
NRSYON20101101,WC,0,0.4,0.1,0.3,(null),1,15,0
NRSYON20101208,WC,0,0,-0.1,0.1,(null),1,17.5,0
NRSYON20110118,WC,0,2.9,2.1,0.8,(null),1,15,0
NRSYON20110323,WC,0,0.9,0.5,0.4,(null),1,5.5,0
NRSYON20110217,WC,0,2.2,1.7,0.5,(null),1,10,0
NRSYON20100817,WC,0,6.8,5.5,1.3,(null),1,17,0
NRSYON20111213,WC,0,0.6,0.2,0.4,(null),1,5.5,0
NRSYON20110414,WC,0,0.3,0.3,0,(null),1,16,0
NRSYON20110527,WC,0,0.5,0.2,0.3,(null),1,13,0
NRSYON20120112,WC,0,4.9,4.5,0.4,(null),1,9.5,0
NRSYON20110720,WC,0,0.7,0.4,0.3,(null),1,18,0
NRSYON20111027,WC,0,0,-0.7,0.7,(null),1,21,0
NRSYON20120402,WC,0,4,3.1,0.9,(null),1,14,0
NRSYON20120424,WC,0,0.4,-0.2,0.6,(null),1,17,0
NRSYON20120604,WC,0,0.4,-0.5,0.9,(null),1,15,0
NRSYON20120615,WC,0,5.5,4.4,1.1,(null),0,20,0
NRSYON20120816,WC,0,1.2,0.4,0.8,(null),1,18,0
NRSYON20120918,WC,0,3.3,2.2,1.1,(null),1,21,0
NRSYON20121219,WC,0,-0.1,-1.8,1.7,(null),1,18,0
NRSYON20130131,WC,0,1,-0.7,1.7,(null),1,15,0
NRSYON20130220,WC,0,1.8,1.2,0.6,(null),1,19,0
NRSYON20130416,WC,0,0.6,0,0.6,(null),1,11,0
NRSYON20130515,WC,0,0.5,-0.1,0.6,(null),2,13,0
NRSYON20130611,WC,0,0,-0.2,0.2,(null),1,11,0
NRSYON20121129,WC,0,0.8,-0.9,1.7,(null),1,16,0
NRSYON20121026,WC,0,6.2,4.5,1.7,(null),1,20,0
NRSYON20130719,WC,0,0,-0.4,0.4,(null),1,14,0
NRSYON20130808,WC,0,0.8,0.5,0.3,(null),1,22,0
NRSROT20100617,WC,0,2.2,1.6,0.6,(null),1,15.5,0
NRSROT20100416,WC,0,5.4,3.9,1.5,(null),1,17.3,0
NRSROT20100924,WC,0,2.6,2.3,0.3,(null),1,22,0
NRSROT20101124,WC,0,2.1,2,0.1,(null),1,17.2,0
NRSROT20100723,WC,0,2,1,1,(null),1,19.5,0
NRSROT20110923,WC,0,0.3,0,0.3,(null),1,21.5,0
NRSROT20100315,WC,0,2.2,1.3,0.9,(null),1,18.2,0
NRSROT20110826,WC,0,0.1,-0.4,0.5,(null),1,12.5,0
NRSROT20110527,WC,0,-0.3,-0.8,0.5,(null),1,13.5,0
NRSROT20110324,WC,0,-0.8,-1.3,0.5,(null),1,13.5,0
NRSROT20101215,WC,0,2.2,1.4,0.8,(null),1,20.5,0
NRSROT20110125,WC,0,2.5,1.6,0.9,(null),1,15.5,0
NRSROT20091026,WC,0,1.6,1.3,0.3,(null),1,15,0
NRSROT20100820,WC,0,2.2,2.1,0.1,(null),1,20,0
NRSROT20111020,WC,0,0.8,0.4,0.4,(null),1,17,0
NRSROT20110725,WC,0,0.7,0.2,0.5,(null),1,14,0
NRSROT20100520,WC,0,2.4,1.4,1,(null),1,17,0
NRSROT20110224,WC,0,0.8,0.2,0.6,(null),1,18,0
NRSROT20110622,WC,0,1,0.4,0.6,(null),1,12,0
NRSPHB20130422,WC,0,1.2,0.6,0.6,(null),1,17,0
NRSPHB20130514,WC,0,0.1,-0.5,0.6,(null),1,15,0
NRSPHB20131027,WC,0,0.2,-0.3,0.5,(null),1,15.5,0
NRSPHB20131202,WC,0,0.1,0.3,-0.2,(null),1,18,0
NRSPHB20160502,WC,0,0.6,0,0.6,(null),0,14,0
NRSNSI20100214,WC,0,0.7,0.5,0.2,(null),1,25,0
NRSNSI20100411,WC,0,0.7,0.4,0.3,(null),1,19,0
NRSNSI20091215,WC,0,0.8,0.2,0.6,(null),9,13.5,0
NRSNSI20100322,WC,0,1.7,1.4,0.3,(null),1,18,0
NRSNSI20111013,WC,0,0.7,0.3,0.4,(null),4,21,0
NRSNSI20100618,WC,0,1.8,1.2,0.6,(null),1,12.5,0
NRSNSI20110412,WC,0,1.4,0.9,0.5,(null),1,27,0
NRSNSI20110727,WC,0,2.9,2.2,0.7,(null),1,17,0
NRSNSI20100711,WC,0,1.4,1.1,0.3,(null),1,18,0
NRSNSI20120213,WC,0,1.6,1.3,0.3,(null),1,19,0
NRSNSI20091101,WC,0,4.6,3.5,1.1,(null),9,21,0
NRSNSI20100121,WC,0,1.8,1.5,0.3,(null),1,29,1
NRSNSI20110816,WC,0,1.8,1.5,0.3,(null),1,23,0
NRSNSI20110623,WC,0,2.2,1.5,0.7,(null),1,17,0
NRSNSI20111116,WC,0,0.8,1,-0.2,(null),1,12,0
NRSNSI20091021,WC,0,0.9,0.2,0.7,(null),9,20,0
NRSNSI20101215,WC,0,1.3,0.8,0.5,(null),1,21,0
NRSNSI20110119,WC,0,1.3,0.9,0.4,(null),1,12,0
NRSNSI20101115,WC,0,1.5,1.3,0.2,(null),1,16,0
NRSNSI20100520,WC,0,0.6,0.2,0.4,(null),1,16,0
NRSNSI20100817,WC,0,1.5,1.2,0.3,(null),1,20,0
NRSNSI20100916,WC,0,1.4,1.1,0.3,(null),1,13.5,0
NRSNSI20110220,WC,0,1.3,0.8,0.5,(null),1,23,0
NRSNSI20110323,WC,0,0.9,0.6,0.3,(null),1,27,0
NRSNSI20110606,WC,0,0.8,0.4,0.4,(null),1,22,0
NRSNSI20120620,WC,0,0.9,0.6,0.3,(null),1,12,0
NRSNSI20120806,WC,0,1.6,1,0.6,(null),1,22,0
NRSKAI20110427,WC,0,0.5,(null),(null),(null),0,(null),0
NRSKAI20120116,WC,0,1.2,0.7,0.5,(null),1,(null),0
NRSKAI20100419,WC,0,2.1,1.8,0.3,(null),0,(null),0
NRSKAI20110319,WC,0,2.4,1.5,0.9,(null),0,(null),0
NRSKAI20110718,WC,0,2.6,2.4,0.2,(null),0,13.5,0
NRSKAI20101213,WC,0,1.9,1.6,0.3,(null),0,(null),0
NRSKAI20120215,WC,0,2,1.1,0.9,(null),1,15.5,0
NRSKAI20101120,WC,0,33.3,27.9,5.4,(null),0,(null),0
NRSKAI20090601,WC,0,2.3,2.1,0.2,(null),0,13.2,0
NRSKAI20111219,WC,0,25.5,21.4,4.3,(null),4,(null),0
NRSKAI20091215,WC,0,2.7,1.7,1,(null),0,(null),0
NRSKAI20091115,WC,0,4.3,4,0.3,(null),0,(null),0
NRSKAI20110123,WC,0,5,4.1,0.9,(null),0,(null),0
NRSKAI20110223,WC,0,2.6,2.4,0.2,(null),0,(null),0
NRSKAI20111026,WC,0,0.7,0.4,0.3,(null),0,(null),9
NRSKAI20111115,WC,0,0.5,0.3,0.2,(null),0,(null),0
NRSMAI20120412,WC,0,-0.1,-0.5,0.4,(null),1,12,0
NRSMAI20110812,WC,0,0,-0.5,0.5,(null),1,21,0
NRSMAI20110531,WC,0,-1.1,-1.3,0.2,(null),1,16,0
NRSMAI20100527,WC,0,-0.5,-0.6,0.1,(null),1,26,0
NRSMAI20100722,WC,0,-0.5,-0.5,0,(null),1,22,0
NRSMAI20120524,WC,0,0,-0.4,0.4,(null),1,16,0
NRSMAI20111005,WC,0,-0.6,-0.7,0.1,(null),1,10,0
NRSMAI20100615,WC,0,-0.4,-0.5,0.1,(null),1,21,0
NRSMAI20101214,WC,0,-0.2,-0.4,0.2,(null),1,11,0
NRSMAI20120222,WC,0,-0.7,-1.1,0.4,(null),1,15,0
NRSMAI20120326,WC,0,-2.9,-3.4,0.5,(null),1,22,0
NRSMAI20111214,WC,0,-0.1,-0.2,0.1,(null),1,9,0
NRSMAI20111026,WC,0,-0.1,-0.2,0.1,(null),1,13,0
NRSMAI20100505,WC,0,-0.4,-0.7,0.3,(null),1,36,0
NRSMAI20120119,WC,0,-0.1,-0.4,0.3,(null),1,15,0
NRSMAI20110223,WC,0,-0.4,0.3,-0.7,(null),1,23,0
NRSMAI20101001,WC,0,-0.3,-0.7,0.4,(null),1,16,0
NRSMAI20101027,WC,0,-0.1,-0.8,0.7,(null),1,13,0
NRSMAI20110407,WC,0,-0.1,-0.7,0.6,(null),1,17,0
NRSMAI20110725,WC,0,-0.2,-0.8,0.6,(null),1,13,0
NRSMAI20120621,WC,0,-0.9,-2.5,1.6,(null),1,16,0
NRSMAI20120724,WC,0,-0.4,-0.6,0.2,(null),1,19,0
NRSMAI20180605,0,0,(null),(null),(null),(null),9,19,0
NRSKAI20171129,0,0,(null),(null),(null),(null),0,(null),9
NRSKAI20161118,(null),1,(null),(null),(null),(null),0,0,0
NRSNSI20201116,(null),3,(null),(null),(null),(null),0,19,0
NRSNSI20190723,(null),1,(null),(null),(null),(null),0,17,0
NRSROT20161024,(null),1,(null),(null),(null),(null),0,17.5,1
NRSPHB20200922,(null),1,(null),(null),(null),(null),0,11,0
NRSROT20131122,(null),0,(null),(null),(null),(null),0,15,1
NRSYON20170220,(null),2,(null),(null),(null),(null),0,11.5,0
NRSKAI20151116,(null),1,(null),(null),(null),(null),0,(null),9
NRSYON20190703,(null),2,(null),(null),(null),(null),0,9,1
NRSYON20191202,(null),0,(null),(null),(null),(null),0,14,0
NRSNSI20141223,(null),2,(null),(null),(null),(null),0,15,1
NRSMAI20150421,(null),2,(null),(null),(null),(null),0,19,1
NRSROT20180125,(null),0,(null),(null),(null),(null),0,15.5,0
NRSDAR20190723_0330,(null),3,(null),(null),(null),(null),0,3.2,0
NRSNSI20140725,(null),2,(null),(null),(null),(null),0,17,1
NRSYON20150324,(null),2,(null),(null),(null),(null),0,12,1
NRSMAI20150224,(null),2,(null),(null),(null),(null),0,17,1
NRSKAI20180820,(null),1,(null),(null),(null),(null),0,(null),9
NRSYON20171130,(null),3,(null),(null),(null),(null),0,14,0
NRSPHB20190827,(null),3,(null),(null),(null),(null),0,15,0
NRSMAI20190106,(null),3,(null),(null),(null),(null),0,22,0
NRSNSI20180320,(null),0,(null),(null),(null),(null),0,27,0
NRSKAI20170315,(null),1,(null),(null),(null),(null),0,0,9
NRSNSI20140623,(null),1,(null),(null),(null),(null),0,18,1
NRSROT20200825,(null),1,(null),(null),(null),(null),0,20.5,0
NRSYON20180329,(null),3,(null),(null),(null),(null),0,12,0
NRSDAR20130617_11:30,(null),0,(null),(null),(null),(null),0,(null),9
NRSNSI20200817,(null),2,(null),(null),(null),(null),0,21.5,0
NRSROT20140519,(null),2,(null),(null),(null),(null),0,10,1
NRSDAR20160724_0730,(null),1,(null),(null),(null),(null),0,2.5,0
NRSROT20141014,(null),2,(null),(null),(null),(null),0,20,1
NRSKAI20201123,(null),0,(null),(null),(null),(null),0,(null),9
NRSROT20191126,(null),1,(null),(null),(null),(null),0,21.5,0
NRSNSI20140623,(null),2,(null),(null),(null),(null),0,18,1
NRSPHB20200609,(null),2,(null),(null),(null),(null),0,12,0
NRSNSI20190916,(null),0,(null),(null),(null),(null),0,16,0
NRSROT20160527,(null),1,(null),(null),(null),(null),0,8.5,0
NRSDAR20180209_0030,(null),0,(null),(null),(null),(null),0,2.7,0
NRSDAR20180208_2130,(null),1,(null),(null),(null),(null),0,2.5,0
NRSDAR20140117_21:30,(null),0,(null),(null),(null),(null),0,0.5,1
NRSPHB20170921,(null),3,(null),(null),(null),(null),0,14.5,0
NRSYON20200422,(null),0,(null),(null),(null),(null),0,17,0
NRSYON20160927,(null),2,(null),(null),(null),(null),0,11,0
NRSNSI20160920,(null),2,(null),(null),(null),(null),0,19,0
NRSPHB20141021,(null),1,(null),(null),(null),(null),0,10,0
NRSYON20200710,(null),0,(null),(null),(null),(null),0,16,0
NRSYON20191009,(null),1,(null),(null),(null),(null),0,14,0
NRSNSI20191024,(null),1,(null),(null),(null),(null),0,21,0
NRSPHB20191216,(null),1,(null),(null),(null),(null),0,11,0
NRSYON20200710,(null),2,(null),(null),(null),(null),0,16,0
NRSDAR20200922_0630,(null),2,(null),(null),(null),(null),0,1,0
NRSPHB20140427,(null),2,(null),(null),(null),(null),0,16,1
NRSYON20200212,(null),1,(null),(null),(null),(null),0,17,0
NRSMAI20140619,(null),1,(null),(null),(null),(null),0,18,1
NRSKAI20180820,(null),3,(null),(null),(null),(null),0,(null),9
NRSYON20200422,(null),1,(null),(null),(null),(null),0,17,0
NRSMAI20160720,(null),1,(null),(null),(null),(null),0,14,0
NRSYON20170816,(null),2,(null),(null),(null),(null),0,18,0
NRSKAI20200527,(null),2,(null),(null),(null),(null),0,(null),9
NRSYON20170120,(null),2,(null),(null),(null),(null),0,18,0
NRSYON20180425,(null),1,(null),(null),(null),(null),0,19,0
NRSYON20191009,(null),3,(null),(null),(null),(null),0,14,0
NRSYON20160725,(null),1,(null),(null),(null),(null),0,13,1
NRSNSI20180320,(null),1,(null),(null),(null),(null),0,27,0
NRSYON20190808,(null),0,(null),(null),(null),(null),0,21,0
NRSROT20130423,(null),0,(null),(null),(null),(null),0,16,0
NRSYON20141014,(null),1,(null),(null),(null),(null),0,9,1
NRSMAI20200928,(null),0,(null),(null),(null),(null),0,16,1
NRSROT20160502,(null),2,(null),(null),(null),(null),0,16,0
NRSROT20160502,(null),1,(null),(null),(null),(null),0,16,0
NRSYON20171215,(null),1,(null),(null),(null),(null),0,13,0
NRSROT20200710,(null),3,(null),(null),(null),(null),0,13,0
NRSKAI20180515,(null),0,(null),(null),(null),(null),0,(null),9
NRSYON20161012,(null),2,(null),(null),(null),(null),0,17,0
NRSPHB20171211,(null),0,(null),(null),(null),(null),0,19,0
NRSMAI20140318,(null),1,(null),(null),(null),(null),0,14,1
NRSPHB20200812,(null),2,(null),(null),(null),(null),0,5,0
NRSNSI20140404,(null),1,(null),(null),(null),(null),0,30,1
NRSNSI20150304,(null),2,(null),(null),(null),(null),0,27,1
NRSMAI20170223,(null),2,(null),(null),(null),(null),0,13,0
NRSYON20200306,(null),3,(null),(null),(null),(null),0,16,0
NRSROT20191104,(null),3,(null),(null),(null),(null),0,15,0
NRSDAR20180208_2130,(null),3,(null),(null),(null),(null),0,2.5,0
NRSMAI20141208,(null),0,(null),(null),(null),(null),0,13,1
NRSROT20170914,(null),1,(null),(null),(null),(null),0,12,0
NRSROT20190711,(null),1,(null),(null),(null),(null),0,13,1
NRSNSI20140306,(null),2,(null),(null),(null),(null),0,20,1
NRSMAI20180627,(null),2,(null),(null),(null),(null),0,24,0
NRSKAI20140313,(null),2,(null),(null),(null),(null),0,(null),9
NRSPHB20160926,(null),2,(null),(null),(null),(null),0,16,0
NRSNSI20130913,(null),0,(null),(null),(null),(null),0,19,0
NRSPHB20160615,(null),2,(null),(null),(null),(null),0,17,0
NRSYON20170906,(null),0,(null),(null),(null),(null),0,12,0
NRSPHB20200831,(null),2,(null),(null),(null),(null),0,11,0
NRSKAI20141201,(null),1,(null),(null),(null),(null),0,(null),9
NRSYON20180220,(null),2,(null),(null),(null),(null),0,11,0
NRSKAI20200527,(null),3,(null),(null),(null),(null),0,(null),9
NRSROT20171123,(null),0,(null),(null),(null),(null),0,14,0
NRSYON20200116,(null),2,(null),(null),(null),(null),0,11,0
NRSMAI20181204,(null),1,(null),(null),(null),(null),0,13,0
NRSROT20200605,(null),2,(null),(null),(null),(null),0,12.5,0
NRSMAI20201020,(null),0,(null),(null),(null),(null),0,10,0
NRSDAR20200204_0630,(null),0,(null),(null),(null),(null),0,2,0
NRSDAR20171009,(null),2,(null),(null),(null),(null),0,1.5,0
NRSROT20130321,(null),0,(null),(null),(null),(null),0,23.5,0
NRSNSI20161215,(null),1,(null),(null),(null),(null),0,15,0
NRSROT20131218,(null),0,(null),(null),(null),(null),0,17,1
NRSKAI20141201,(null),2,(null),(null),(null),(null),0,(null),9
NRSDAR20130405,(null),0,(null),(null),(null),(null),0,4.5,1
NRSDAR20140403,(null),2,(null),(null),(null),(null),0,4,1
NRSPHB20200922,(null),3,(null),(null),(null),(null),0,11,0
NRSNSI20200817,(null),3,(null),(null),(null),(null),0,21.5,0
NRSNSI20190618,(null),2,(null),(null),(null),(null),0,17.5,0
NRSPHB20200922,(null),2,(null),(null),(null),(null),0,11,0
NRSNSI20200228,(null),1,(null),(null),(null),(null),0,22,0
NRSMAI20140915,(null),2,(null),(null),(null),(null),0,17,1
NRSPHB20140824,(null),2,(null),(null),(null),(null),0,12.5,0
NRSNSI20141020,(null),1,(null),(null),(null),(null),0,22,1
NRSROT20161214,(null),2,(null),(null),(null),(null),0,26,0
NRSROT20140319,(null),0,(null),(null),(null),(null),0,24,1
NRSNSI20191220,(null),0,(null),(null),(null),(null),0,17,0
NRSPHB20140317,(null),1,(null),(null),(null),(null),0,19.5,1
NRSPHB20200630,(null),2,(null),(null),(null),(null),0,13,0
NRSMAI20140703,(null),2,(null),(null),(null),(null),0,19,1
NRSROT20141119,(null),0,(null),(null),(null),(null),0,17,1
NRSPHB20140716,(null),1,(null),(null),(null),(null),0,20,1
NRSYON20171130,(null),1,(null),(null),(null),(null),0,14,0
NRSPHB20190923,(null),2,(null),(null),(null),(null),0,19,0
NRSMAI20181204,(null),2,(null),(null),(null),(null),0,13,0
NRSROT20190621,(null),3,(null),(null),(null),(null),0,16.5,0
NRSNSI20191024,(null),2,(null),(null),(null),(null),0,21,0
NRSNSI20161116,(null),2,(null),(null),(null),(null),0,29,0
NRSMAI20200628,(null),3,(null),(null),(null),(null),0,18,0
NRSROT20200605,(null),1,(null),(null),(null),(null),0,12.5,0
NRSPHB20140515,(null),1,(null),(null),(null),(null),0,22.5,0
NRSKAI20150224,(null),1,(null),(null),(null),(null),0,(null),9
NRSYON20170120,(null),1,(null),(null),(null),(null),0,18,0
NRSDAR20120729_19:30,(null),0,(null),(null),(null),(null),0,(null),9
NRSYON20201026,(null),1,(null),(null),(null),(null),0,11,0
NRSYON20140624,(null),2,(null),(null),(null),(null),0,16,1
NRSYON20171025,(null),1,(null),(null),(null),(null),0,13,1
NRSPHB20140824,(null),1,(null),(null),(null),(null),0,12.5,0
NRSPHB20160926,(null),1,(null),(null),(null),(null),0,16,0
NRSKAI20201123,(null),1,(null),(null),(null),(null),0,(null),9
NRSROT20191218,(null),3,(null),(null),(null),(null),0,26,0
NRSPHB20180123,(null),1,(null),(null),(null),(null),0,15,0
NRSROT20200730,(null),1,(null),(null),(null),(null),0,20,0
NRSKAI20140713,(null),2,(null),(null),(null),(null),0,(null),9
NRSYON20141014,(null),2,(null),(null),(null),(null),0,9,1
NRSMAI20181018,(null),2,(null),(null),(null),(null),0,13,0
NRSNSI20201022,(null),2,(null),(null),(null),(null),0,14,0
NRSMAI20170323,(null),1,(null),(null),(null),(null),0,19,0
NRSNSI20150119,(null),1,(null),(null),(null),(null),0,27,1
NRSYON20200611,(null),1,(null),(null),(null),(null),0,14,0
NRSYON20140624,(null),1,(null),(null),(null),(null),0,16,1
NRSROT20171214,(null),1,(null),(null),(null),(null),0,19,0
NRSROT20191011,(null),2,(null),(null),(null),(null),0,19,0
NRSROT20190621,(null),2,(null),(null),(null),(null),0,16.5,0
NRSYON20200422,(null),2,(null),(null),(null),(null),0,17,0
NRSPHB20191028,(null),3,(null),(null),(null),(null),0,14,0
NRSYON20140717,(null),2,(null),(null),(null),(null),0,16,1
NRSYON20200306,(null),2,(null),(null),(null),(null),0,16,0
NRSYON20161012,(null),1,(null),(null),(null),(null),0,17,0
NRSPHB20190729,(null),0,(null),(null),(null),(null),0,14,0
NRSPHB20140317,(null),0,(null),(null),(null),(null),0,19.5,1
NRSNSI20180123,(null),0,(null),(null),(null),(null),0,32,0
NRSMAI20150312,(null),1,(null),(null),(null),(null),0,15,1
NRSYON20200212,(null),0,(null),(null),(null),(null),0,17,0
NRSPHB20140911,(null),2,(null),(null),(null),(null),0,14,1
NRSMAI20150224,(null),1,(null),(null),(null),(null),0,17,1
NRSPHB20180326,(null),1,(null),(null),(null),(null),0,12,0
NRSROT20190819,(null),3,(null),(null),(null),(null),0,23,1
NRSYON20150119,(null),0,(null),(null),(null),(null),0,15,1
NRSROT20150924,(null),0,(null),(null),(null),(null),0,19,1
NRSYON20190917,(null),1,(null),(null),(null),(null),0,17,0
NRSROT20200605,(null),0,(null),(null),(null),(null),0,12.5,0
NRSNSI20200917,(null),0,(null),(null),(null),(null),0,29,0
NRSDAR20180209_0030,(null),2,(null),(null),(null),(null),0,2.7,0
NRSROT20141014,(null),0,(null),(null),(null),(null),0,20,1
NRSPHB20150121,(null),2,(null),(null),(null),(null),0,10,1
NRSNSI20150323,(null),1,(null),(null),(null),(null),0,18,1
NRSNSI20140917,(null),1,(null),(null),(null),(null),0,18,1
NRSROT20150224,(null),0,(null),(null),(null),(null),0,21,1
NRSKAI20160915,(null),2,(null),(null),(null),(null),0,(null),9
NRSROT20180328,(null),0,(null),(null),(null),(null),0,17,0
NRSMAI20201020,(null),1,(null),(null),(null),(null),0,10,0
NRSYON20200422,(null),3,(null),(null),(null),(null),0,17,0
NRSYON20140501,(null),1,(null),(null),(null),(null),0,16,1
NRSROT20171103,(null),0,(null),(null),(null),(null),0,19,0
NRSNSI20150119,(null),2,(null),(null),(null),(null),0,27,1
NRSROT20200304,(null),1,(null),(null),(null),(null),0,18.5,0
NRSMAI20141029,(null),2,(null),(null),(null),(null),0,18,1
NRSROT20190221,(null),1,(null),(null),(null),(null),0,15,0
NRSKAI20180820,(null),0,(null),(null),(null),(null),0,(null),9
NRSNSI20190821,(null),1,(null),(null),(null),(null),0,16,0
NRSDAR20200810,(null),0,(null),(null),(null),(null),0,3.5,0
NRSROT20201106,(null),2,(null),(null),(null),(null),0,16,0
NRSNSI20140917,(null),2,(null),(null),(null),(null),0,18,1
NRSDAR20190723_0330,(null),0,(null),(null),(null),(null),0,3.2,0
NRSDAR20140906_00:30,(null),2,(null),(null),(null),(null),0,7,1
NRSDAR20140118_03:30,(null),0,(null),(null),(null),(null),0,0.5,0
NRSMAI20130821,(null),0,(null),(null),(null),(null),0,17,1
NRSNSI20160623,(null),2,(null),(null),(null),(null),0,15,0
NRSPHB20150121,(null),1,(null),(null),(null),(null),0,10,1
NRSPHB20161204,(null),2,(null),(null),(null),(null),0,16,0
NRSPHB20200224,(null),0,(null),(null),(null),(null),0,15,0
NRSNIN20130806,(null),0,(null),(null),(null),(null),0,22,1
NRSROT20200520,(null),2,(null),(null),(null),(null),0,12,0
NRSMAI20201118,(null),0,(null),(null),(null),(null),0,10,0
NRSDAR20140906_06:30,(null),1,(null),(null),(null),(null),0,5,1
NRSDAR20120729_22:30,(null),0,(null),(null),(null),(null),0,4,0
NRSDAR20200204_0030,(null),0,(null),(null),(null),(null),0,4,0
NRSDAR20190722_2130,(null),0,(null),(null),(null),(null),0,1.75,0
NRSNSI20171116,(null),1,(null),(null),(null),(null),0,24.5,0
NRSPHB20180528,(null),3,(null),(null),(null),(null),0,13.5,0
NRSNSI20171116,(null),2,(null),(null),(null),(null),0,24.5,0
NRSPHB20190827,(null),2,(null),(null),(null),(null),0,15,0
NRSDAR20200204_0030,(null),1,(null),(null),(null),(null),0,4,0
NRSPHB20190923,(null),0,(null),(null),(null),(null),0,19,0
NRSDAR20200921_2130,(null),3,(null),(null),(null),(null),0,0.4,0
NRSYON20150224,(null),2,(null),(null),(null),(null),0,12,1
NRSYON20201026,(null),0,(null),(null),(null),(null),0,11,0
NRSPHB20190522,(null),0,(null),(null),(null),(null),0,18,0
NRSMAI20151001,(null),0,(null),(null),(null),(null),0,11,0
NRSYON20141120,(null),1,(null),(null),(null),(null),0,12,1
NRSROT20140122,(null),0,(null),(null),(null),(null),0,15,1
NRSYON20160725,(null),2,(null),(null),(null),(null),0,13,1
NRSDAR20150202_21:30,(null),2,(null),(null),(null),(null),0,2.5,1
NRSPHB20141208,(null),1,(null),(null),(null),(null),0,16,0
NRSPHB20191216,(null),3,(null),(null),(null),(null),0,11,0
NRSROT20190711,(null),2,(null),(null),(null),(null),0,13,1
NRSPHB20200609,(null),3,(null),(null),(null),(null),0,12,0
NRSROT20201106,(null),0,(null),(null),(null),(null),0,16,0
NRSMAI20200928,(null),1,(null),(null),(null),(null),0,16,1
NRSYON20200802,(null),1,(null),(null),(null),(null),0,13,0
NRSYON20140527,(null),2,(null),(null),(null),(null),0,16,1
NRSYON20150119,(null),1,(null),(null),(null),(null),0,15,1
NRSDAR20121029,(null),0,(null),(null),(null),(null),0,1.8,0
NRSYON20180220,(null),1,(null),(null),(null),(null),0,11,0
NRSDAR20180209_0630,(null),0,(null),(null),(null),(null),0,3,0
NRSYON20191107,(null),2,(null),(null),(null),(null),0,18,0
NRSPHB20141208,(null),2,(null),(null),(null),(null),0,16,0
NRSDAR20140117_19:50,(null),0,(null),(null),(null),(null),0,(null),9
NRSROT20140227,(null),2,(null),(null),(null),(null),0,21,1
NRSDAR20130617_15:00,(null),0,(null),(null),(null),(null),0,(null),9
NRSMAI20151118,(null),0,(null),(null),(null),(null),0,9,0
NRSNSI20171116,(null),3,(null),(null),(null),(null),0,24.5,0
