SAMPLE,DEPTH_M,SST,CHLA
139-61,-4345.455344,2.3371466,(null)
139-76,0.1121,(null),(null)
148-5,-994.366925,16.2285352,(null)
150-75,0.1121,(null),(null)
142-30,0.1121,(null),(null)
140-83,0.1121,(null),(null)
343-37,-346.354375,21.02,0.370788068
221-66,0.1121,12.03,0.168872386
325-65,-4527.224375,18.02,0.122559011
147-75,0.1121,9.16,0.116052337
156-28,0.1121,3.9,0.16205059
158-30,-4518.084288,1.81,0.191578567
158-51,0.1121,0.72,0.251062214
159-81,0.1121,2.13,0.297100544
194-1,-2690.499219,24.71,0.103321098
167-60,0.1121,14.43,0.826802254
51-33,-776.4634125,20.69,0.70570451
63-13,-216.7540875,24.44,0.251929373
43-21,-588.7923875,23.22,0.335049272
8-78,-58.575625,15.5415213,(null)
77-9,-1394.369719,21.49,0.149933293
81-37,-583.3747563,17.29,0.356247246
86-2,-4097.579919,10.66,0.219431072
86-9,0.1121,10.97,0.222263321
86-32,0.1121,10,0.114224322
65-45,-111.623125,29.48,0.140184999
129-29,-4505.161556,15.23,0.535664201
118-5,-5559.295656,17.39,0.186955243
146-13,0.1121,2.16,0.170775816
309-49,-72.375,23.7,0.540460229
316-51,-4175.901081,11.2088825,0.189399213
165-31,-2742.873094,10.59,0.347500354
189-57,0.1121,16.1,0.212356284
209-82,0.1121,0.77,0.12758258
219-9,-4407.37395,5.19,(null)
220-2,-4463.748469,1.52,0.185414955
140-17,-4168.762938,3.1899244,(null)
149-83,-3498.069769,4.4406188,(null)
15-69,-179.1439625,19.35,0.144367322
183-1,-3920.314644,19.78,0.124490567
209-57,0.1121,1.77,0.183486223
221-9,0.1121,15.11,0.312238067
8-50,-140.850625,18.0529796,(null)
3-13,-531.8775813,20.46,0.277369291
3-77,-730.8764375,17.75,0.30786553
13-17,-1973.505356,20.76,0.167861059
13-21,-2545.177831,20.67,0.136766911
12-9,-819.8067375,25.37,0.232744426
94-23,-2288.791094,10.9,0.266383111
86-71,-3480.158331,7.15,0.202673763
87-78,0.1121,4.34,0.16638118
93-5,0.1121,8.92,0.123748466
94-1,0.1121,9.32,0.228915155
128-25,0.1121,15.19,0.328894943
147-12,0.1121,4.68,0.12056125
144-36,-3576.603631,4.24,0.110807911
157-26,-4654.579963,2.88,0.147001967
193-1,-4558.0928,14.63,0.333005458
164-17,-4280.930006,5.03,(null)
164-46,0.1121,3.79,0.204678521
176-73,-933.6787688,25.33,0.223613784
209-77,0.1121,0.69,0.1467527
216-36,-3514.568956,7.32,0.171535999
220-66,-4406.235725,-0.25,(null)
219-23,-4440.294231,3.7,0.178432107
221-11,0.1121,15.21,0.309254855
221-21,0.1121,14.61,0.398241043
221-70,0.1121,11.74,0.271882951
308-81,-1701.863125,17.81,0.306612432
385-45,-128.17875,17.7921463,0.366701573
324-9,-33.380625,18.5,0.368202299
244-9,-75.104375,18.79,0.16778256
268-9,-135.445,23.94,0.314196944
343-9,-1035.065625,21.59,0.218633503
343-65,-1505.63875,19.85,0.274709582
373-85,-5537.343125,15.6230491,0.14576073
373-97,-5549.24875,15.3865908,0.145217568
344-57,-1216.9825,15.88,0.43423003
346-13,-3510.393125,17.96,0.348678023
404-57,-3922.675,17.7433268,0.572898507
271-41,-84.55625,25.14,0.402196318
309-1,-105.505625,20.78,1.097923636
321-21,-4856.160625,11.78,0.415181726
321-42,-4586.873813,10.2,0.292613566
315-58,0.1121,14.33,0.402387112
306-1,-64.82,13.5,0.469687819
360-9,-4235.059375,14.31,0.242460191
359-61,-4166.240625,9.69,0.184409067
149-76,-3319.0084,4.7310355,(null)
143-27,0.1121,(null),(null)
270-33,-1639.695,18.67,0.104540169
140-80,-4378.806606,5.5802021,(null)
372-5,-128.13375,21.09,0.233807504
142-29,0.1121,(null),(null)
161-46,0.1121,6.23,0.166755855
163-67,0.1121,9.71,0.213221937
167-49,0.1121,14.07,0.227254108
12-26,-116.898125,22.5517295,(null)
87-68,-4674.23305,4.73,0.171136796
89-21,0.1121,6.8,0.100002609
89-48,0.1121,5.79,0.14976418
91-37,0.1121,2.07,(null)
128-21,-4781.843719,15.25,0.197499052
297-1,-255.241875,24.55,0.198478371
358-97,-65.334375,15.6093686,0.232141033
339-13,-47.6975,24.4912434,0.688273787
142-56,0.1121,(null),(null)
170-5,-5124.684244,16.4,0.221112311
170-41,-5506.187644,17.36,0.156967685
164-81,0.1121,2.17,0.143494099
165-39,-4353.572963,10.42,0.289688796
165-48,-4680.537,10.73,0.250319839
163-12,0.1121,11.39,0.200303167
207-7,0.1121,12.65,0.360653579
207-60,-4485.049456,9.59,(null)
213-5,-233.506875,19.15,0.651769996
211-33,-2551.401875,16.16,1.273814321
220-30,-4434.196588,0.74,0.134308472
344-17,-3029.015,16.31,0.393528074
344-21,-3244.994375,16.59,0.325065613
139-92,0.1121,(null),(null)
148-53,-2812.941363,11.9349242,(null)
150-16,-4051.549,4.2188827,(null)
4-41,-1358.22325,15.32,0.473110974
5-16,0.1121,(null),(null)
3-81,-757.0053563,18.13,0.309216946
209-19,0.1121,2.52,0.10291896
45-70,-72.5225,15.2686047,(null)
221-63,0.1121,12.09,0.164686471
6-25,-2897.370944,17.19,0.355929703
67-37,-593.4402438,13.88,0.462195724
76-21,-261.5973313,16.68,0.094857156
19-29,-2875.782069,22.69,0.164690137
4-57,-1341.169275,15.36,0.417730987
94-25,-2567.483881,11.33,0.258862078
83-5,-575.94255,22.81,0.153417811
86-52,0.1121,9.01,0.127452418
87-33,-4503.706644,6.19,0.315562844
88-16,-4637.508588,3.24,0.148455441
92-4,-3210.499706,3.49,0.149562985
92-27,-3670.716463,6.43,0.097158954
93-32,-4082.250963,8.37,0.097169355
190-61,-1564.340288,18.66,0.314733058
156-13,0.1121,4.53,0.157645181
158-74,0.1121,0.6,0.331338674
158-83,0.1121,-0.09,0.333754361
159-9,0.1121,0.98,(null)
159-84,0.1121,2.05,0.258142173
194-13,-2608.254256,24.95,0.081084207
155-2,0.1121,6.79,0.153311998
155-4,-2987.769006,6.7,0.162559807
163-25,0.1121,10.68,0.281426281
166-37,0.1121,3.1,0.201929301
166-42,-3441.723006,3.14,0.146778911
169-73,-4953.233313,16.56,0.196152151
165-4,-2681.253563,13.65,0.440679044
207-51,0.1121,10.58,0.116195142
181-1,-4281.27435,18.98,0.143843129
215-54,0.1121,9.84,0.290803611
206-45,-1105.4275,18.92,0.395029783
219-78,-4366.658144,2.53,(null)
221-6,0.1121,14.65,0.550659537
241-5,-70.870625,15.3962436,0.310322374
366-73,-5086.06125,17.28,0.100481346
244-57,-47.805,19.09,0.547782481
343-41,-279.6225,20.8,0.415246308
401-29,-55.710625,15.5195074,0.514023721
404-21,-5183.0525,17.2758963,0.35138908
271-53,-118.77125,24.5,0.284168035
350-33,-114.123125,18.24,0.25594455
298-29,-2806.930625,20.97,0.410772383
315-41,-2553.010625,13.33,0.313092798
315-45,-2170.539103,13.51,0.425264388
354-45,-50.681875,24.7621461,0.310714841
398-25,-48.3675,24.4912434,0.302308023
150-1,-3666.880206,4.0669383,(null)
142-85,0.1121,(null),(null)
140-68,-4400.17715,5.2366604,(null)
381-69,-3932.49,10.5868687,0.274073601
268-73,-63.01,18.73,0.46887657
270-77,-5065.99125,18.69,0.117549032
140-24,-4145.050731,3.3140216,(null)
221-46,0.1121,13.07,0.226144403
304-53,-87.2,20.33,0.855004072
146-57,0.1121,4,0.155787542
156-9,0.1121,4.74,0.150991276
158-25,-4554.165156,2.28,0.208794862
158-67,0.1121,1,0.347782522
163-82,0.1121,9.84,0.170846015
164-4,0.1121,6.11,0.178499147
167-44,0.1121,13.57,0.201679468
167-46,0.1121,13.93,0.45464313
2-41,-1782.378031,17.9,0.581521153
63-9,-174.5632688,24.22,0.351478398
8-25,-2903.010944,19.59,0.572155774
12-46,-1330.524375,22.1175628,(null)
16-1,0.1121,23.76,0.180270806
83-74,-64.426875,15.5631186,(null)
81-69,-55.43229375,17.63,0.23866877
89-36,0.1121,6.78,0.102899551
89-37,0.1121,6.85,0.107508712
64-1,-770.77885,24.63,0.133506566
265-1,-4986.208125,14.8034658,0.38044095
239-17,-30.07125,28.23,0.384105325
301-37,-286.1825,25.57,0.113235317
408-73,-5585.72125,16.0017991,0.212380216
354-41,-46.99875,24.5374934,0.35512194
142-34,-3399.258088,9.1667298,(null)
166-21,0.1121,3.09,0.132623717
179-5,0.1121,11.73,0.362852395
208-16,-4765.713638,9.35,(null)
149-57,0.1121,(null),(null)
140-70,-4408.169113,5.372216,(null)
82-57,-1475.32596,26.67,0.12511237
8-58,-1607.71375,16.8261741,(null)
18-14,-327.08625,22.2120767,(null)
18-18,-1262.918125,22.1249934,(null)
45-17,-1005.835981,17.82,0.410057366
54-25,-373.1546003,13.77,0.267276764
7-5,-605.9661188,23.33,0.461532921
73-1,-2288.085963,17.08,0.400380045
19-5,-900.8336938,23.3,0.18952252
94-46,0.1121,14.28,0.598483205
86-50,0.1121,9.19,0.108000934
87-44,-4524.210219,5.09,0.273672312
92-15,-3408.1844,5.34,0.086069107
92-42,0.1121,8.08,0.090621471
93-50,0.1121,8.86,0.153327703
94-2,0.1121,9.56,0.283833355
108-38,-704.065625,19.0390213,(null)
147-72,-3558.356963,8.77,0.153074339
144-76,0.1121,3.46,0.126180887
156-20,0.1121,4.52,0.125792429
157-16,0.1121,3.65,0.174148127
158-56,0.1121,0.55,0.257373422
161-70,0.1121,6.5,(null)
194-21,0.1121,25.01,0.098041795
124-21,-754.3803333,17.54,0.235625222
163-46,0.1121,9.71,0.228495657
207-33,-3097.328125,10.52,(null)
208-34,0.1121,11.06,(null)
208-37,0.1121,11.52,0.223450139
191-17,0.1121,14.41,0.350912005
215-43,-4572.326856,9.94,0.227596536
215-60,0.1121,9.96,0.470105886
212-45,-79.780625,15.9140908,0.346078068
219-40,-4326.163631,3.49,(null)
219-82,-4421.787556,2.65,(null)
221-77,0.1121,11.19,(null)
365-53,-47.08875,15.9746463,1.798053741
385-21,-3370.598125,20.0870073,0.351775348
324-17,-54.656875,18.48,0.321083456
402-33,-4791.535,15.1783269,0.500662804
404-77,-104.596875,19.3416601,0.172249779
362-9,-225.046875,25.85,0.079515159
321-2,0.1121,12.55,0.317227215
321-4,-3536.215669,12.66,0.3964746
321-63,0.1121,9.52,0.183400393
321-79,-3942.52855,8.91,0.146725923
315-13,-4544.04125,12.14,0.407800019
315-21,-4670.388125,12.19,0.209735051
316-12,0.1121,8.6788517,0.078663208
308-13,-4970.088125,15.1,0.26176551
139-30,-4484.716169,2.606105,(null)
148-48,0.1121,(null),(null)
150-9,0.1121,(null),(null)
143-62,-3301.212181,6.8875632,(null)
392-37,-1413.589375,19.0140213,0.662881851
140-30,-3948.697394,3.4679105,(null)
325-53,-4597.101875,18.2,0.097910345
147-31,-2866.527819,5.54,0.127281591
147-71,-3529.794488,8.48,0.155148625
157-24,-4637.679381,2.87,0.123573393
158-27,-4539.694369,1.76,0.199228689
159-79,0.1121,1.94,0.282662988
8-49,0.1121,16.6,0.987593949
43-61,-1020.173394,23.61,0.2634525
52-77,-4540.016425,14.21,0.308356851
192-5,0.1121,14.63,(null)
83-58,-1012.335,16.7292991,(null)
89-31,0.1121,6.86,0.105287164
89-46,0.1121,6.13,0.133855999
89-49,0.1121,5.6,0.137207404
65-37,-92.018125,29.54,0.13810581
298-69,-70.588125,15.93,0.50382328
301-25,-355.77375,25.28,0.095447533
408-81,-5584.890625,15.9972158,0.298426926
142-54,0.1121,(null),(null)
149-5,0.1121,(null),(null)
178-25,-91.293125,17.45,0.376415551
163-5,0.1121,11.15,0.21181871
189-61,-4736.135025,15.94,0.271968275
189-121,0.1121,16.13,0.307617009
209-76,0.1121,0.6,0.18202503
140-10,0.1121,(null),(null)
148-62,-3778.182706,11.6251325,(null)
108-41,-1688.942981,17.21,0.660274267
18-1,-934.9298875,27.19,0.146804526
1-9,-870.1899,19.92,0.740990818
2-96,0.1121,(null),(null)
51-30,-84.73375,22.4708267,(null)
76-45,-597.1834625,17.26,0.226359516
43-53,-1488.157419,23.36,0.165862069
19-45,-931.336925,20.16,0.252994239
94-10,0.1121,10.91,0.247779563
86-16,0.1121,11.08,0.141362265
92-9,-3303.239538,3.78,0.106048882
185-13,-421.7157625,20.53,0.217783004
108-73,-44.853175,12.83,0.58535856
144-15,-3097.472188,4.84,0.131016418
144-27,-3407.883144,4.66,0.121424608
161-43,-4194.592525,6.12,0.18093814
178-5,-74.79125,17.75,0.377386093
162-4,0.1121,6.53,0.150870591
208-24,0.1121,10.33,0.285052031
216-15,0.1121,8.08,0.166696161
220-51,-4323.052881,0.73,(null)
219-36,-4404.90865,3.43,0.193352342
323-21,-80.401875,16.58,0.159329385
323-41,-106.6875,16.95,0.412863076
299-17,-70.073125,16.01,(null)
381-45,-4683.09875,12.4000631,0.440307587
333-29,-40.1575,23.5532573,0.228531525
400-25,-116.905,22.3606184,0.311661124
346-77,-146.609375,21.21,0.669733703
350-13,-272.186875,17.66,0.301635683
350-29,-175.2925,18.05,0.267143637
350-69,-66.760625,19.17,0.285268217
297-25,-66.52875,24.36,0.290866733
321-11,0.1121,11.85,0.336868048
315-53,-3237.513125,13.8,0.329466373
316-15,0.1121,8.8565754,0.170138553
336-5,-4473.43,12.1159659,(null)
336-17,-4644.185625,11.1349242,(null)
322-41,-110.851875,19.46,0.388192803
359-25,-4783.92875,11.95,0.4185085
242-21,-21.675,26.64,0.563315809
139-26,-4509.41135,2.5500633,(null)
143-70,0.1121,(null),(null)
141-51,0.1121,(null),(null)
141-33,-4235.260606,6.0567299,(null)
139-9,0.1121,(null),(null)
304-37,-82.023125,19.92,0.465864629
324-13,-32.3125,18.78,0.28794089
325-5,-5093.778125,17.05,0.076454274
254-21,-103.57625,22.2288128,0.540790558
146-80,-3580.955819,3.91,0.130211219
160-10,0.1121,2.68,(null)
167-37,0.1121,12.71,0.207435325
3-69,-845.7864438,19.33,0.229456022
2-77,-51.276475,14.31,0.549301326
2-80,0.1121,(null),(null)
51-1,-95.3316625,22.2,0.500633061
8-57,-1466.598425,15.79,0.554962635
69-57,-1478.503825,15.65,0.932332814
66-65,-1048.331688,19.34,0.69808495
68-41,-2900.049169,14.47,0.328635633
61-29,-390.0955875,23.97,0.166698962
94-6,0.1121,10.4,0.250310063
94-12,0.1121,11.36,0.195924819
94-15,-1696.943569,11.25,0.255996734
87-61,0.1121,4.67,0.176490828
88-17,0.1121,3.13,0.147752881
92-7,-3270.100381,3.8,0.111985967
126-1,-1307.495713,16.55,0.27029267
146-23,0.1121,2.54,0.101194434
346-65,-2732.095,19.74,0.616073728
349-9,-82.589375,12.63,0.328982323
265-49,-4806.8325,17.3713824,0.258418649
245-17,-58.9925,19.94,0.362130284
305-65,-74.18875,14.01,0.727349222
149-81,-3454.911394,4.5463132,(null)
149-63,0.1121,(null),(null)
149-59,0.1121,(null),(null)
164-58,0.1121,2.82,(null)
207-13,-162.361875,12.32,(null)
211-53,-550.394375,15.51,0.38555634
220-39,-4363.34445,0.87,0.178155333
141-43,0.1121,(null),(null)
45-13,-1609.62904,18.8,0.334411502
4-17,-2222.358975,18.04,0.362450361
73-5,-1306.688588,16.9,0.818331718
4-61,-697.9947313,14.77,0.375356466
19-62,-2086.36,16.3278408,(null)
14-41,-1288.258638,25.83,0.180642188
76-9,-1.5663625,17.36,0.226256862
94-22,0.1121,10.95,0.270879477
91-48,-3169.675156,3.29,0.184553459
82-89,-647.38715,22.92,0.114357591
92-18,0.1121,6.32,0.088607535
92-29,-3710.06425,6.38,0.100625329
100-21,-2635.447938,18.9,0.290674686
108-29,-2864.883881,17.68,0.586878955
145-11,0.1121,2.08,0.277648211
155-34,-3462.900975,5.49,0.130194977
164-22,-4345.657938,4.59,(null)
166-49,-3317.803394,3.17,0.143745124
162-38,-3418.441638,8.12,0.155318618
162-43,-3455.994744,8.63,0.129945427
181-13,0.1121,19.47,0.123260684
191-5,0.1121,14.98,0.458416253
209-42,0.1121,2.34,0.155570909
215-82,-3794.509794,9.11,0.203887284
215-87,-3760.112606,9.01,0.195312649
220-40,-4370.143331,0.9,0.200492233
220-54,-4308.216256,0.09,(null)
220-56,-4324.626288,-0.27,(null)
219-81,-4407.756531,2.63,0.1780743
367-9,-5037.170625,16.77,0.099954717
367-61,-4643.995,17.81,0.102004796
367-69,-4289.6575,18.54,0.125652879
400-17,-261.465,22.2909656,0.295058817
349-49,-291.254375,12.94,0.189254984
350-17,-93.194375,17.81,0.234166473
297-9,-108.815,24.97,0.216724753
298-53,-439.891875,16.83,0.20252195
321-77,-3871.604487,8.69,0.185773343
300-81,-4972.5875,17.13,0.167556331
330-9,-74.384375,19.02,0.180326849
330-53,-74.799375,14.23,1.638363361
354-33,-49.954375,24.3626322,0.329338044
139-52,0.1121,(null),(null)
139-15,0.1121,2.65923,(null)
148-11,0.1121,(null),(null)
148-40,0.1121,(null),(null)
148-16,0.1121,(null),(null)
141-71,-4353.794931,6.4807576,(null)
141-77,-4342.3693,6.7863132,(null)
215-6,-3453.825344,11.62,0.376219213
146-69,0.1121,4.12,0.135733977
158-14,0.1121,2.1,0.183975667
160-51,-4278.206413,3.77,(null)
160-73,0.1121,4.29,0.153111875
160-74,0.1121,4.33,0.129740968
163-77,-4079.562888,9.82,0.156521693
167-51,0.1121,14.11,(null)
166-19,0.1121,2.67,0.135240689
88-12,0.1121,3.37,0.14485909
113-5,-1753.145606,23.58,0.115642123
116-13,-5353.965288,18.75,0.078291833
131-21,-4335.246031,14.56,(null)
146-4,0.1121,2.12,0.102388665
302-37,-83.610625,22,0.383074969
149-61,-2927.803525,5.0079799,(null)
184-21,-1560.735338,19.5,0.230512634
164-69,0.1121,2.8,0.145860881
207-6,0.1121,12.6,(null)
214-65,-46.8675,16.0956185,0.166930914
212-21,-80.02375,15.3372158,0.376161516
220-79,-4474.317288,-0.33,0.156220287
344-89,-70.025,12.55,0.604510069
140-9,0.1121,(null),(null)
265-5,-5096.211875,14.8405491,0.350134104
69-33,-2592.998425,17.72,0.39114359
209-22,0.1121,2.51,0.102077313
3-37,-1107.714806,19.94,0.326416969
1-5,-930.8319688,20.76,3.082215071
2-12,0.1121,(null),(null)
2-69,-143.37415,14.73,0.601312339
5-5,-824.1903875,21.27,0.217692867
13-65,-757.80895,17.54,0.381411046
91-24,0.1121,2.34,0.197313353
82-65,-1071.035844,26.43,0.137618944
92-20,-3485.916481,6.31,0.090463266
185-5,-1645.695844,21.03,0.148785248
190-33,-1716.912525,17.34,0.277786255
98-34,-91.325625,22.3691601,(null)
100-93,-41.09603125,15.54,0.335852742
147-77,0.1121,9.7,0.14349483
144-55,0.1121,4.07,0.122404471
155-38,-3599.952719,5.43,0.14101617
161-4,-4390.9456,5.2,0.112817883
161-75,-4303.72755,6.52,(null)
124-9,0.1121,19.1,0.160937279
155-8,0.1121,6.63,0.140500188
163-44,0.1121,9.87,0.233156025
162-77,-3644.691756,9.41,0.209509775
207-8,0.1121,12.69,(null)
176-5,-328.8368625,25.27,0.256241083
216-42,-3467.029738,7.13,0.187240347
212-9,-83.375,15.261938,0.401759207
220-13,-4452.490456,1.56,0.146153912
220-81,-4487.866881,-0.29,(null)
219-49,-4208.539056,3.52,(null)
221-19,0.1121,14.75,0.495802104
367-41,-4677.771875,17.57,0.10910102
241-65,-54.995,16.1948546,2.400882006
325-57,-4488.813125,18.03,0.106136985
332-13,-68.954375,26.89,0.344520837
343-53,-713.856875,19.26,0.278697222
271-77,-214.4075,23.3,0.376803398
305-53,-568.64125,15.41,0.417524785
305-81,-44.71625,13.21,0.477978975
270-65,-4939.539375,18.89,0.102596983
139-6,0.1121,(null),(null)
146-81,0.1121,(null),(null)
148-60,-3576.331181,11.6500631,(null)
150-37,0.1121,3.4455494,(null)
149-58,0.1121,(null),(null)
141-70,-4366.159219,6.4686743,(null)
146-78,0.1121,3.95,0.119380638
135-21,-943.1451063,23.02,0.093361519
156-4,0.1121,5.47,0.142862901
157-8,-4291.9127,4.26,0.207207397
158-46,0.1121,1.15,0.257585943
161-7,0.1121,5.08,0.083173364
167-21,-2466.979256,11.93,0.175478548
166-2,0.1121,2.92,0.390256166
51-21,-587.3992625,23.12,0.480913758
76-57,-158.4321063,16.25,0.776295245
8-26,-4124.595,20.2012434,(null)
66-34,-89.08125,22.3691601,(null)
53-69,0.1121,13.1,0.312815905
192-1,0.1121,14.5,(null)
87-65,0.1121,4.64,0.133110255
120-13,-4986.030819,16.47,0.164646521
120-17,-4853.17165,16.56,0.108315103
119-29,-5191.951488,15.65,0.362155586
358-85,-67.475,15.6029797,0.407390505
298-9,-137.665625,21.79,0.257908165
307-29,-118.7075,15.91,0.24019295
316-30,-3203.41205,9.8867298,0.14141503
301-13,-1920.484375,25.16,0.153761357
142-26,0.1121,(null),(null)
142-15,0.1121,(null),(null)
149-34,-3200.993469,6.6670771,(null)
164-54,0.1121,3.11,0.217520341
163-4,0.1121,11.2,0.475659966
207-38,0.1121,10.46,(null)
207-50,0.1121,10.62,(null)
207-53,-4610.83375,10.33,(null)
208-27,0.1121,10.03,(null)
403-49,-5544.04,15.9561741,0.18922022
149-13,0.1121,(null),(null)
143-36,0.1121,(null),(null)
143-52,-3621.285288,7.8790215,(null)
140-18,0.1121,(null),(null)
244-81,-39.571875,21.48,0.196070418
139-43,0.1121,(null),(null)
139-87,0.1121,(null),(null)
139-7,0.1121,(null),(null)
148-20,0.1121,(null),(null)
45-33,-908.0316313,16.19,0.394960701
6-61,0.1121,14.99,0.328819752
63-21,-305.5864,25.1,0.175921515
177-41,-1159.534819,19.96,0.443884969
176-69,-1001.790875,25.11,0.23406145
216-69,0.1121,6.91,(null)
45-21,-912.7846063,18.32,0.490712732
15-77,-52.37885625,18.52,0.142448068
6-81,-44.65609375,12.83,0.454213649
2-37,-2251.218806,18.64,0.449657351
5-21,-805.485525,21.16,0.288412809
75-5,-1781.989125,14.32,0.446321905
94-13,0.1121,11.37,0.228691131
83-77,0.1121,18.37,0.343584269
86-1,-4107.658919,11.12,0.205150887
86-17,0.1121,11.07,0.147037715
87-30,0.1121,6.02,0.242708743
92-17,-3449.59255,6.16,0.102965027
92-33,-3758.091675,6.28,0.110051185
93-18,0.1121,9.37,0.095384724
100-49,-849.2109563,16.62,0.481568456
100-54,-564.423125,17.4940213,(null)
145-47,0.1121,0.66,0.150192529
144-56,0.1121,4.02,0.123043358
158-10,0.1121,2.26,0.145904601
160-5,0.1121,2.49,0.225122362
160-59,0.1121,3.66,0.179311082
161-2,0.1121,5.29,0.123685367
161-57,-4466.880638,6.92,0.087589942
167-62,0.1121,14.37,0.866678655
164-87,0.1121,2.57,0.172232777
165-14,-3141.080081,13.46,0.433871508
165-49,-4653.652406,10.52,0.221034899
162-21,-3585.2115,7.76,0.195080578
208-17,0.1121,9.31,(null)
176-21,-437.8977938,25,0.156808823
191-41,-4100.045456,15.07,0.23732394
209-61,0.1121,1.38,0.233688489
216-67,0.1121,6.92,0.158698425
212-61,-47.551875,16.0956185,0.436477989
367-57,-4684.4,17.32,0.093826465
