TRIP_CODE,SAMPLEDEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
DAR20121029,23,0.019,0,0.084,0.051,,0,0,0,0,0,0.437,0.006,0,0.023,0.006,0.026,0.021,0,0.04,0,0,0.012,0,0,0.105,0,0,0,0,0.059,0.059,0,1.204,1.204,0,0,0,0,,,0.062,0,0,
NSI20111116,20,0.343,0,0.471,0,,0.546,0.041,0.011,0.043,0.078,1.044,0.006,0,0.003,0.003,0.119,0,0,0.102,0,0.003,0,0,0.038,0.009,0,0,0,0,0.009,0.009,0,1.679,1.679,0,0,0,0,,,0.039,0,0,
NSI20150304,WC,0.019,0,0.021,0,,0.012,0,0,0,0.015,0.01,0.006,0,0.007,0.002,0.035,0,0,0.005,0,0,0,0,0,0.062,0.009,0,0,0.008,0.041,0.049,0.051,0.173,0.224,0,0,0,0,,,0.013,0,0,
NSI20150304,0,0.003,0,0.006,0,,0.023,0,0,0,0.002,0.003,0,0,0,0,0.009,0,0,0.004,0,0,0,0,0,0.075,0,0,0,0,0,0,0.032,0.145,0.177,0,0,0,0,,,0.023,0,0,
NSI20120511,20,0.074,0,0.047,0,,0.018,0,0,0,0.015,0.09,0.015,0,0.007,0.004,0.048,0,0,0.011,0,0.006,0,0,0,0.04,0.036,0,0,0,0.063,0.063,0.009,0.425,0.434,0,0,0,0,,,0.015,0,1,
YON20130611,8,0.033,0,0.004,0.003,,0,0,0,0,0.023,0.039,0.004,0,0.011,0.003,0.068,0,0,0.013,0,0,0.003,0,0,0.058,0,0,0,0,0.036,0.036,0,0.368,0.368,0,0,0,0,,,0.019,0,2,winch gauge problems actual depth deeper
YON20130808,26,0.01,0,0.012,0,,0.006,0,0,0,0.007,0.013,0,0,0,0.001,0.025,0,0,0.007,0,0,0,0,0,0.069,0,0,0,0,0.009,0.009,0.03,0.133,0.163,0,0,0,0,,,0.014,0,1,
YON20150119,WC,0.01,0,0.016,0,,0.006,0,0.002,0,0.009,0.014,0.001,0,0.003,0.002,0.025,0.005,0,0.01,0,0.001,0,0,0.001,0.139,0,0,0,0.009,0.012,0.021,0.096,0.184,0.28,0,0,0,0,,,0.024,0,0,
KAI20130220,WC,0.045,0,0.052,0,,0.02,0.015,0,0,0.037,0.039,0.007,0,0.013,0.004,0.059,0.005,0,0.012,0,0.003,0.006,0,0.006,0.035,0.005,0,0,0.003,0.063,0.066,0.031,0.323,0.354,0,0,0,0,,,0.016,0,1,
ESP20101013,WC,0.018,0,0.034,0,,0,0,0,0,0.018,0.061,0.003,0,0.006,0.003,0.066,0,0,0.035,0,0.003,0.003,0,0.006,0.022,0,0,0,0,0.024,0.024,0.009,0.276,0.285,0,0,0,0,,,0.013,0,0,
ESP20120910,40,0.018,0,0.027,0,,0.006,0,0,0,0.011,0.014,0.005,0,0.013,0.006,0.043,0,0,0.009,0,0.002,0.006,0,0,0.013,0,0,0,0,0.054,0.054,0,0.194,0.194,0,0,0,0,,,0.009,0,1,
NSI20110323,WC,0.005,0,0.008,0,,0.011,0,0,0,0.011,0.006,0,0,0,0,0.016,0,0,0.002,0,0,0,0,0,0.054,0,0,0,0,0.014,0.014,0.036,0.071,0.107,0,0,0,0,,,0.012,0,2,station start time used
NSI20110412,20,0.007,0,0.01,0,,0.007,0,0,0,0.014,0.014,0.002,0,0,0.002,0.012,0,0,0.005,0,0,0,0,0.003,0.038,0.003,0,0,0,0.015,0.015,0.024,0.084,0.108,0,0,0,0,,,0.008,0,1,
PHB20130227,25,0.089,0,0.113,0,,0.035,0.043,0,0,0.013,0.249,0,0,0.007,0.002,0.035,0,0,0.024,0,0,0.009,0,0,0.003,0.003,0,0,0.004,0.02,0.024,0,0.73,0.73,0,0,0,0,,,0.017,0,1,
PHB20130725,25,0.077,0,0.183,0,,0.041,0,0.015,0,0.045,0.211,0.015,0,0.037,0.014,0.12,0,0,0.041,0,0.004,0.063,0,0.007,0.013,0,0,0,0,0.156,0.156,0.003,1.269,1.272,0,0,0,0,,,0.041,0,1,
MAI20110118,WC,0.101,0,0.144,0,,0.032,0,0.05,0,0.025,0.195,0.038,0,0.115,0.022,0.139,0,0,0.045,0,0.008,0.039,0,0.003,0.046,0,0,0,0,0.359,0.359,0,1.205,1.205,0,0.005,0,0,,,0.052,0,1,
MAI20110223,WC,0.028,0,0.037,0.012,,0.007,0,0.018,0,0.024,0.024,0.019,0,0.05,0.014,0.068,0,0,0.016,0,0.012,0.008,0,0,0.019,0,0,0,0,0.173,0.173,0,0.446,0.446,0,0,0,0,,,0.019,0,2,station start time used
MAI20110407,WC,0.029,0,0.04,0.009,,0.008,0,0.025,0,0.027,0.041,0.015,0,0.033,0.013,0.064,0,0,0.022,0,0.006,0.014,0,0.003,0.018,0,0,0,0,0.115,0.115,0,0.465,0.465,0,0,0,0,,,0.018,0,2,station start time used
MAI20120412,82,0.038,0,0.057,0.004,,0,0,0.009,0,0.023,0.048,0.02,0,0.042,0.012,0.067,0,0,0.009,0,0,0.031,0,0,0.014,0,0,0,0,0.156,0.156,0,0.517,0.517,0,0,0,0,,,0.026,0,1,
MAI20130924,20,0.104,0,0.15,0,,0.018,0,0.029,0,0.06,0.11,0.022,0,0.058,0.023,0.203,0,0,0.057,0,0.005,0.052,0,0.006,0.014,0.004,0,0,0,0.202,0.202,0,1.086,1.086,0,0,0,0,,,0.036,0,2,WC time used
ROT20100416,20,0.023,0,0.038,0,,0,0,0,0,0.019,0.016,0.002,0,0.004,0,0.047,0,0,0.006,0,0,0.004,0,0,0.015,0,0,0,0,0.021,0.021,0.007,0.158,0.165,0,0,0,0,,,0.002,0,1,
PHB20150330,0,0.019,0,0.026,0,,0.006,0,0.005,0,0.023,0.019,0.001,0,0,0.002,0.04,0.003,0,0.009,0,0,0,0,0,0.071,0,0,0,0.011,0.015,0.026,0.097,0.164,0.261,0,0,0,0,,,0.023,0,0,
ROT20100723,WC,0.029,0,0,0.035,,0,0,0,0,0.027,0.037,0.006,0,0.007,0.002,0.048,0,0,0.012,0,0,0.008,0,0,0.018,0,0,0,0,0.022,0.022,0,0.143,0.143,0,0,0,0,,,0.003,0,1,
ROT20120523,20,0.021,0,0.023,0.006,,0,0,0,0,0.005,0.035,0.001,0,0.002,0,0.022,0,0,0.004,0,0,0,0,0,0.017,0,0,0,0.004,0.025,0.029,0.013,0.179,0.192,0,0,0,0,,,0.006,0,1,
NSI20130520,WC,0.043,0,0.043,0,,0.011,0,0,0,0.032,0.049,0.007,0,0.008,0.002,0.058,0.005,0,0.012,0,0.004,0.004,0,0.005,0.04,0.007,0,0,0.002,0.045,0.047,0.028,0.333,0.361,0,0,0,0,,,0.016,0,0,
DAR20121209_0300,6,0.02,0,0.038,0.013,,0,0,0,0,0,0.098,0.003,0,0.008,0.005,0.026,0.006,0,0.022,0,0,0.004,0,0,0.062,0,0,0,0,0.026,0.026,0,0.34,0.34,0,0,0,0,,,0.022,0,1,
YON20111213,8,0.008,0,0.015,0,,0.012,0,0,0,0.007,0.019,0,0,0,0.002,0.022,0,0,0.007,0,0,0,0,0,0.126,0,0,0,0,0,0,0.09,0.116,0.206,0,0,0,0,,,0.021,0,1,
NIN20130209,WC,0.018,0,0.027,0,,0.009,0,0.01,0,0.01,0.044,0.003,0,0.005,0.004,0.032,0.009,0,0.015,0,0,0.003,0,0,0.059,0,0,0,0.004,0.021,0.025,0.036,0.209,0.245,0,0,0,0,,,0.02,0,1,
KAI20091215,90,0,0,0.007,0,,0,0,0,0,0.01,0.012,0.002,0,0.004,0,0.011,0,0,0.002,0,0,0,0,0,0.007,0,0,0,0,0.013,0.013,0.005,0.079,0.084,0,0,0,0,,,0,0,4,volume not recorded
MAI20090421,WC,0.049,0,0.083,0,,0,0,0.007,0,0.022,0.037,0.024,0,0.048,0.016,0.078,0,0,0.015,0,0,0.039,0,0,0.026,0.003,0,0,0,0.253,0.253,0.005,0.7,0.705,0,0,0,0,,,0.027,0,0,black ZP? n filter - mil527 process_date estimated - trip date +30 days
DAR20141130,24,0.015,0,0.061,0.029,,0,0,0,0,0,0.24,0.005,0,0.023,0.007,0.018,0,0,0.022,0,0,0.013,0,0,0.102,0,0,0,0,0.066,0.066,0,0.797,0.797,0,0,0,0,,,0.05,0,0,
KAI20110223,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.009,0.009,0.004,0.019,0.023,0,0,0,0,,,0,0,3,delay before analysis
ESP20100629,WC,0.042,0,0,0.075,,0,0,0.022,0,0.05,0.066,0.011,0,0.015,0.006,0.099,0.007,0,0.026,0,0,0.021,0,0.006,0.014,0,0,0,0,0.086,0.086,0,0.464,0.464,0,0,0,0,,,0.018,0,0,
ESP20120612,40,0.061,0,0.097,0,,0.011,0,0,0,0.057,0.08,0.013,0,0.029,0.011,0.125,0.004,0,0.036,0,0.006,0.023,0,0.005,0.018,0.003,0,0,0,0.129,0.129,0,0.687,0.687,0,0,0,0,,,0.023,0,1,
ESP20120910,WC,0.029,0,0.04,0,,0.007,0,0,0,0.016,0.027,0.009,0,0.019,0.008,0.059,0,0,0.012,0,0,0.008,0,0,0.012,0,0,0,0,0.072,0.072,0,0.28,0.28,0,0,0,0,,,0.01,0,1,
MAI20090820,80,0.019,0,0.019,0.003,,0,0,0,0,0.016,0.036,0.005,0,0.011,0.002,0.023,0,0,0.006,0,0,0.004,0,0,0.008,0,0,0,0,0.04,0.04,0,0.176,0.176,0,0,0,0,,,0.008,0,1,
MAI20100330,20,0.025,0,0,0.106,,0,0,0.014,0,0.019,0.206,0.007,0,0.012,0.009,0.048,0.008,0,0.046,0,0,0.037,0,0.004,0.033,0,0,0,0,0.057,0.057,0,0.71,0.71,0,0,0,0,,,0.032,0,1,
NSI20130913,57,0.013,0,0,0,,0,0,0,0,0.004,0.029,0.002,0,0,0,0.015,0,0,0.004,0,0,0,0,0,0.017,0.004,0,0,0,0.017,0.017,0.012,0.151,0.163,0,0,0,0,,,0.006,0,0,
ROT20110923,40,0.018,0,0.025,0.003,,0,0,0.006,0,0.022,0.023,0.003,0,0.006,0.003,0.043,0,0,0.011,0,0,0.003,0,0,0.072,0,0,0,0,0.03,0.03,0.054,0.2,0.254,0,0,0,0,,,0.017,0,1,
DAR20120729_1930,6,0.032,0,0.043,0,,0,0,0,0,0,0.099,0,0,0.021,0,0.027,0,0,0.012,0,0,0,0,0,0.083,0,0,0,0,0.077,0.077,0,0.51,0.51,0,0,0,0,,,0.034,0,0,
NSI20130520,20,0.042,0,0.039,0,,0.035,0,0,0,0.027,0.041,0.006,0,0.008,0.003,0.052,0.005,0,0.015,0,0.004,0.003,0,0.004,0.046,0.009,0,0,0.002,0.036,0.038,0.027,0.259,0.286,0,0,0,0,,,0.015,0,0,
YON20091123,WC,0,0,0.014,0,,0,0,0,0,0.008,0.024,0,0,0,0.004,0.035,0,0,0.02,0,0,0,0,0,0.257,0,0,0,0,0,0,0.073,0.377,0.45,0,0,0,0,,,0.056,0,1,
YON20100413,WC,0.022,0,0.022,0,,0,0,0,0,0.017,0.027,0.002,0,0,0,0.065,0,0,0.011,0,0,0,0,0,0.08,0,0,0,0,0.015,0.015,0.006,0.275,0.281,0,0,0,0,,,0.025,0,1,
YON20121026,26,0.008,0,0.013,0,,0.007,0,0,0,0.007,0.013,0,0,0,0,0.019,0,0,0.006,0,0,0,0,0,0.039,0,0,0,0,0.011,0.011,0.026,0.11,0.136,0,0,0,0,,,0.01,0,1,
PHB20101213,25,0.259,0,0.309,0,,0,0.232,0.04,0,0.024,0.976,0.01,0,0.024,0.008,0.014,0.014,0,0.122,0,0,0.031,0,0.013,0.01,0,0,0,0,0.081,0.081,0,1.916,1.916,0,0,0.605,0,,,0.054,0,1,
KAI20111026,20,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample not taken (WQM out)-station start time used
DAR20150316,15,0,0,0.093,0.053,,0,0,0,0,0,0.426,0.011,0,0.033,0,0.01,0,0,0.036,0,0.028,0,0,0,0.1,0,0,0,0,0.104,0.104,0,1.286,1.286,0,0,0,0,,,0.065,0,1,
NSI20130123,WC,0.028,0,0.034,0,,0.009,0,0,0,0.016,0.029,0.005,0,0.006,0.001,0.036,0,0,0.005,0,0,0,0,0,0.057,0.007,0,0,0.01,0.039,0.049,0.066,0.229,0.295,0,0,0,0,,,0.018,0,1,
NSI20130326,20,0.008,0,0,0,,0.016,0,0.005,0,0.003,0.042,0.008,0,0.004,0.003,0.007,0.004,0,0.006,0,0.004,0.005,0,0,0.064,0.018,0,0,0,0.037,0.037,0,0.282,0.282,0,0,0,0,,,0.013,0,1,
YON20120112,10,0.009,0,0.013,0,,0.014,0,0,0,0.006,0.018,0,0,0,0.001,0.021,0,0,0.006,0,0,0,0,0,0.152,0,0,0,0.008,0.012,0.02,0.09,0.158,0.248,0,0,0,0,,,0.029,0,1,
NIN20130509,40,0.006,0,0.011,0,,0,0,0,0,0.011,0.03,0,0,0,0,0.011,0,0,0.002,0,0,0,0,0,0.004,0,0,0,0,0.012,0.012,0.005,0.082,0.087,0,0,0,0,,,0.003,0,1,
YON20140220,26,0.054,0,0.067,0,,0.021,0,0.007,0,0.028,0.13,0.004,0,0.008,0.003,0.064,0,0,0.02,0,0.001,0.005,0,0.002,0.098,0,0,0,0,0.046,0.046,0.025,0.719,0.744,0,0,0,0,,,0.042,0,1,
NSI20140306,57,0,0,0,0,,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0,0,0,0,,,0,0,0,
NSI20140507,WC,0.029,0,0.043,0,,0.005,0,0.004,0,0.051,0.027,0.004,0,0.005,0.001,0.073,0,0,0.012,0,0,0,0,0.002,0.042,0,0,0,0.022,0.037,0.059,0.066,0.283,0.349,0,0,0,0,,,0.023,0,0,
PHB20140317,WC,0.038,0,0.038,0,,0.012,0,0.003,0,0.042,0.033,0.004,0,0.007,0.003,0.046,0.003,0,0.015,0,0.001,0.006,0,0.002,0.036,0.004,0,0,0.007,0.042,0.049,0.032,0.32,0.352,0,0,0,0,,,0.017,0,0,
MAI20141127,WC,0.011,0,0.024,0,,0,0,0.005,0,0.006,0.016,0,0,0,0,0.05,0,0.012,0,0,0,0.01,0,0,0,0,0,0,0,0.006,0.006,0,0.176,0.176,0,0,0,0,,,0.005,0,0,
DAR20140117_2130,WC,0.017,0,0.089,0.081,,0.33,0,0,0,0.015,0.566,0,0,0.021,0,0,0.035,0,0.051,0,0,0.024,0,0.008,0.095,0,0,0,0,0.039,0.039,0,1.414,1.414,0,0,0,0,,,0.071,0,0,
DAR20140118_0030,6,0.014,0,0.074,0.068,,0.409,0,0,0,0.023,0.478,0,0,0.017,0,0,0.035,0,0.041,0,0,0.019,0,0.01,0.092,0,0,0,0,0.044,0.044,0,1.194,1.194,0,0,0,0,,,0.064,0,0,* * Filtering occurred on the 19/1/14 (UTC  18/1/14). Samples keep in refrigerator.
DAR20140117_1950,22,0.013,0,0.071,0.067,,0.383,0,0,0,0.016,0.491,0,0,0.024,0,0,0.04,0,0.042,0,0,0.027,0,0.008,0.11,0,0,0,0,0.053,0.053,0,1.243,1.243,0,0,0,0,,,0.073,0,0,
YON20131015,26,0.022,0,0.031,0.004,,0,0,0.004,0,0.01,0.041,0.002,0,0.002,0.002,0.029,0.006,0,0.009,0,0,0,0,0,0.107,0,0,0,0.016,0.02,0.036,0.141,0.234,0.375,0,0,0,0,,,0.036,0,0,
YON20131205,26,0.031,0,0.036,0,,0.011,0,0,0,0.024,0.029,0.002,0,0.003,0.002,0.057,0.006,0,0.01,0,0,0,0,0,0.133,0,0,0,0.014,0.027,0.041,0.107,0.37,0.477,0,0,0,0,,,0,0,0,
DAR20130916,6,0.017,0,0.032,0.008,,0,0,0,0,0.008,0.075,0.004,0,0.015,0.007,0.031,,0,0.018,0,0,0.008,0,0,0.102,0,0,0,0,0.041,0.041,0,0.428,0.428,0,0,0,0,,,0.034,0,0,
MAI20131117,85,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
ROT20131218,WC,0.022,0,0.028,0,,0.008,0,0,0,0.011,0.047,0.002,0,0.005,0.003,0.037,0.006,0,0.021,0,0,0.002,0,0.004,0.023,0,0,0,0,0.018,0.018,0.008,0.225,0.233,0,0,0,0,,,0.009,0,0,
PHB20131020,WC,0.071,0,0.083,0,,0.021,0,0.011,0,0.039,0.146,0.004,0,0.01,0.003,0.045,,0,0.023,0,0,0.009,0,0,0.015,0,0,0,0,0.042,0.042,0,0.574,0.574,0,0,0,0,,,0.016,0,0,
ROT20140227,20,0.029,0,0.036,0,,0.024,0,0.003,0,0.017,0.041,0.006,0,0.015,0.006,0.059,0.004,0,0.022,0,0.005,0.004,0,0.004,0.032,0.003,0,0,0,0.05,0.05,0.01,0.261,0.271,0,0,0,0,,,0.014,0,0,
MAI20120412,20,0.045,0,0.072,0.007,,0,0,0.014,0,0.028,0.06,0.022,0,0.048,0.019,0.084,0,0,0.015,0,0,0.039,0,0,0.019,0,0,0,0,0.185,0.185,0.007,0.648,0.655,0,0,0,0,,,0.034,0,1,
MAI20120524,20,0.018,0,0.056,0.004,,0,0,0.009,0,0.029,0.029,0.016,0,0.032,0.009,0.061,0,0,0.009,0,0,0.026,0,0,0.014,0.003,0,0,0,0.136,0.136,0.004,0.451,0.455,0,0,0,0,,,0.02,0,2,WQM  time estimate
ROT20120523,40,0.027,0,0.025,0.005,,0,0,0,0,0.008,0.038,0.002,0,0.004,0,0.031,0,0,0.004,0,0,0,0,0,0.02,0.003,0,0,0.004,0.03,0.034,0.015,0.204,0.219,0,0,0,0,,,0.008,0,1,
MAI20150723,WC,0.043,0,0.079,0,,0.028,0,0,0,0.045,0.118,0.015,0,0.034,0.011,0.096,0,0,0.028,0,0,0.022,0,0,0.015,0,0,0,0,0.13,0.13,0,0.674,0.674,0,0,0,0,,,0.024,0,0,
ROT20120221,WC,0.01,0,0.015,0.003,,0,0,0.006,0,0.01,0.023,0,0,0.003,0,0.02,0,0,0.005,0,0,0,0,0.005,0.051,0,0,0,0.003,0.027,0.03,0.027,0.134,0.161,0,0,0,0,,,0.012,0,1,
ROT20120329,40,0.056,0,0.064,0,,0.063,0,0.007,0,0.04,0.073,0.006,0,0.013,0.006,0.138,0.008,0,0.048,0,0.003,0.018,0,0.007,0.078,0,0,0,0,0.059,0.059,0.031,0.48,0.511,0,0,0.065,0,,,0.032,0,1,
NSI20110606,57,0.012,0,0.01,0,,0.01,0,0,0,0.023,0.023,0.004,0,0.003,0.002,0.02,0,0,0.004,0,0,0,0,0,0.006,0.006,0,0,0,0.029,0.029,0.01,0.1,0.11,0,0,0,0,,,0.006,0,1,
NSI20120620,20,0.038,0,0.065,0,,0.007,0,0,0,0.029,0.059,0.009,0,0.017,0.003,0.058,0,0,0.013,0,0.003,0.011,0,0,0.039,0.007,0,0,0,0.083,0.083,0.02,0.503,0.523,0,0,0,0,,,0.015,0,1,
YON20100413,8,0,0,0,0.01,,0,0,0,0,0.004,0.008,0,0,0,0,0.032,0.005,0,0.008,0,0,0,0,0,0.099,0,0,0,0,0.005,0.005,0,0.18,0.18,0,0,0,0,,,0.018,0,1,
YON20110217,8,0.009,0,0.015,0,,0.036,0,0,0,0.004,0.035,0,0,0,0.002,0.02,0.007,0,0.008,0,0,0,0,0,0.178,0,0,0,0,0.01,0.01,0.006,0.475,0.481,0,0,0,0,,,0.06,0,1,
YON20110616,26,0.011,0,0.01,0,,0.006,0,0,0,0.009,0.013,0,0,0,0.002,0.026,0,0,0.009,0,0,0,0,0,0.045,0,0,0,0,0.01,0.01,0.008,0.125,0.133,0,0,0,0,,,0.01,0,1,
YON20110811,WC,0.01,0,0.014,0,,0.012,0,0,0,0.01,0.016,0,0,0,0,0.031,0,0,0.007,0,0,0,0,0,0.07,0,0,0,0,0.008,0.008,0.028,0.126,0.154,0,0,0,0,,,0.011,0,1,
YON20120208,26,0.033,0,0.036,0,,0.012,0,0,0,0.015,0.068,0,0,0,0.001,0.045,0,0,0.009,0,0,0,0,0,0.09,0,0,0,0.006,0.021,0.027,0.066,0.342,0.408,0,0,0,0,,,0.033,0,1,
NSI20150119,20,0.004,0,0.005,0,,0,0,0,0,0.004,0.004,0.001,0,0,0.001,0.012,0,0,0.003,0,0,0,0,0,0.036,0.003,0,0,0,0.019,0.019,0.03,0.051,0.081,0,0,0,0,,,0.004,0,1,
NSI20150323,20,0.045,0,0.052,0,,0.077,0,0.007,0,0.026,0.074,0.009,0,0.006,0.005,0.057,0.006,0,0.017,0,0.006,0,0,0.007,0.075,0.018,0,0,0.005,0.049,0.054,0.051,0.345,0.396,0,0,0,0,,,0.02,0,0,
YON20141209,0,0,0,0.008,0,,0.005,0,0,0,0.002,0.009,0,0,0,0.001,0.006,0,0,0.003,0,0.002,0,0,0.002,0.089,0,0,0,0.003,0.007,0.01,0.037,0.127,0.164,0,0,0,0,,,0.014,0,0,
KAI20150224,100,0.041,0,0.059,0,,0.029,0,0,0,0.021,0.164,0,0,0,0,0.014,0,0,0.009,0,0,0,0,0,0.003,0,0,0,0.008,0.008,0.016,0.008,0.374,0.382,0,0,0,0,,,0.01,0,0,
ROT20150701,40,0.035,0,0.056,0,,0.011,0,0.011,0,0.023,0.078,0.008,0,0.019,0.005,0.062,0.002,0,0.017,0,0,0.018,0,0,0.025,0,0,0,0,0.073,0.073,0.007,0.447,0.454,0,0,0,0,,,0.02,0,0,
MAI20160303,WC,0.086,0,0.122,0,,0.234,0,0.026,0,0.035,0.261,0.011,0,0.023,0.011,0.109,0.005,0,0.041,0,0,0.014,0,0.004,0.009,0,0,0,0,0.064,0.064,0,0.612,0.612,0,0,0,0,,,0.019,0,0,
PHB20160615,0,0.052,0,0.067,0,,0.078,0,0.018,0,0.031,0.151,0.006,0,0.011,0.005,0.053,0,0,0.022,0,0,0.014,0,0,0.019,0.002,0,0,0,0.047,0.047,0.016,0.499,0.515,0,0,0,0,,,0.019,0,0,
NSI20160412,57,0,0,0.009,0,,0.028,0,0,0,0.002,0.047,0,0,0,0,0.005,0,0,0.004,0,0,0,0,0,0.003,0,0,0,0,0.004,0.004,0.002,0.084,0.086,0,0,0,0,,,0.001,0,0,
PHB20151013,0,0.015,0,0.02,0,,0.021,0,0.003,0,0.011,0.032,0.002,0,0.002,0,0.017,0,0,0.004,0,0,0,0,0,0.018,0,0,0,0,0.018,0.018,0.007,0.135,0.142,0,0,0,0,,,0.006,0,0,
YON20151203,WC,0.009,0,0.015,0,,0.009,0,0.005,0,0.009,0.016,0.001,0,0,0.002,0.022,0.002,0,0.011,0,0.001,0,0,0.001,0.107,0,0,0,0.004,0.012,0.016,0.061,0.214,0.275,0,0,0,0,,,0.028,0,0,
YON20150825,1,0,0,0.015,0,,0,0,0,0,0.005,0.006,0,0,0,0.001,0.011,0,0,0.004,0,0,0,0,0,0.046,0,0,0,0,0.004,0.004,0.034,0.056,0.09,0,0,0,0,,,0.006,0,0,
PHB20151115,0,0.048,0,0.119,0,,0.075,0.041,0.026,0,0.017,0.234,0.004,0,0.007,0.003,0.039,0,0,0.029,0,0,0.003,0,0,0.013,0,0,0,0,0.053,0.053,0,0.786,0.786,0,0,0,0,,,0.019,0,0,
MAI20160530,85,0.013,0,0.024,0,,0.018,0,0,0,0.013,0.043,0.006,0,0.017,0.004,0.025,0,0,0.005,0,0,0.008,0,0,0.002,0,0,0,0,0.044,0.044,0,0.203,0.203,0,0,0,0,,,0.008,0,0,
KAI20160223,WC,0.02,0,0.034,0,,0.011,0,0.014,0,0.043,0.022,0.005,0,0.011,0.002,0.047,0,0,0.006,0,0,0.005,0,0,0.026,0,0,0,0,0.041,0.041,0.023,0.239,0.262,0,0,0,0,,,0.012,0,0,
YON20160321,8,0.008,0,0.012,0,,0.025,0,0.002,0,0.005,0.019,0,0,0,0.001,0.018,0,0,0.01,0,0.002,0,0,0.004,0.093,0,0,0,0,0.006,0.006,0.022,0.211,0.233,0,0,0,0,,,0.021,0,0,
YON20160503,26,0.032,0,0.038,0,,0.017,0,0,0,0.019,0.076,0.004,0,0.007,0.003,0.075,0.005,0,0.013,0,0,0.006,0,0.002,0.06,0,0,0,0,0.039,0.039,0,0.463,0.463,0,0,0,0,,,0.026,0,0,
DAR20160201_2130,WC,0,0,0.068,0.042,,0,0,0.048,0,0,0.276,0.008,0,0.019,0.004,0.009,0,0,0.023,0,0,0.03,0,0,0.077,0,0,0,0,0.113,0.113,0,0.873,0.873,0,0,0,0,,,0.047,0,0,
DAR20160202_0030,18,0,0,0.069,0.042,,0,0,0.063,0,0.025,0.351,0.008,0,0.017,0.004,0.012,0.029,0,0.027,0,0,0.026,0,0,0.118,0,0,0,0,0.313,0.313,0,0.918,0.918,0,0,0,0,,,0.061,0,0,Long time to filter - 47 minutes
YON20150601,26,0.007,0,0.014,0,,0.004,0,0,0,0.007,0.019,0,0,0.002,0.001,0.021,0.004,0,0.002,0,0,0,0,0,0.082,0,0,0,0.008,0.014,0.022,0.055,0.197,0.252,0,0,0,0,,,0.022,0,0,
NSI20150817,0,0.014,0,0.027,0,,0.034,0,0.003,0,0.014,0.037,0.002,0,0.003,0.001,0.023,0,0,0.01,0,0,0,0,0,0.03,0.002,0,0,0,0.014,0.014,0.012,0.152,0.164,0,0,0,0,,,0.006,0,0,
YON20150804,8,0.002,0,0.008,0,,0.006,0,0,0,0.006,0.005,0,0,0,0.001,0.006,0,0,0.003,0,0,0,0,0,0.046,0,0,0,0,0,0,0.031,0.051,0.082,0,0,0,0,,,0.006,0,0,
YON20150430,WC,0.015,0,0.021,0,,0.015,0,0,0,0.011,0.016,0,0,0,0.001,0.029,0,0,0.007,0,0,0,0,0,0.072,0,0,0,0,0.012,0.012,0.024,0.187,0.211,0,0,0,0,,,0.015,0,0,
PHB20150819,0,0.056,0,0.086,0,,0.023,0,0.015,0,0.047,0.129,0.006,0,0.013,0.003,0.065,0,0,0.022,0,0.004,0.019,0,0,0.02,0,0,0,0,0.061,0.061,0.018,0.67,0.688,0,0,0,0,,,0.019,0,0,
MAI20151001,0,0.227,0,0.337,0,,0.059,0,0.139,0,0.077,0.297,0.03,0,0.088,0.035,0.326,0,0,0.17,0,0,0.083,0,0.015,0.008,0,0,0,0,0.297,0.297,0,2.063,2.063,0,0,0,0,,,0.06,0,0,
YON20150601,1,0.004,0,0.008,0,,0,0,0,0,0.005,0.009,0,0,0,0.001,0.013,0.002,0,0.003,0,0,0,0,0,0.089,0,0,0,0.007,0.013,0.02,0.043,0.142,0.185,0,0,0,0,,,0.013,0,0,Filtered particulates have a blue-green tinge
KAI20160525,100,0.014,0,0.039,0,,0.011,0,0,0,0.031,0.036,0.007,0,0.015,0.003,0.053,0,0,0.009,0,0,0.013,0,0,0.009,0,0,0,0,0.056,0.056,0.01,0.3,0.31,0,0,0,0,,,0.012,0,0,
