TRIP_CODE,SAMPLEDEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
DAR20160724_0130,6,0.038,0,0.064,0.044,,0,0,0,0,0,0.287,0,0,0,0,0.024,0.021,0,0.031,0,0,0.013,0,0,0.061,0,0,0,0,0.035,0.035,0,0.858,0.858,0,0,0,0,,,0.041,0,0,
MAI20160831,WC,0.082,0,0.155,0,,0.108,0.086,0.009,0,0.022,0.339,0.006,0,0.014,0.005,0.05,0,0,0.035,0,0,0.007,0,0.003,0.005,0,0,0,0,0.057,0.057,0,1.114,1.114,0,0,0,0,,,0.022,0,0,
NSI20160920,57,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,,,0,0,0,
NSI20161019,57,0.007,0,0.005,0,,0,0,0,0,0.002,0.014,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.023,0,0,0,0,,,0,0,0,
ROT20161024,0,0.014,0,0.021,0,,0,0,0,0,0.015,0.015,0.005,0,0.012,0.008,0.027,0,0,0.013,0,0.001,0.002,0,0.002,0.037,0,0,0,0,0.044,0.044,0.021,0.179,0.2,0,0,0,0,,,0.01,0,0,dewar 0608
PHB20161030,WC,0.1,0,0.154,0.026,,0,0,0.018,0,0.016,0.367,0.003,0,0.004,0.003,0.038,0,0,0.043,0,0,0.008,0,0.002,0,0,0,0,0,0.018,0.018,0,1.052,1.052,0,0,0,0,,,0.022,0,0,
PHB20161030,0,0.109,0,0.21,0.042,,0,0,0.027,0,0.021,0.492,0.005,0,0.006,0.004,0.045,0,0,0.051,0,0,0.009,0,0.004,0.003,0,0,0,0,0.041,0.041,0,1.362,1.362,0,0,0,0,,,0.029,0,0,
PHB20160926,15,0.033,0,0.049,0,,0,0,0.01,0,0.028,0.062,0.004,0,0.009,0.003,0.033,0.005,0,0.013,0,0.002,0.006,0,0.004,0.076,0,0,0,0,0.043,0.043,0.026,0.419,0.445,0,0,0,0,,,0.023,0,0,
MAI20161117,0,0.019,0,0.195,0,,0.031,0,0.207,0,0.007,0.052,0.002,0,0.004,0.005,0.038,0,0,0.116,0,0,0.012,0,0.018,0,0,0,0,0,0.029,0.029,0,0.476,0.476,0,0,0,0,,,0.014,0,0,Noctiluca in surface sample
MAI20161117,20,0.028,0,0.095,0,,0,0,0.055,0,0.016,0.085,0.002,0,0.008,0.003,0.067,0,0,0.035,0,0,0.029,0,0.005,0,0,0,0,0,0.033,0.033,0,0.555,0.555,0,0,0,0,,,0.017,0,0,
KAI20161118,WC,0.058,0,0.044,0,,0,0,0.006,0,0.044,0.039,0.01,0,0.021,0.007,0.097,0.006,0,0.02,0,0,0.007,0,0.005,0.042,0,0,0,0,0.07,0.07,0.023,0.371,0.394,0,0,0,0,,,0.02,0,0,
NSI20170117,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.005,0,0,0,0,0,0.013,0.058,0.071,0,0,0,0,,,0.004,0,0,
NSI20170117,WC,0.032,0,0.026,0,,0.034,0,0,0,0.03,0.038,0.007,0,0.004,0.003,0.044,0,0,0.012,0,0,0,0,0,0.051,0.016,0,0,0,0.046,0.046,0.026,0.268,0.294,0,0,0,0,,,0.017,0,0,
NSI20170117,0,0,0,0,0,,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0.011,0.085,0.096,0,0,0,0,,,0.01,0,0,
YON20180130,0,0.004,0,0.008,0,,0.01,0,0,0,0.005,0.007,0,0,0,0.001,0.009,0,,0.005,0,0,0,0,0,0.102,0,0,0,0,0,0,0.043,0.147,0.19,0,0,0,,,,0.021,0,0,
DAR20180731_0630,0,0,0,0.068,0.025,,0,0,0,0,0,0.269,0,0,0.025,0,0.042,0,,0.031,0,0,0.016,0,0,0.074,0,0,0,0,0.067,0.067,0,0.875,0.875,0,0,0,,,,0.035,0,0,
NSI20180530,20,0.01,0,0.035,0,,0.018,0,0.004,0,0.022,0.065,0.002,0,0.002,0,0.057,0,,0.013,0,0,0,0,0.002,0.05,0,0,0,0,0.019,0.019,0.033,0.32,0.353,0,0,0,,,,0.018,0,0,
PHB20180528,0,0.031,0,0.075,0,,0.02,0,0.006,0,0.023,0.063,0.007,0,0.018,0.002,0.04,0,,0.009,0,0,0.049,0,0,0.008,0,0,0,0,0.077,0.077,0,0.566,0.566,0,0,0,,,,0.022,0,0,
DAR20180509,17,0,0,0.034,0,,0,0,0,0,0,0.114,0,0,0,0,0.022,0,,0.011,0,0,0.01,0,0,0.084,0,0,0,0,0,0,0,0.466,0.466,0,0,0,,,,0.042,0,0,
ROT20190507,20,0.039,0,0.045,0,,0.008,0,0.005,0,0.027,0.031,0.01,0,0.016,0.004,0.079,0.012,,0.012,0,0,0.01,0,0,0.017,0.004,0,0,0,0.067,0.067,0.025,0.315,0.34,0,0,0,,,,0.017,0,0,
YON20190507,0,0.017,0,0.023,0,,0.024,0,0.003,0,0.009,0.044,0,0,0,0,0.032,0,,0.014,0,0,0,0,0.003,0.053,0,0,0,0,0.006,0.006,0.008,0.243,0.251,0,0,0,,,,0.015,0,0,
PHB20171211,15,0.022,0,0.027,0,,0.006,0,0.003,0,0.021,0.031,0.002,0,0.004,0,0.036,0,,0.011,0,0,0,0,0,0.017,0,0,0,0,0.022,0.022,0.003,0.179,0.182,0,0,0,,,,0.009,0,0,
NSI20181115,0,0.01,0,0.014,0,,0.071,0,0.003,0,0.006,0.02,0,0,0,0.001,0.018,0,,0.01,0,0,0,0,0.004,0.056,0,0,0,0,0.01,0.01,0.011,0.262,0.273,0,0,0,,,,0.027,0,0,
NSI20190118,20,0.02,0,0.023,0,,0.026,0,0.006,0,0.007,0.058,0,0,0,0,0.021,0,,0.01,0,0,0,0,0.013,0.017,0,0,0,0,0,0,0.002,0.156,0.158,0,0,0,,,,0.008,0,0,
PHB20180724,20,0.115,0,0.179,0,,0.084,0.065,0.003,0,0.05,0.306,0.007,0,0.013,0.002,0.096,0,,0.041,0,0,0.009,0,0,0.003,0,0,0,0,0.056,0.056,0,1.045,1.045,0,0,0,,,,0.026,0,0,
YON20180425,26,0.009,0,0.015,0,,0.004,0,0,0,0.007,0.014,0,0,0,0.001,0.03,0,,0.007,0,0,0,0,0,0.038,0,0,0,0,0.006,0.006,0.016,0.133,0.149,0,0,0,,,,0.008,0,0,
DAR20180730_2130,22,0.012,0,0.05,0.031,,0,0,0,0,0,0.231,0,0,0.014,0,0.022,0,,0.017,0,0,0.006,0,0,0.052,0,0,0,0,0.024,0.024,0,0.518,0.518,0,0,0,,,,0.034,0,0,
ROT20181024,20,0.044,0,0.045,0,,0,0,0,0,0.04,0.026,0.008,0,0.017,0.006,0.089,0.012,,0.026,0,0.003,0.006,0,0.003,0.017,0.003,0,0,0,0.059,0.059,0.017,0.318,0.335,0,0,0,,,,0.013,0,0,
ROT20190125,20,0.019,0,0.022,0,,0,0,0,0,0.017,0.021,0.004,0,0.009,0.002,0.045,0,,0.019,0,0.006,0.003,0,0.007,0.027,0,0,0,0,0.042,0.042,0.014,0.223,0.237,0,0,0,,,,0.011,0,0,
YON20181011,0,0.009,0,0.016,0,,0.007,0,0,0,0.008,0.018,0,0,0,0.002,0.025,0,,0.011,0,0,0,0,0,0.093,0,0,0,0,0.01,0.01,0.068,0.186,0.254,0,0,0,,,,0.022,0,0,
YON20190213,26,0.025,0,0.089,0.047,,0,0,0,0,0.015,0.358,0.003,0,0.012,0.002,0.039,0,,0.029,0,0,0.006,0,0,0.026,0,0,0,0,0.032,0.032,0,0.899,0.899,0,0,0,,,,0.031,0,0,
DAR20190213_2130,0,0,0,0.045,0.046,,0,0,0,0,0,0.211,0,0,0,0,0,0,,0.018,0,0,0.019,0,0,0.037,0,0,0,0,0.058,0.058,0,0.622,0.622,0,0,0,,,,0.034,0,0,
MAI20190731,20,0.022,0,0.047,0,,0,0,0.011,0,0.026,0.081,0.009,0,0.025,0.005,0.062,0.005,,0.015,0,0,0.013,0,0,0.003,0,0,0,0,0.088,0.088,0,0.415,0.415,0,0,0,,,,0.013,0,0,
YON20191009,0,0.003,0,0.013,0,,0.025,0,0.002,0,0.005,0.01,0,0,0,0.001,0.01,0,,0.007,0,0,0,0,0.005,0.059,0,0,0,0,0.004,0.004,0.025,0.181,0.206,0,0,0,,,,0.016,0,0,
KAI20190514,40,0.065,0,0.007,0,,0,0,0.003,0,0.06,0.035,0.01,0,0.018,0.004,0.092,0.006,,0.011,0,0,0.014,0,0,0.024,0,0,0,0,0.098,0.098,0.046,0.43,0.476,0,0,0,,,,0.023,0,0,
KAI20190909,40,0.089,0,0.086,0,,0,0,0.018,0,0.051,0.032,0.008,0,0.019,0.005,0.172,0.006,,0.017,0,0,0.015,0,0.003,0.023,0,0,0,0,0.084,0.084,0,0.542,0.542,0,0,0,,,,0.024,0,0,
PHB20190729,0,0.062,0,0.081,0,,0.032,0.049,0.003,0,0.017,0.167,0.001,0,0.004,0.001,0.036,0,,0.018,0,0,0.004,0,0,0.009,0,0,0,0,0.022,0.022,0,0.501,0.501,0,0,0,,,,0.015,0,0,
PHB20191028,0,0.028,0,0.035,0,,0,0,0.005,0,0.009,0.054,0.003,0,0.007,0.002,0.03,0,,0.013,0,0,0,0,0,0.028,0,0,0,0,0.03,0.03,0,0.266,0.266,0,0,0,,,,0.012,0,0,
NSI20170927,0,0.102,0,0.168,0,,0.154,0.128,0.009,0,0.028,0.365,0.004,0,0.006,0.003,0.051,0,,0.04,0,0,0.004,0,0.006,0.047,0,0,0,0,0.034,0.034,0.014,0.861,0.875,0,0,0,,,,0.031,0,0,
DAR20170516,0,0.021,0,0.058,0.023,,0,0,0,0,0,0.139,0.006,0,0.023,0.004,0.026,0,,0.021,0,0,0.017,0,0,0.137,0,0,0,0,0.065,0.065,0,0.715,0.715,0,0,0,,,,0.041,0,0,
DAR20170715_0030,0,0.027,0,0.069,0.031,,0,0,0,0,0,0.243,0,0,0.019,0,0.024,0,,0.032,0,0,0.015,0,0,0.075,0,0,0,0,0.062,0.062,0,0.783,0.783,0,0,0,,,,0.04,0,0,
MAI20200223,0,0.028,0,0.05,0,,0.041,0,0.016,0,0.015,0.068,0.005,0,0.011,0.002,0.054,0,,0.017,0,0,0.003,0,0,0.019,0,0,0,0,0.042,0.042,0,0.328,0.328,0,0,0,,,,0.015,0,0,
DAR20170203_0030,6,0.03,0,0.066,0.028,,0,0,0.025,0,0,0.221,0.007,0,0.022,0.011,0.021,0,,0.052,0,0,0.037,0,0,0.108,0.007,0,0,0,0.084,0.084,0,0.938,0.938,0,0,0,,,,0.054,0,0,
DAR20171009,0,0.012,0,0.075,0.056,,0,0,0,0,0,0.348,0,0,0,0,0,0,,0.029,0,0,0,0,0,0.106,0,0,0,0,0.04,0.04,0,1.09,1.09,0,0,0,,,,0.039,0,0,
PHB20171211,0,0.019,0,0.026,0,,0.006,0,0.007,0,0.018,0.034,0.002,0,0.003,0,0.031,0,,0.011,0,0,0,0,0,0.02,0,0,0,0,0.022,0.022,0.006,0.172,0.178,0,0,0,,,,0.01,0,0,
MAI20170323,20,0.019,0,0.045,0,,0.006,0,0.01,0,0.012,0.037,0.006,0,0.01,0.006,0.031,0,,0.013,0,0,0.021,0,0,0.008,0,0,0,0,0.041,0.041,0,0.289,0.289,0,0,0,,,,0.01,0,0,
PHB20170614,WC,0.031,0,0.081,0.013,,0,0,0.01,0,0.031,0.064,0.012,0,0.025,0.006,0.065,0.005,,0.018,0,0.003,0.046,0,0,0.015,0.004,0,0,0,0.103,0.103,0.009,0.62,0.629,0,0,0,,,,0.023,0,0,
MAI20180315,0,0.031,0,0.043,0,,0.011,0,0.003,0,0.024,0.025,0.008,0,0.016,0.008,0.062,0.002,,0.011,0,0,0.011,0,0,0.052,0,0,0,0,0.078,0.078,0.041,0.356,0.397,0,0,0,,,,0.02,0,0,
ROT20170914,0,0.048,0,0.053,0,,0.016,0,0.016,0,0.033,0.037,0.01,0,0.02,0.005,0.087,0,,0.022,0,0.006,0.008,0,0.007,0.011,0.003,0,0,0,0.08,0.08,0,0.414,0.414,0,0,0,,,,0.009,0,0,
ROT20180125,0,0.047,0,0.048,0,,0.007,0,0,0,0.033,0.051,0.007,0,0.014,0.005,0.084,0,,0.018,0,0,0.006,0,0,0.019,0,0,0,0,0.061,0.061,0.013,0.357,0.37,0,0,0,,,,0.014,0,0,
ROT20170120,20,0.03,0,0.031,0,,0,0,0.005,0,0.03,0.027,0.002,0,0.006,0.003,0.067,0.004,,0.015,0,0,0,0,0,0.023,0,0,0,0,0.029,0.029,0.012,0.217,0.229,0,0,0,,,,0.011,0,0,20m
ROT20170120,40,0.046,0,0.048,0,,0,0,0.008,0,0.056,0.025,0.002,0,0.003,0.001,0.087,0.005,,0.019,0,0,0.004,0,0.002,0.021,0,0,0,0,0.036,0.036,0.033,0.25,0.283,0,0,0,,,,0.011,0,0,
ROT20170303,40,0.053,0,0.065,0,,0,0,0,0,0.048,0.067,0.014,0,0.036,0.007,0.116,0.002,,0.017,0,0.003,0.004,0,0.005,0.023,0,0,0,0,0.125,0.125,0.019,0.508,0.527,0,0,0,,,,0.015,0,0,
ROT20170626,0,0.085,0,0.109,0,,0.051,0,0,0,0.053,0.107,0.016,0,0.034,0.007,0.113,0.006,,0.03,0,0.006,0.027,0,0.003,0.043,0.007,0,0,0,0.134,0.134,0.009,0.741,0.75,0,0,0,,,,0.019,0,0,
NSI20201116,20,0.036,0,0.05,0,,0.01,0,0.004,0,0.025,0.039,0.011,0,0.019,0.01,0.074,0.006,,0.012,0,0.006,0.006,0,0.004,0.088,0.015,0,0,0,0.095,0.095,0.043,0.483,0.526,0,0,0,,,,0.025,0,0,
PHB20201013,0,0.022,0,0.036,0.015,,0.008,0,0.024,0,0.007,0.025,0.016,0,0.041,0.019,0.039,0,,0.012,0,0,0.007,0,0,0.006,0,0,0,0,0.136,0.136,0,0.399,0.399,0,0,0,,,,0.013,0,0,
ROT20191218,0,0.003,0,0.008,0,,0,0,0,0,0.004,0.014,0,0,0,0.001,0.011,0,,0.009,0,0,0,0,0,0.037,0,0,0,0,0.009,0.009,0.01,0.084,0.094,0,0,0,,,,0.006,0,0,
ROT20200520,20,0.057,0,0.058,0,,0.008,0,0.006,0,0.035,0.074,0.01,0,0.023,0.006,0.085,0.005,,0.013,0,0.002,0.007,0,0,0.026,0.009,0,0,0,0.085,0.085,0.02,0.451,0.471,0,0,0,,,,0.019,0,0,
ROT20200710,20,0.043,0,0.061,0,,0.02,0,0.006,0,0.033,0.085,0.009,0,0.023,0.005,0.072,0.005,,0.013,0,0.002,0.016,0,0,0.02,0,0,0,0,0.074,0.074,0,0.46,0.46,0,0,0,,,,0.017,0,0,
DAR20200204_0030,17,0.01,0,0.109,0.054,,0.087,0,0,0,0,0.53,0.005,0,0.024,0.004,0.017,0.014,,0.041,0,0,0.032,0,0,0.07,0,0,0,0,0.06,0.06,0,1.343,1.343,0,0,0,,,,0.06,0,0,
DAR20200204_0030,0,0.033,0,0.117,0.043,,0.072,0,0,0,0,0.412,0.004,0,0.018,0.008,0.023,0,,0.055,0,0,0.039,0,0,0.079,0,0,0,0,0.066,0.066,0,1.202,1.202,0,0,0,,,,0.048,0,0,
PHB20200520,0,0.056,0,0.082,0,,0.012,0,0.007,0,0.039,0.041,0.023,0,0.052,0.016,0.094,0.007,,0.013,0,0.001,0.022,0,0,0.025,0.005,0,0,0,0.198,0.198,0,,,0,0,0,,,,0.027,0,0,
PHB20200609,0,0.058,0,0.103,0,,0.015,0,0.025,0,0.056,0.08,0.017,0,0.034,0.009,0.1,0.003,,0.019,0,0,0.048,0,0,0.018,0.004,0,0,0,0.157,0.157,0,,,0,0,0,,,,0.033,0,0,
ROT20200825,20,0.029,0,0.033,0,,0.004,0,0.007,0,0.02,0.027,0.005,0,0.012,0.006,0.055,0.006,,0.011,0,0,0.005,0,0,0.009,0,0,0,0,0.042,0.042,0,0.221,0.221,0,0,0,,,,0.01,0,0,
YON20200802,26,0.007,0,0.01,0.006,,0,0,0,0,0.01,0.015,0,0,0,0.002,0.02,0.004,,0.006,0,0,0,0,0,0.075,0,0,0,0.004,0.006,0.01,0.087,0.098,0.185,0,0,0,,,,0.018,0,0,
YON20200904,26,0.007,0,0.01,0.004,,0.005,0,0,0,0.006,0.019,0,0,0,0.001,0.014,0,,0.007,0,0,0,0,0,0.061,0,0,0,0.004,0.008,0.012,0.045,0.102,0.147,0,0,0,,,,0.012,0,0,
YON20201026,26,0.011,0,0.013,0.008,,0.012,0,0,0,0.009,0.026,0,0,0,0.003,0.025,0.003,,0.009,0,0,0,0,0,0.127,0,0,0,0.012,0.019,0.031,0.101,0.237,0.338,0,0,0,,,,0.033,0,0,
KAI20200527,0,0.06,0,0.083,0,,0.035,0,0.017,0,0.039,0.109,0.004,0,0.009,0.003,0.089,0,,0.029,0,0,0.012,0,0.005,0.017,0,0,0,0,0.067,0.067,0.022,0.518,0.54,0,0,0,,,,0.016,0,0,
YON20200212,26,0.024,0,0.046,0,,0.043,0,0.005,0,0.004,0.088,0,0,0,0.001,0.031,0,,0.009,0,0,0,0,0,0.068,0,0,0,0,0.021,0.021,0.018,0.307,0.325,0,0,0,,,,0.024,0,0,
MAI20210106,0,0.046,0,0.082,0,,0.014,0,0,0,0.03,0.044,0.02,0,0.054,0.023,0.1,0.004,,0.039,0,0.009,0.034,0,0.007,0.034,0,0,0,0,0.163,0.163,0,0.674,0.674,0,0,0,,,,0.029,0,0,
MAI20210215,20,0.054,0,0.115,0,,0.039,0,0.005,0,0.03,0.068,0.026,0,0.068,0.02,0.086,0.005,,0.013,0,0.003,0.056,0,0,0.085,0,0,0,0,0.227,0.227,0.039,0.875,0.914,0,0,0,,,,0.04,0,0,
YON20170426,26,0.014,0,0.025,0,,0.037,0,0,0,0.006,0.055,0.002,0,0.006,0.001,0.022,0,,0.009,0,0,0.003,0,0,0.055,0,0,0,0,0.018,0.018,0,0.253,0.253,0,0,0,,,,0.014,0,0,
YON20170906,0,0.008,0,0.015,0,,0.02,0,0,0,0.007,0.019,0,0,0,0.001,0.019,0,,0.012,0,0,0,0,0.002,0.059,0,0,0,0,0,0,0.033,0.145,0.178,0,0,0,,,,0.015,0,0,
YON20171215,26,0.009,0,0.016,0,,0.029,0,0,0,0.009,0.022,0,0,0,0.001,0.015,0,,0.009,0,0,0,0,0,0.066,0,0,0,0,0.009,0.009,0.017,0.174,0.191,0,0,0,,,,0.018,0,0,
NSI20160318,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Dewar left out - samples bad - not analysed
YON20210310,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20200630,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,no sample (carboy left on boat)
DAR20150203_0030,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20210310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20140824,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,xx
NSI20141107,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
NSI20201116,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20200611,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
ROT20200304,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20210310,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MAI20210215,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20190507,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20190703,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20210209,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20191202,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MAI20200810,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
KAI20181204,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
DAR20200810,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
KAI20190909,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20190313,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20201022,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20100121,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
PHB20140716,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
YON20181123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,samples lost due to dewar failure
PHB20150723,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,not sampled
PHB20160229,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
NSI20140725,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
YON20210310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20110323,26,0.11,0,0.08,0,,0.028,0,0.008,0,0.033,0.179,0.012,0,0.037,0.004,0.11,0,0,0.019,0,0,0.021,0,0,0.062,0,0,0,0,0.123,0.123,0.03,0.766,0.796,0,0,0,0,,,0.048,0,1,
NIN20130209,20,0.018,0,0.029,0,,0.017,0,0.009,0,0.01,0.035,0.002,0,0.005,0.003,0.034,0.011,0,0.014,0,0,0,0,0,0.059,0,0,0,0.004,0.017,0.021,0.032,0.194,0.226,0,0,0,0,,,0.018,0,1,
PHB20100908,25,0.151,0,0,0.435,,0,0,0.016,0,0.02,0.656,0.009,0,0.019,0.004,0.049,0.009,0,0.061,0,0,0.019,0,0,0,0,0,0,0,0.067,0.067,0,1.495,1.495,0,0,0,0,,,0.038,0,1,
KAI20101120,40,0.077,0,0.117,0,,0.15,0,0.01,0,0.056,0.216,0.013,0,0.033,0.011,0.116,0,0,0.041,0,0,0.005,0,0.008,0.043,0,0,0,0,0.112,0.112,0.015,0.682,0.697,0,0,0,0,,,0.025,0,2,
MAI20150224,85,0.008,0,0.008,0,,0,0,0,0,0.009,0.008,0,0,0,0,0.008,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.033,0,0,0,0,,,0.002,0,1,
YON20141014,26,0.033,0,0.073,0,,0.021,0,0.004,0,0.037,0.155,0.002,0,0.002,0.002,0.053,0.003,0,0.03,0,0,0,0,0.004,0.06,0,0,0,0.007,0.014,0.021,0.069,0.575,0.644,0,0,0,0,,,0.033,0,1,
PHB20130611,25,0.088,0,0.092,0.005,,0,0,0.007,0,0.079,0.043,0.014,0,0.028,0.006,0.132,0,0,0.019,0,0.002,0.024,0,0,0.02,0.004,0,0,0,0.132,0.132,0.007,0.638,0.645,0,0,0,0,,,0.025,0,1,
MAI20120119,WC,0.06,0,0.095,0,,0.053,0,0.036,0,0.028,0.124,0.02,0,0.049,0.014,0.133,0,0,0.051,0,0.007,0.035,0,0.004,0.026,0,0,0,0,0.193,0.193,0,0.775,0.775,0,0,0,0,,,0.033,0,1,
MAI20130214,20,0.011,0,0.012,0,,0,0,0,0,0.006,0.016,0.002,0,0.005,0,0.013,0,0,0.002,0,0,0,0,0,0.004,0,0,0,0,0.018,0.018,0,0.081,0.081,0,0,0,0,,,0.005,0,1,
ROT20110527,20,0.065,0,0.087,0,,0.042,0,0.012,0,0.044,0.112,0.015,0,0.035,0.011,0.131,0,0,0.023,0,0,0.021,0,0,0.06,0,0,0,0,0.123,0.123,0.019,0.695,0.714,0,0,0,0,,,0.033,0,1,
ROT20130321,WC,0.028,0,0.031,0,,0.013,0,0.005,0,0.007,0.059,0.002,0,0.003,0,0.035,0,0,0.018,0,0.002,0.004,0,0.006,0.02,0,0,0,0,0.021,0.021,0.008,0.241,0.249,0,0,0,0,,,0.008,0,1,
DAR20120729_1630,6,0.037,0,0.05,0.025,,0,0,0,0,0,0.162,0,0,0.026,0,0.024,0,0,0.02,0,0,0.011,0,0,0.082,0,0,0,0,0.095,0.095,0,0.609,0.609,0,0,0,0,,,0.038,0,0,
ROT20121126,20,0.031,0,0.043,0,,0.007,0,0.006,0,0.024,0.047,0.007,0,0.016,0.006,0.052,0,0,0.017,0,0.003,0.006,0,0.003,0.025,0,0,0,0,0.058,0.058,0.019,0.317,0.336,0,0,0,0,,,0.013,0,1,
YON20140527,26,0.014,0,0.018,0,,0.006,0,0,0,0.008,0.019,0.003,0,0.004,0.002,0.026,0.003,0,0.008,0,0,0,0,0,0.098,0,0,0,0.005,0.016,0.021,0.041,0.253,0.294,0,0,0,0,,,0.028,0,1,
YON20110414,8,0.013,0,0.013,0,,0.044,0,0,0,0.004,0.031,0.002,0,0.006,0.002,0.021,0.007,0,0.01,0,0,0,0,0,0.074,0,0,0,0,0.013,0.013,0,0.132,0.132,0,0,0,0,,,0.011,0,1,
YON20111213,WC,0,0,0.016,0,,0.015,0,0,0,0.008,0.017,0,0,0,0.002,0.024,0,0,0.006,0,0,0,0,0,0.133,0,0,0,0,0,0,0.103,0.129,0.232,0,0,0,0,,,0.031,0,1,
YON20120615,8,0.013,0,0.011,0.004,,0,0,0,0,0.007,0.012,0,0,0,0,0.019,0,0,0.006,0,0,0,0,0,0.054,0,0,0,0,0.009,0.009,0,0.149,0.149,0,0,0,0,,,0.011,0,1,
NIN20130509,20,0.009,0,0.017,0,,0,0,0,0,0.014,0.027,0.001,0,0.004,0,0.014,0,0,0.004,0,0,0,0,0,0.016,0,0,0,0.004,0.022,0.026,0.02,0.136,0.156,0,0,0,0,,,0.008,0,1,
PHB20110420,25,0.014,0,0.017,0,,0.005,0,0.006,0,0.015,0.011,0.003,0,0.005,0.004,0.03,0.004,0,0.007,0,0,0,0,0,0.066,0.007,0,0,0.005,0.031,0.036,0.047,0.198,0.245,0,0,0,0,,,0.022,0,1,
ESP20101013,40,0.018,0,0,0.033,,0,0,0.009,0,0.017,0.026,0.005,0,0.014,0.003,0.072,0.006,0,0.013,0,0.002,0.009,0,0.004,0.014,0,0,0,0,0.047,0.047,0,0.236,0.236,0,0,0,0,,,0.009,0,0,
